title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  PSC-BLACKLIGHT"
start,end
2011-02-01,2011-07-31
---------
Day,"[64] XSEDE Utilization (%)","[128] XSEDE Utilization (%)","[1024] XSEDE Utilization (%)","[480] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[96] XSEDE Utilization (%)","[224] XSEDE Utilization (%)","[1008] XSEDE Utilization (%)","[112] XSEDE Utilization (%)","[208] XSEDE Utilization (%)","[256] XSEDE Utilization (%)","[48] XSEDE Utilization (%)","[144] XSEDE Utilization (%)","[160] XSEDE Utilization (%)","[1440] XSEDE Utilization (%)","[512] XSEDE Utilization (%)","[80] XSEDE Utilization (%)","[800] XSEDE Utilization (%)","[192] XSEDE Utilization (%)","[240] XSEDE Utilization (%)","[320] XSEDE Utilization (%)","[288] XSEDE Utilization (%)","[768] XSEDE Utilization (%)","[384] XSEDE Utilization (%)","[400] XSEDE Utilization (%)"
2011-07-13,5.179741923,4.272316284,0,0,3.705186768,1.202248027,2.832492472,0,0,0,0,1.655381978,0.352389832,5.871419271,0.001898905,0,0,0,0,0,0,0,0,0,0.083116353,0
2011-07-14,24.976906230,12.645182292,6.144386597,0,7.071931254,7.765154826,2.632676799,0.109438273,0,0,0,4.597583923,0.344360352,5.437418620,3.987585042,0,0,0,0,0,0,0,0,0,0.072048645,0
2011-07-15,24.590133158,12.318033956,25.000000000,0,6.403230082,8.047091980,3.134955546,1.742531128,0,0,0,0.002459513,1.139716187,4.633015951,0.986870626,0,0,0,0,0,0,0,0.075846354,0,0,0
2011-07-16,31.539478658,15.073676249,18.865740763,0,5.403451335,4.309136251,0.071180522,0,0,0.163556112,0,5.916955973,2.100775859,3.515625000,0.965485738,0,0,0,0,0,0,0,0.083089193,0,0,0
2011-07-17,32.928023783,15.185691630,0,0,3.452482707,1.425374451,0,0.013988342,0,0.485857951,0,0.338107605,4.133761902,0.194254557,2.009277344,0,0,0,0,0,0,0,0,0,0,0
2011-07-18,14.396412048,1.468894653,0,0,3.308593547,1.472900289,0.493787944,2.314534505,0,0,0,0,0.534179688,0,2.066153056,0,0,0,0,0,0,0,0,0,0.092773438,0
2011-07-19,20.103497620,1.023184306,0,0,5.314394430,2.960991720,0,1.168122457,0,0,0,0,0,0,2.228777771,0,0,0,0,0,0,0,3.510335286,0,0,0
2011-07-20,40.622233276,3.125000000,0,0,7.043167521,6.970314331,0.444905599,1.963306580,0,0,0,0,0.951700846,0,6.315872701,0,0,0,0,0,0,0,6.101399740,0,0,0
2011-07-21,32.602774048,3.126953125,0,0,7.318029277,4.782109070,1.767551066,0,0,0.040097860,0,0,0.651041565,1.596923828,3.366563619,0,0,0,0,0,0,0,2.162272135,0,0,0
2011-07-22,9.065809530,1.774197083,0,0,2.621912231,1.464816589,0.356906433,0,0,0,0,0,0.022162577,3.347819010,1.985405782,0,0,0.053258870,0,0,0,0,0.003662109,0,0,0
2011-07-23,0.003092448,0,0,0,0.001039937,0.000379740,0,0,0,0,0,0,0,0.009358724,0,0,0,0.004023844,0,0,0,0,0,0,0,0
2011-07-24,4.407606303,0,0,0,0.715598653,0.033718567,2.104112345,0,0,0,0,0,0,1.843302409,0,0,0,0.129484965,0,0,0,0,0,0,0,0
2011-07-25,8.471480611,1.295789998,0,0,4.339265035,2.640823771,1.739610494,1.412950338,0,0.533139852,0,0,0.263264974,5.038492839,1.527777812,0,0,0,0,0,0,0,0,0,0,0
2011-07-26,22.954047445,3.125000000,0,0,10.614664714,5.337465719,13.723578593,0,0,1.963085022,0,0,2.064724426,10.546875000,1.274866231,0,0,0,0,0,0,0,0,0,0.279622396,0
2011-07-27,18.658818156,4.446469930,0,0,12.222615560,4.995614522,4.690809428,0,0,0,0,2.326099548,1.380289714,11.230061849,1.973153585,0,0,0,0,0,0,0,0,0,0,0
2011-07-28,8.245822347,7.835829061,0,0,13.539447123,5.468587138,7.519151408,4.487223307,0,0,0,7.483723958,1.153415222,13.516520182,0.508309835,0,0,0,0,0,0,0,0,0,0,0
2011-07-29,8.269675802,0.236581319,0,0,4.863502706,1.244936320,4.576741536,0.206977030,0,11.042349345,0,0,0.044352214,0.136108398,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-30,20.312500000,0,0,0,10.937500000,3.125000000,9.375000000,0,0,41.015625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-31,19.573405050,0,0,0,10.553371989,3.051142883,9.118408203,0,0,41.350585938,0,0,0,0,0.135498047,0,0,0,0,0,0,0,0,0,0,0
---------
