Day,[1] XSEDE Utilization (%),[2] XSEDE Utilization (%),[4] XSEDE Utilization (%),[8] XSEDE Utilization (%),[32] XSEDE Utilization (%),[16] XSEDE Utilization (%),[3] XSEDE Utilization (%),[12] XSEDE Utilization (%),[24] XSEDE Utilization (%),[31] XSEDE Utilization (%),[6] XSEDE Utilization (%),[5] XSEDE Utilization (%),[17] XSEDE Utilization (%),[10] XSEDE Utilization (%),[15] XSEDE Utilization (%),[7] XSEDE Utilization (%),[9] XSEDE Utilization (%),[22] XSEDE Utilization (%),[14] XSEDE Utilization (%),[20] XSEDE Utilization (%),[28] XSEDE Utilization (%),[18] XSEDE Utilization (%),[11] XSEDE Utilization (%),[25] XSEDE Utilization (%),[13] XSEDE Utilization (%),[30] XSEDE Utilization (%),[26] XSEDE Utilization (%)
2014-12-19,40.363594140,15.611711172,26.085554224,6.396768215,0,7.996439996,1.979289125,0,9.857559260,0,0,1.942255188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-20,44.129033243,11.330906165,16.651316206,6.337530198,0,1.511937429,1.541189006,0,8.605967078,0,0,1.479394302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-21,31.184888887,6.460446119,10.789792769,12.050305370,2.299301077,3.532807505,1.998793621,0,10.454267079,0,0,0.516010802,0,0,0,0,0,0,0,0.457859749,0,0,0,0,0,0,0
2014-12-22,47.881035397,4.657482903,18.344825711,5.980877230,0,4.030635587,3.174909348,0,13.946942917,0,0,0.750069410,0,0,0,0,0,0,0,1.056874231,0,0,0,0,0,0,0
2014-12-23,28.560550492,5.002378139,27.083292514,10.278063570,2.449539506,4.341318813,2.934180893,0,13.473447030,0,0,0.915668460,0,0,0,0,0,0,0,0.562679639,0,0,0,0,0,0,0
2014-12-24,34.014861949,10.491898091,13.268338822,13.822261377,12.891436391,10.165915443,2.683776662,0,9.568881069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-25,29.364186106,9.707698367,6.807760199,9.134414441,8.768044935,20.326850244,3.142054938,0,13.859616930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-26,12.051324301,9.083310943,1.006597452,8.086297353,14.124371291,28.322963629,3.562732745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-27,14.530372299,8.839061180,6.381438194,17.722377347,6.401953125,36.918887557,5.226368049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-28,15.709146619,7.510655554,4.416703352,15.557841780,0,20.585358280,5.610119105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-29,16.986201534,7.800073773,2.281725593,13.185809760,0,3.248742582,3.703290344,0,5.110719166,0,0,0,0,3.982644974,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-30,17.615294484,2.778522916,2.878576309,5.108922888,1.185740408,0,2.098153028,0,0,0,0,0,0,2.339565364,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-31,14.126817290,0.849275759,0.287800490,0,0.603566549,0,0.142057981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01,9.589866198,0.839906271,1.124588707,5.100594377,0,0,1.174064257,0,0,0,0.001653439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02,17.247673129,0.586052380,2.436067019,4.116369449,0,0,0.873980379,0,0,0,0.792150470,0,0,0,0,0,0,0,0,0,0,0,0.015549447,0,0,0,0
2015-01-03,23.278297750,0.273684999,2.893620538,2.395976172,0,0,0.010533039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293362992,0,0,0,0
2015-01-04,21.265169960,0.923792760,0.203995639,9.909122104,0.073812796,0.014288987,0.101349677,0,0,0,0.208915137,0,0,0,0,0.002036199,0,0,0,0,0,0,0.233242107,0,0,0,0
2015-01-05,25.332386165,3.028110418,5.799172477,8.733914735,2.348781794,0.262917264,0.091444371,0,0,0,0.138000912,0,0,0,0,0.097700916,0,0,0,0,0,0,0.444366882,0,0,0,0
2015-01-06,21.179465147,5.122977235,13.469742063,13.903504487,4.166340112,1.750604194,0,0.091184127,0,0,0,0,0,0,0,3.086419753,0,0,0,2.221017853,0,0,0,0,0,0,0
2015-01-07,29.703051169,8.217531335,17.670191994,12.581610427,29.323110544,13.848144818,0.133683598,0,0,0,0.176336243,0,0,0,0,1.695030267,0,0,0,3.805053381,0,0,0.118950652,0,0,0,0
2015-01-08,27.154810130,6.115550825,8.885714630,6.231914246,0.196289751,0,2.153711684,0.023086891,0,0,0.072047061,0,0,0.904084167,0,0.767925519,0,0,0,0,0,0,0.454415084,0,0,0,0
2015-01-09,16.213030191,9.111585097,5.292862827,16.067223439,0,0.639738056,5.291005291,0,0,3.695063967,0,0,0,1.509222516,0,0.945466132,0,0,0,0,0,0,0,0,0,0,0
2015-01-10,13.236020516,7.290043885,5.640013572,11.249591692,0,0,3.456606408,0,0,0.391701802,0,0,0,0,0,0.344257284,0,1.001116588,0,0,0,0,0,0,0,0,0
2015-01-11,11.878601455,8.432815198,2.415235695,9.637100706,3.244986635,1.601019047,4.183323516,0,0,0,0,0,0,0.009236812,0,2.689293293,0,0,0,0,0,0,0,0,0,0,0
2015-01-12,13.785280832,13.665557312,7.624058975,16.378437489,42.570546737,22.198053477,6.034379248,0,0,0.002531197,0,0,0,1.630117452,0,0,0,0.216906702,0,0,0,0,0,0,0,0,0
2015-01-13,14.735460299,15.462929837,10.806674325,16.213093631,31.841073897,20.874648874,5.286963551,0,0,0.025153747,0,0,0,2.156666403,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14,17.748597620,12.517070094,7.443905469,2.670855322,8.486837763,1.617104311,7.077255337,0,0,0.018825725,0.023240006,0.001071693,0,2.773389045,0,0,0,0.146063954,0,0,0,0,0,0,0,0,0
2015-01-15,13.986040668,11.418579374,9.478870770,3.603803369,20.710366432,0.002694474,5.750845091,0,0,0,0.021096678,0,0,2.201727787,0,0,0,5.403806584,0,0,0,0,0,0,0,0,0
2015-01-16,26.186149175,11.109478168,10.756989340,3.876967880,23.207753654,1.117153283,6.036691020,0,0,0.033696458,0,0,0,1.181545552,0,0,0,1.944750675,0,0,0,0,0,0,0,0,0
2015-01-17,23.511531245,12.461685222,8.832263707,5.362980933,23.385100274,1.964204076,8.304444077,0,0,0,0,0,0,0,0,0,0,1.426958809,0,0,0,0,0,0,0,0,0
2015-01-18,22.046705867,9.238581051,6.274862845,8.687700078,16.193089026,1.169491809,7.503873353,0,0,0,0.442846120,0,0,0,0,0,0,2.204656957,0,0,0,0.035273369,0,0,0,0,0
2015-01-19,37.926084323,9.992711032,9.525667174,11.100047307,14.109347443,0,5.768772620,0,0,3.621184861,2.565218989,0,0,0,0,0,0,3.730301626,0,0,0,0,0,0,0,0,0
2015-01-20,30.612248827,7.920216336,9.385369704,23.262541623,4.540466373,0,5.472531496,1.558948206,0,6.329875406,0.253068048,0,0,0,0,0,0,0.490285528,0,0,0,0,0,0,0,0,0
2015-01-21,44.493946748,7.205687946,8.963518186,34.408762768,0.108922830,0,5.288127101,5.291005291,0,4.556143445,0,2.016353719,0,0,0,0,0,1.011670008,0,0,0,0,0,0,0,0,0
2015-01-22,34.182706232,11.365422167,11.436001743,30.704691691,0,0,5.506258612,5.290392887,0,3.867659534,0.028292181,2.204585538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,36.889084259,9.694756761,4.891383343,35.770543465,0,0,8.464950075,5.247648442,0,0,0,0.157561499,0,0.316194690,0,0,0,1.359371957,0.229623946,0,0,0,0.186593651,0,0,0,0
2015-01-24,32.834210230,8.345046457,0.155362023,37.458602764,0,0,7.523760610,5.291005291,0,3.438939066,0,0,0,4.409171076,0,0,0,3.068129845,5.854409573,0,0,0,1.050010449,0,0,0,0
2015-01-25,29.214120772,5.744027296,1.319668979,32.068268665,0,0,9.356505996,5.224439036,0,0,0,0,0,2.790586879,0,0,0,2.881872968,6.172839506,0,0,0,0.381326931,0,0,0,0
2015-01-26,39.569339267,6.866222535,0.480436370,21.703818009,0,0.521670272,5.703829319,5.291005291,0,5.002582236,0.278757613,1.159142485,0,2.484547463,0,0,0,1.495556153,3.837448560,0,0,0,0,0,0,0,0
2015-01-27,57.953218695,14.756607728,5.962709838,13.302428259,0,0.939643385,4.015132011,2.024605643,0,6.196038693,0,4.051487291,0,2.028524868,0,0,0,0,6.172839506,1.470846423,0,0,0,0,0,0,0
2015-01-28,55.411992716,14.712812029,10.769659392,13.213836645,0.001117622,14.109347443,2.518417418,0,0,0.003954992,0,3.206727890,0,0,0,0,0,0,3.474222654,1.812863355,0,0,0,0,0,0,0
2015-01-29,51.587370940,13.765217841,8.795255261,14.989875269,0.046541269,13.827813717,3.391907965,0,0,0,0,0.360311949,0,0.057985193,0,0,0,0,3.639974877,0,0.243484244,0.408583186,0,0,0,0,0
2015-01-30,51.802351386,12.234751846,9.665045894,14.739491476,0,0,2.372899558,0,0,0,0,0,1.070811058,0,0,0,0,0,0,0,12.345679012,7.544826573,0,0,0,0,0
2015-01-31,26.363377528,11.641204163,10.649250498,8.401063081,19.857600079,5.622672957,3.406819518,0,0,0,0,0.057155889,3.804966633,0,0,0,0,0,0,2.810846561,7.315957927,0,0,0,0,0,0
