Day,[1] XSEDE Utilization (%),[32] XSEDE Utilization (%),[64] XSEDE Utilization (%),[16] XSEDE Utilization (%),[38] XSEDE Utilization (%),[2] XSEDE Utilization (%),[4] XSEDE Utilization (%),[10] XSEDE Utilization (%),[8] XSEDE Utilization (%),[20] XSEDE Utilization (%),[35] XSEDE Utilization (%),[3] XSEDE Utilization (%),[6] XSEDE Utilization (%),[12] XSEDE Utilization (%),[28] XSEDE Utilization (%),[9] XSEDE Utilization (%),[100] XSEDE Utilization (%),[45] XSEDE Utilization (%),[50] XSEDE Utilization (%),[24] XSEDE Utilization (%),[5] XSEDE Utilization (%),[128] XSEDE Utilization (%),[25] XSEDE Utilization (%),[15] XSEDE Utilization (%),[30] XSEDE Utilization (%),[52] XSEDE Utilization (%),[60] XSEDE Utilization (%),[54] XSEDE Utilization (%),[17] XSEDE Utilization (%),[40] XSEDE Utilization (%),[55] XSEDE Utilization (%),[14] XSEDE Utilization (%),[13] XSEDE Utilization (%),[39] XSEDE Utilization (%),[21] XSEDE Utilization (%),[48] XSEDE Utilization (%),[18] XSEDE Utilization (%),[11] XSEDE Utilization (%),[42] XSEDE Utilization (%),[34] XSEDE Utilization (%),[80] XSEDE Utilization (%),[36] XSEDE Utilization (%),[43] XSEDE Utilization (%),[63] XSEDE Utilization (%),[7] XSEDE Utilization (%),[27] XSEDE Utilization (%),[29] XSEDE Utilization (%),[68] XSEDE Utilization (%),[61] XSEDE Utilization (%),[62] XSEDE Utilization (%),[47] XSEDE Utilization (%),[46] XSEDE Utilization (%),[59] XSEDE Utilization (%),[58] XSEDE Utilization (%),[57] XSEDE Utilization (%),[22] XSEDE Utilization (%),[56] XSEDE Utilization (%),[51] XSEDE Utilization (%),[53] XSEDE Utilization (%),[49] XSEDE Utilization (%),[37] XSEDE Utilization (%),[41] XSEDE Utilization (%),[44] XSEDE Utilization (%),[31] XSEDE Utilization (%),[33] XSEDE Utilization (%),[26] XSEDE Utilization (%),[23] XSEDE Utilization (%),[19] XSEDE Utilization (%)
2012-10-19,21.445254117,0,14.901106395,12.196083725,0,5.737580235,0,0.441853944,0.014390837,0,0,0.087411280,0,1.729943599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.685691463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-20,13.908474467,0,24.529347712,10.278044765,0,3.590526105,0.003737895,0.360655232,0.050327849,0,0,0,0,0.783432642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013032510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-21,6.830529274,0,6.844696488,6.811215788,0,0.912910074,0,0,0,0,0,0.000976187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-22,2.321628062,0,0,0.444593951,0,0.054352743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-23,26.751407849,0,7.572942048,6.004154352,0,1.330144168,2.939968289,0.633703909,0.936338600,2.300030149,0,0,0,0.717973068,0,0,0,0,1.617049670,0,0,0,0,0,0,0,0,0,0,0,4.000706534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-24,23.072452865,4.253812649,5.104980994,12.297727361,0,1.286090574,8.159315040,0.604968980,1.470735039,2.883506344,0,0.061329552,0,1.729943599,0,0,0,0,2.755433945,0,0,0,0,0,0,0.591265642,0,0,0,0,1.081790470,0,0.645801945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-25,25.642990151,8.714490145,5.874770371,11.296082674,0,2.049108366,8.398005312,2.307856353,1.835525361,2.883506344,0,0.129392354,0.001441753,1.529099385,0,0,0,0,0,0,0,0,0,0,0,6.740636639,0,0,0,0,0,0,1.874279123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-26,24.955734611,4.613610150,8.727519313,13.011048110,0,5.296867604,6.683273523,1.984629973,1.798453607,2.883506344,0,0.001221473,0.004765783,1.399621953,0.006728181,0.003183872,0,0,0,0,0,0,0.002252739,0.006658084,0,0,0,0,0,0,0,0,1.874279123,0,0.001892301,0,0,0,0,0,0,0,0,0,0.001296564,0,0.009339707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-27,14.349468917,6.005916482,9.442415327,11.594952813,0,7.790119485,8.468864852,9.953837204,0.864638037,2.883506344,0,0.837132954,0,2.386902461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.874279123,0,0,0.011934525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-28,12.783341105,10.057189542,2.396727783,8.090478009,0,7.440073792,6.795843733,6.613391860,1.090472677,2.885275157,0,0.779567955,0.002332824,1.747745271,0.002289459,0.001441753,0,0,0,0,0,0,0.013224406,0.001351644,0,0,0,0,0,0,0,0,1.835839055,0,0.001682045,0,0,0,0,0,0,0,0,0,0.000560669,0,0.004355296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-29,15.115755809,11.014033102,10.669400666,8.406889440,0,5.806297120,2.910786191,0.413135723,0.944521864,2.883506344,0,0.619348140,0.879098972,2.227909112,0,0.017120819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086084679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-30,23.019518447,14.391046187,4.145414174,7.426550711,0,2.429464216,2.601309780,1.441753172,1.350749148,1.209036864,0,0.876846270,1.899399645,2.900306786,0,0.013501418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066801230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-31,21.348598233,10.418802601,6.378209252,12.007641329,0,1.855249296,2.436656312,0.366962902,2.080703485,0,0,0.668788221,1.662321395,0.273212226,0,0.000765931,0,0,0,0,0,0,0.003337396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003183872,0,0,0,0,0.017469581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-01,17.884475923,39.659319057,8.009419454,12.140068986,0,2.996730712,3.049020959,3.869538684,2.100287262,0,0,0.854604186,0,0,0,0.035533208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069864956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-02,17.047192786,62.498131052,0,4.729350903,0,2.529809561,7.532012289,3.633034432,1.544144342,0,0,0.527120992,0.043102413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043913399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002826775,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-03,21.684554994,49.538959362,9.734397039,2.094840664,0,4.087774121,6.545445937,1.843925563,0.140437422,0,0,0.809864783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-04,19.113969038,61.225477364,0,0,0,4.277415693,6.422805363,3.165881704,0.836524402,1.391451990,0,0.714172434,0.235707432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-05,16.984556458,37.326081878,0,2.736047058,0,4.943821750,7.398563278,4.350156453,3.165222248,1.369899122,0,0.538094310,1.459594867,2.401039677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.433392017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-06,14.571743966,54.385866539,0,8.238417916,0,4.251913702,8.734567910,1.611509583,1.988551429,0,0,0.865051903,2.181522732,2.266916571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.452501254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-07,8.126106283,75.255243739,0,6.110176637,0,1.705764272,6.616305440,0,0.885383289,2.776709829,0,0.354816469,1.585828355,0.014858055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-08,6.692883446,78.476280495,0.139262693,6.734215469,0,2.651898046,1.167132571,2.401403457,0.696340050,0,0,0.033155292,1.689924961,0.980312072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-09,15.346287523,42.561728399,0,10.636026746,0,7.289774403,6.561705722,3.588780607,3.743845817,0,0,0.100447131,1.615584563,2.802227509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-10,19.133210934,11.049863334,0,13.963032435,0,4.731904008,6.672346949,6.807194198,9.051006036,0,0,0.165020665,0,5.957864764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-11,12.280903566,8.488241677,0,12.431276432,0,7.677505872,1.895558311,1.618401313,8.913692375,0,0,0.025896478,0.138148000,1.806696943,0,0,0,0,0,0,0,0,0.157942070,0,0,0,0,0,0,0.445408279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054210933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-12,17.457116103,43.390469486,0.059058490,8.748451429,0,8.307742252,1.229815418,0.839353967,6.750782264,0.387003947,0,0,0,0.968457632,0,0.017090782,0,0,2.857808445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-13,20.981615169,20.110267423,0,10.930625015,0,4.886124815,1.689547778,1.460142245,8.301654787,0,0,0,0,1.730003672,0,0,0,0.316359693,3.028432574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-14,22.930132904,23.008137833,0,10.746801448,0,1.592132721,2.870550652,1.441753172,6.982477330,0,0,0.096932858,0,1.655873530,0,0,0,1.318077783,0.670231664,0,0.087281146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-15,16.944236029,11.955124081,0,8.593970280,0,1.608008639,2.549186536,1.522401240,4.769199346,0,0,0,0,1.495258247,0,0,0,0,0,0,0.273866346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-16,18.504039162,11.951866770,0.056281764,8.822194438,0,2.540098760,1.841973189,4.487490125,5.458357363,0,0,0,0,0.845828527,0,0.005797049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037218595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-17,12.201992698,10.181126888,0,11.223647943,0,5.868452789,0.857889882,3.958880674,3.973778790,0,0,0,0.006187524,1.335924472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.391892541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-18,11.940159209,16.174174484,0,14.394116596,0,4.543511623,0.250364456,0.185675769,2.575491811,0,0,0,0,0,0,0,0,3.638399294,0,0,0,0,0,0,0,0,0,0,0,0.012949084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-19,7.732532898,11.634734500,0,11.199912444,0,1.458303259,1.533618230,7.778291740,0.910039971,0,0,0.325300553,0,3.059220012,0,0.030472054,0,6.487889273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-20,17.774550391,17.784399142,0,9.536609793,0,1.746049822,2.372504979,7.186572209,3.460207612,0,0,0.002222703,0,5.511662206,0,0.699400471,0,6.311950332,0,0,0.017646458,0,0,0.440811039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-21,25.455054997,10.309976932,3.613353826,11.701188583,0,5.638700034,1.761815693,0,2.641131604,0.434127912,0,0,0,3.143582584,0,0.190927167,0,4.065443579,0,0,0,0,0,0.468169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-22,34.761403104,10.940396873,0.010679636,15.912656453,0,7.140796509,1.153402537,2.096048770,2.007013866,1.867270589,0,0,0,4.035086678,0,0,0,6.487889273,0,0,0.021893285,0,0,1.843166278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-23,14.323273876,9.361196565,0,17.574944470,0,1.206386967,0.496497065,5.304033004,0.210215610,5.706639273,0,0,0,5.033660919,0,0,0,5.945204369,1.247934163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-24,14.597981133,9.227220300,0,15.619339767,0,29.968872174,0.040008651,3.666324926,0.001668679,6.563814924,0,0,0,1.959602865,0,0,0,0.844476884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-25,20.276885017,9.224550391,2.637233538,14.726253837,0,29.675879244,0,3.524168739,0.043265961,5.048071768,0,0,0,1.730103806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079032779,0,0,0,0,0.122308727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-26,20.035753526,12.639369473,2.308834192,10.123403409,0,29.490610545,0.409150852,4.101921286,2.810043688,6.851064232,0,0,0,2.090261746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019854143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-27,21.174139529,15.890736436,2.494553364,7.839185762,0,22.756765502,1.099450257,4.451362832,1.883076484,5.686047584,0,0.063897675,0.002152605,2.856133045,0,0,0,0,0,0,0.000442213,0,0.938516248,0,1.650456968,0,0,0,0,0,0,0.010232430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-28,16.042097315,10.078602280,2.157610317,5.050968678,0,1.242137076,1.950164713,4.248048978,1.281972191,2.680726426,0,0,0,3.510408669,0,0,0,0,0,0,0,0,3.604382930,0,4.325259516,0,0,0,0,0,0,0.087045848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-29,17.452312024,6.881861656,0,2.004223774,1.146841209,1.187453969,1.198737678,3.727883093,1.015474817,0,0,0.045210000,0.043552960,3.439702691,0,0.397668565,0,0,0,0,0.044862891,0,3.601170674,0,2.678106565,2.723431718,0,2.717704729,0,0,0,0,0.124865174,0,0,0,0,0,0.110594483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-30,20.161953485,9.995087376,0.006087390,1.954696886,5.446639776,2.074068793,1.833369340,2.510886551,2.432024004,0,3.017752938,0,0,1.011650154,0,1.309382209,0,0,0,0,0,0,3.454575764,0,0,6.934312111,0,7.785467128,0,0,0,1.224272065,0,0,0,0,0,0,0,0,0,0,0,0,0.009111092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-01,12.818450536,8.291789479,2.786107920,0,5.478662053,3.078106302,1.518773466,1.441753172,2.837169974,0.835682865,6.628835664,0.058931661,0.138728719,0,0,1.297457709,0,0,0.918032991,0,0,0,0,0,0.664407920,1.051418512,0,5.075151384,0,0,0,2.000395844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-02,50.858657427,7.372164552,1.863385890,0,3.176989882,4.849667158,0.431170966,0.952207872,2.188140792,8.650519031,1.177081343,0.432525952,0,0,0,1.297577855,0,0,3.011495316,0,0,0,0,0,0.133812716,0,0,0,0,0,0,2.018454441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-03,51.126044332,9.227220300,0,0,0,7.326352207,0.335307747,0.645801945,0.134203191,6.843488382,2.243252820,0.373999784,0,0,0,1.294303874,0,0,7.208765859,0,0,0,0,0,0,0,0,0,0,0,0,2.006656770,0,0,0,0,0,0,0.079056132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-04,52.198069515,2.372538319,0.018689401,0,0,6.781716580,0.948433295,1.442520755,0.283651570,1.674169115,4.261064780,0,0,0.544602249,0,0.395520953,12.714293931,0,4.427383699,0,0.232224047,0,0,0,0,0,0,0,0,0,0,0.967222793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-05,47.324479993,0.002242715,0.684031795,0,0.011667538,7.539321114,1.131102070,0.925625548,0.121641241,2.883506344,8.047360578,0,0.110914898,0.705057362,0,0,10.036704633,0,0,0,0.948361545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-06,42.272361366,9.164050185,4.236618390,0.109332949,6.370339683,5.480904768,0.421485839,0.777228447,1.531248686,1.212107272,6.773036024,0.089338648,0.743824491,0,0,0,7.729732667,0,0,0,0,0,0,0.018948053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-07,22.747525891,13.911369575,4.972660080,0.870098039,15.505120890,2.553177977,0.690479661,2.201944227,4.084420017,1.326813380,8.193196277,1.799878652,0,0.003784602,0,0,2.902028855,0,0,0,0.122574063,0,1.429738562,0.165626389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-08,10.542763375,8.386998615,4.349395515,1.744067449,7.164048158,4.728142759,0.603854287,7.999427316,2.660528553,2.883506344,4.353577275,2.440908169,0,1.099637159,0,0,7.527653614,0,0,0,0,0,0.379962034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-09,7.908660318,4.613503370,6.899803448,2.308086621,2.863805725,3.068060737,0.681288447,4.734390356,3.869999257,1.562433244,3.082231293,0.823771731,0,0.318267013,0,0,0,3.910079657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-10,8.839220192,4.613610150,13.901063668,2.015944701,16.435986159,0.801401204,1.508687915,5.756299673,4.287079751,0,3.189052888,0.268171084,1.587720656,1.372589043,0,0,0,6.487889273,0,0,0.000400500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772759688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-11,12.005406950,5.325409022,5.382545175,2.021364679,14.600570957,1.034651524,3.383861451,3.839101698,10.092859680,2.580437775,6.747279705,1.297803129,1.914558103,1.730063745,0,0,0,2.059304114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010803124,0,0,0,0,0,0,0,0,0,0,0,0.005431617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-12,26.212719642,5.686221120,0.753129130,2.821297323,13.420249010,4.183467146,3.432453864,3.277952628,5.782418083,3.598409003,8.094668104,1.030422982,0,1.725838620,0,0,0,0,2.308974388,0,0.930122692,0,0,0,0,0,0,0,0,0,0,0,0.008698915,0,0,0,0,0,0,0,0,0,0,0,0.004765783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-13,24.364542108,1.050397271,3.938442546,5.607431975,15.499477364,7.140883239,3.205951775,4.287063044,3.005094195,6.056364552,9.425820147,0,0,1.031334102,0,0,0,0,7.208765859,0,2.954767998,0,0,0.183948669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-14,17.522428911,4.613610150,15.421632718,2.548832706,8.362695688,2.472640068,4.450605311,4.404656074,2.533293835,5.873375362,9.366364499,0,0.010803124,0,0,0,2.870490504,0,4.906466263,0,1.957071461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-15,12.794629920,4.612809188,14.402580175,0,16.435986159,2.563954406,2.612830552,6.984676717,0.811119672,3.025512348,7.486795606,0,0,1.067097578,0,0,14.417531719,0,0,1.685769896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.984428052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-16,12.679256326,4.632032564,0,0.001521838,11.182811636,2.555233827,1.117338659,7.743649640,1.292958875,1.483337050,12.760241441,0,0,0.401928758,0,0,4.036742028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-17,7.531004451,4.601381943,17.874748970,1.629100962,8.529782228,2.319049952,2.927800230,3.409746251,0.343818070,2.206449705,1.975059998,0.016440004,0,1.650006420,0,0.901351043,0,0,0,0,0,0,0,0,0.182622068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011654171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-18,10.024071045,4.311482776,14.421056017,2.397421965,16.435986159,2.810567600,3.215790389,1.532430097,0,4.833277278,14.248793208,0,0,1.729663283,0,1.301813005,0,0,0,0,0,0,0,0,1.625026019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-19,3.462987681,0,7.658272472,2.321115789,7.955347027,1.327387378,0.844173177,0.089859256,0,1.850984147,0.152552166,0,0,0.953719723,0,0.397953912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-20,4.983214539,1.751569896,8.736703807,3.478950366,5.053748671,0.398875095,0.563925721,0,0.001188095,1.357484013,3.545319446,0,0,0.423194617,0,0.423965542,0,0,0,0.040048712,0,0,0.465399238,0,0,0,0,0,0,0,0,0,0,0,0.305221136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-21,9.421139556,4.829552749,30.184224029,2.208205152,7.248257206,0.643956351,1.421521921,0,0,1.144825458,10.064763740,0,0,0.898652787,0,0.940533689,0,0,0,0,0,0,3.604382930,0.008560409,2.892617435,0,0,0,0,0,0,0,0,0,2.152842844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-22,9.571405492,2.361057721,26.120188825,0.285520518,8.216534619,0.310560955,0.544061591,0.654545915,0,0,6.465478722,0,0,3.089156402,0,0,0,0,0,0,0,0,1.976695337,0.910382012,4.325259516,0,0,0,0,0,0,0,0,0,0,0,1.288236496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-23,6.297749776,4.445031846,0.137660733,0.041250173,11.392573357,0.507580543,0,0.274567211,0,0,4.551976854,0,0,0.586733468,0,0,0,0,0,0,0,0,0,1.300531459,1.443154864,0,0,0,0,0,0,0,0,0,0,0,1.560637735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
