title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  PSC-BLACKLIGHT"
start,end
2013-08-01,2014-01-31
---------
Day,"[64] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[256] XSEDE Utilization (%)","[128] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[768] XSEDE Utilization (%)","[144] XSEDE Utilization (%)","[48] XSEDE Utilization (%)","[384] XSEDE Utilization (%)","[512] XSEDE Utilization (%)","[1920] XSEDE Utilization (%)","[96] XSEDE Utilization (%)","[192] XSEDE Utilization (%)","[1536] XSEDE Utilization (%)","[1024] XSEDE Utilization (%)","[160] XSEDE Utilization (%)","[352] XSEDE Utilization (%)","[1968] XSEDE Utilization (%)","[80] XSEDE Utilization (%)","[480] XSEDE Utilization (%)","[112] XSEDE Utilization (%)","[320] XSEDE Utilization (%)","[240] XSEDE Utilization (%)","[224] XSEDE Utilization (%)","[176] XSEDE Utilization (%)","[800] XSEDE Utilization (%)","[960] XSEDE Utilization (%)","[336] XSEDE Utilization (%)","[208] XSEDE Utilization (%)","[272] XSEDE Utilization (%)","[1440] XSEDE Utilization (%)","[288] XSEDE Utilization (%)","[496] XSEDE Utilization (%)","[304] XSEDE Utilization (%)","[368] XSEDE Utilization (%)","[448] XSEDE Utilization (%)"
2014-01-12,23.217357585,4.615894368,1.232783610,20.054072469,6.648916728,18.750000000,1.387776693,0.002956848,0,0,0,0,0,0,0,7.626772257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-13,25.422960103,5.137261251,0,23.759223022,7.462524719,18.750000000,3.515625000,1.134643555,0,0,0,0,0,0,0,0,0,0,0.030223694,0,0,0,1.636488139,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-14,26.195583801,7.867006734,4.723524475,10.893952535,8.531033122,18.750000000,2.107747396,2.875474650,0,0,0,0,0,0,0,0.003571676,0,0,0.169655151,0,0,0,5.858832499,0,0,0,0,0,0.011284790,0,0,0,0,0,0,0
2014-01-15,21.366337585,5.588080546,16.979528402,0,10.754476013,18.750000000,3.212158203,3.657633464,0,0,0,0,0,0,0,0,0,0,0.283044840,0,0.001076050,0,5.852728984,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-16,29.169596252,4.872251282,6.157262777,0.248155416,8.613968404,18.750000000,3.097534180,4.687879740,0,0,0,1.209337056,0,0,0,4.609736633,0,0,0.273234049,0,0,0.002622274,3.292236328,0,0,0,0,0,0,0,0,0.002360026,0,0,0.006655070,0
2014-01-17,30.199399618,3.452727153,0,0.023509827,8.589400736,18.750000000,2.756876628,5.091620585,0,0,0,2.004720052,0,0,0,11.832817891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004177551
2014-01-18,22.685239360,3.153410950,0.071759237,0.088179932,7.718053589,18.750000000,3.515625000,4.962755025,0,0,0,1.476725260,0,0,0.333044027,11.801848145,0,0,0,0,0,0,0,0,0,0,0,1.055677592,0,0,0,0,0,0,0,0
2014-01-19,23.770417379,2.014169108,0,0,10.622282715,18.750000000,0.077392578,3.656331380,0,0,0,0.284803569,0,0,25.000000000,0,0,0,0.001718038,0,0.001170959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-20,21.169035746,10.172182312,0.790653890,0.354709167,10.472195231,18.750000000,2.127319336,1.171875000,0,0,0,2.343478699,0,0,9.864004618,2.364185486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-21,12.162109375,4.603217163,0.342881978,3.083080139,8.548086751,18.750000000,1.714029948,0.571207682,0,0,0,2.899902344,0,0,0,1.904296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-22,10.065809326,3.592945150,3.760199687,2.400933228,10.289012655,12.859809062,1.122233073,0.598022461,0,0.333044027,0,4.223578491,0,0,0,1.074354350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-23,8.090205485,6.325611165,12.526837362,9.526005452,12.081117859,0,7.031250000,2.144734701,0,0,0,7.080783386,0,0,0,3.906250000,0,0,0.334947408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-24,17.886592102,3.932445374,10.786530660,9.469111735,13.518116353,0,4.183593750,2.156873881,0,0,0,6.404432475,0,0,0,2.763445841,0,0,0.522031453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-25,13.657696838,3.628246053,8.262369690,10.635199687,12.040147502,0,0.958292643,1.656751811,0,0,0,5.508897603,0,0,0,0,0,0,1.953125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-26,2.713993937,2.661331787,12.582320557,4.646194967,12.343690796,0,3.515625000,2.343750000,0,0,0,7.031250000,0,0,0,0,0,0,1.953125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-27,2.140299581,2.124132182,11.771701355,5.632450867,10.093180644,0,3.255777995,2.343750000,0,0,0,5.691569010,0,0,0,0,0,0,1.339133911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28,11.371744893,1.711371663,16.336299235,7.016818644,8.796581421,0,1.117594401,1.272216797,0,0.001446737,0,5.859158020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-29,16.614818420,2.102512004,17.451678263,2.835214030,13.609406535,0,3.515625000,1.219563802,0,0,0,8.156982422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-30,12.953667603,4.814941508,13.438802083,5.076171773,10.415269877,0,3.515625000,1.721096395,0,2.353298645,0,9.375000000,0,0,0,0,0,0,0.494045715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-31,7.649088542,5.520055745,11.840277812,7.787254130,9.079512838,0,2.641682943,4.884236654,0,0,0,9.300374349,0,0,0,0,0,0,0.000949402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---------
