Day,[256] XSEDE Utilization (%),[976] XSEDE Utilization (%),[32] XSEDE Utilization (%),[128] XSEDE Utilization (%),[64] XSEDE Utilization (%),[16] XSEDE Utilization (%),[48] XSEDE Utilization (%),[96] XSEDE Utilization (%),[192] XSEDE Utilization (%),[1024] XSEDE Utilization (%),[320] XSEDE Utilization (%),[512] XSEDE Utilization (%),[80] XSEDE Utilization (%),[112] XSEDE Utilization (%),[160] XSEDE Utilization (%),[224] XSEDE Utilization (%),[960] XSEDE Utilization (%),[176] XSEDE Utilization (%),[384] XSEDE Utilization (%),[768] XSEDE Utilization (%),[208] XSEDE Utilization (%),[752] XSEDE Utilization (%),[1104] XSEDE Utilization (%),[368] XSEDE Utilization (%),[800] XSEDE Utilization (%),[480] XSEDE Utilization (%),[144] XSEDE Utilization (%),[240] XSEDE Utilization (%)
2015-01-12,0,0,4.973451945,31.250000000,1.566948853,3.518681335,0,0,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13,0.001591390,0,2.748951111,31.250000000,1.830566406,2.976033427,0.631496887,4.078694661,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14,0.156033020,0,2.670609233,9.207248230,3.830204569,5.031150716,0.056572774,20.279269714,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15,3.375433960,0,2.938856405,0,6.974898682,4.128137614,0,15.981933594,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16,6.250000000,0,3.377504679,0.099175313,5.335069580,3.312626648,0,1.243625183,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17,6.250000000,0,2.956072693,0.150101217,3.930935262,2.441284180,0.594360352,2.343750000,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18,6.250000000,0,3.425302022,0.464699198,5.733941040,1.717542725,1.171875000,4.185302734,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-19,3.806640625,0,3.345305379,1.697735799,15.143753560,2.662507324,1.171793620,7.597493490,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,6.364149272,0,5.101589559,1.404947917,3.585322673,2.170812480,1.171875000,0.109402161,4.687500000,15.137152812,0,0,0,0,0,0,0,0.444955343,0,0,0,0,0,0,0,0,0,0
2015-01-21,6.250000000,0,5.977945964,0,0.446578471,2.068973999,1.171875000,4.572509766,4.687500000,8.093750000,0,0,0,0,0,0,0,4.343026632,0,0,0,0,0,0,0,0,0,0
2015-01-22,6.250000000,0,6.578730876,0,3.174515381,3.158049316,1.171875000,16.479275208,4.687500000,0,0,0,0,0,0,0,0,0.065049947,0,0,0,0,0,0,0,0,0,0
2015-01-23,6.250000000,0,5.304470622,0,2.464698995,3.372983398,1.171875000,23.437500000,4.687500000,0,0,0,0,0,0,0,0,0.000547078,0,0,0,0,0,0,0,0,0,0
2015-01-24,6.250000000,0,4.785635478,0,3.638834635,3.842276204,1.171875000,22.499810079,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25,6.250000000,0,4.265724386,0,6.500904134,4.024273885,1.171875000,18.539903463,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-26,6.326171875,0,2.102457581,0.015769653,3.087004496,4.247111308,0.579657694,15.131998698,4.687500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-27,6.250000000,0,3.184552307,0,4.736581217,3.862612000,0.548936564,12.499159037,4.687500000,0,0.234646301,0,0,0,0,0,0,0,0,0,0,0,0,0,10.434072978,0,0,0
2015-01-28,6.250000000,0,6.420391947,1.606517639,12.376573385,3.549298401,1.193237305,7.384385885,4.687500000,0,5.101996562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-29,6.250000000,0,5.349121094,3.125000000,15.468406372,3.867444967,1.605794271,0,4.689181824,0,7.812500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-30,9.243634338,0,7.211063944,3.292570903,2.256148783,4.268324382,0.773939412,2.171332397,4.687500000,0,7.812500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-31,9.824797465,0,2.424461060,3.125000000,3.125000000,3.976689148,0,18.243164063,4.687500000,0,7.812500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
