Day,[1] XSEDE Utilization (%),[2] XSEDE Utilization (%),[60] XSEDE Utilization (%),[4] XSEDE Utilization (%),[8] XSEDE Utilization (%),[16] XSEDE Utilization (%),[12] XSEDE Utilization (%),[3] XSEDE Utilization (%),[40] XSEDE Utilization (%),[64] XSEDE Utilization (%),[10] XSEDE Utilization (%),[6] XSEDE Utilization (%),[20] XSEDE Utilization (%),[22] XSEDE Utilization (%),[72] XSEDE Utilization (%),[24] XSEDE Utilization (%),[32] XSEDE Utilization (%),[30] XSEDE Utilization (%),[5] XSEDE Utilization (%),[25] XSEDE Utilization (%),[50] XSEDE Utilization (%),[15] XSEDE Utilization (%),[43] XSEDE Utilization (%),[48] XSEDE Utilization (%),[36] XSEDE Utilization (%),[7] XSEDE Utilization (%),[18] XSEDE Utilization (%),[35] XSEDE Utilization (%),[11] XSEDE Utilization (%),[70] XSEDE Utilization (%),[45] XSEDE Utilization (%),[46] XSEDE Utilization (%),[9] XSEDE Utilization (%),[21] XSEDE Utilization (%),[42] XSEDE Utilization (%),[62] XSEDE Utilization (%),[28] XSEDE Utilization (%),[14] XSEDE Utilization (%),[38] XSEDE Utilization (%),[54] XSEDE Utilization (%),[65] XSEDE Utilization (%),[56] XSEDE Utilization (%),[26] XSEDE Utilization (%),[55] XSEDE Utilization (%),[17] XSEDE Utilization (%),[34] XSEDE Utilization (%),[41] XSEDE Utilization (%),[27] XSEDE Utilization (%),[13] XSEDE Utilization (%),[19] XSEDE Utilization (%),[67] XSEDE Utilization (%),[52] XSEDE Utilization (%),[53] XSEDE Utilization (%),[33] XSEDE Utilization (%),[63] XSEDE Utilization (%),[23] XSEDE Utilization (%),[44] XSEDE Utilization (%),[49] XSEDE Utilization (%),[31] XSEDE Utilization (%),[61] XSEDE Utilization (%),[39] XSEDE Utilization (%),[58] XSEDE Utilization (%),[57] XSEDE Utilization (%),[37] XSEDE Utilization (%),[68] XSEDE Utilization (%),[59] XSEDE Utilization (%),[66] XSEDE Utilization (%),[47] XSEDE Utilization (%),[29] XSEDE Utilization (%)
2016-06-15,26.818281523,8.785850485,0.016286289,2.679710263,3.058217726,1.047287322,1.072599685,2.347916302,0.875791843,4.492907394,0.959008586,0.892372042,2.520415555,2.351489940,1.773609654,1.370452956,0,5.352359508,0.784741651,0.408994139,2.219781101,4.456859552,0,0.030721698,0.009793634,0.118543780,0.013433456,3.672612802,0.612493797,0,0,0,0.259788169,0,0,0,0,0.009861649,0,1.035939140,0,0,0,0,0.264355252,0,0,0,0,0,0,0,0,0.060838580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16,28.121026328,5.045497151,0,2.798458076,6.083216742,1.647914963,1.799303369,1.642749140,2.098635887,2.665656215,0.682372424,0.615053340,3.148233165,0,1.214060860,4.695202285,0,4.873316719,0.975331318,0.069210652,2.623294858,0.613167847,0,0,1.103510843,0,0,4.718181009,1.111686769,0,0,0,0,0,0,0,0,0.300567652,0,0,0,0,0,0,0.121410586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17,14.393509577,4.479441092,0.190225312,2.806106939,8.629347874,2.860907086,2.328676985,4.208109260,1.223572736,7.387004006,0.162984335,1.114674420,1.649651685,0,5.024265477,5.014559286,0.000835565,4.374526350,1.005207714,0.815695929,2.140991168,0.541847018,0,0,1.473067506,0.212076393,0,5.801729307,1.773176081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18,13.556193326,5.269317670,4.799973767,2.062852196,9.715654266,6.192734448,3.219300163,1.645148362,0,6.300610153,0.512799493,0.683127842,0.011294742,0,6.460125918,2.080841203,0,3.962086102,1.497114986,1.198836651,2.394879957,0.287542264,0,0,4.189401889,0.470659786,0,1.786913156,0.654281919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19,6.951260056,3.750453001,2.885879387,0.225741809,8.079534429,4.653938823,2.476528798,0.986473636,0,3.497609887,0.524658972,0,0,0,6.257782441,0,0,1.546505188,0.465376762,0,1.129261643,0,0,0,0.648259881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20,7.043421068,2.322832876,0,0.837100694,3.291802686,2.334042598,0.900445960,1.736994651,0,1.249426755,0.047881207,0.357861140,0.000303619,0,2.410851696,0.729640317,0.014457269,0.488770841,3.035902113,0.109364680,0,0,0.020314750,0,1.116430570,0.002189112,0.039841291,0,0.557967529,0,0,0,0,0.013466247,0.231451119,0,0,0,0,0,0,0,0,0.695589094,0,0,0,0,0.016688282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21,22.017470707,4.659697929,0,2.655612412,9.242144708,2.974942679,3.362080273,1.857959514,3.665811664,2.969530922,1.333902934,2.433277224,0.324231958,0,2.419770899,0,0.474544321,1.145869768,8.229816424,0.091086636,0,0.285930031,0.033762169,0.675440131,2.461962225,0.496538098,0.604833421,0,2.894755469,0,0,0,0,0.027557348,0.520261309,0,0,0,0,0,0,0,0,2.885624344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22,24.815445559,4.384975789,0,2.209049885,8.154142857,1.220687103,3.372296549,1.957994491,5.155551684,3.786871867,1.644623730,2.878898508,1.004078240,0.000921797,0,1.671796666,0.148692242,2.239182552,2.260967431,1.535432088,0.195805880,0.775165413,0,1.885012242,0.930591990,0.650554044,0,0,2.272148624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.859573569,0,0,0,0,0.336047105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-23,12.313299121,4.823956275,2.553631806,3.143117750,7.990580413,4.376812032,2.290005247,2.190196164,1.894261779,7.794255959,2.451979139,3.037101405,1.320464615,0,3.392051417,5.093637053,0,4.193810482,0.592958758,2.299421172,0.326515199,0.970773945,0,1.996618864,2.354888073,0.017959250,0,0,0.320210784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.622696119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-24,12.474850281,3.448791107,4.549339804,3.521442994,8.853469535,4.019451240,2.997376705,1.246493165,0,3.917259340,3.089889148,2.452893640,3.040653783,0,4.163824764,3.867611053,2.101803269,5.666918066,0.551156071,1.798778711,0,0.890153171,0,0,1.533097237,0.002992496,0,0,0.286598607,0,0,0,0.003607030,0,0,0,0,0.171167557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25,8.439459756,3.209017066,2.855055672,2.878417579,12.005105733,2.685515523,3.429251195,1.442819459,0.162449966,2.385915821,1.724943891,1.686920689,2.379911391,0,0,0.351798414,6.626656565,4.392124286,0.849413156,0,0.077514720,0.002176970,0,0.416783258,1.888772298,0.052849071,0,0,0,0.570785240,0,0,0,0,0,0,0,0.196051213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26,7.639387479,2.853609207,0.008744316,1.885740944,13.344870967,4.090707707,2.804251195,1.699042497,0,0,1.139876268,0.949712895,1.897990265,0,0.432100385,0.419902064,8.008608287,4.721930745,0.837620471,0,0,0.672601871,0,2.131572811,1.626202343,0.063233548,0,0,0,3.672612802,0,0,0.131099161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027653900,0,0
2016-06-27,15.999028898,3.913660854,4.488457503,1.225637370,7.929229325,2.001554566,2.034547336,2.106913839,0,2.680035761,4.073236080,1.503468579,1.886780534,0.008282808,0.361009094,0,8.261727094,1.203873732,0.863987026,0.479085299,0.927079699,2.343750000,0,1.270840620,0.971668416,0.152251898,0.009826425,0,1.004030283,3.568980513,0,0,0.021024615,0,0,0,0,0,0,0,0,0,0,0,0.012532308,0,0,0,0,0.006945656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28,18.272568907,4.188306445,3.325281276,1.455974791,6.409229143,2.089609812,1.791717675,1.803830375,0.199637594,4.993276595,7.850118777,1.236624840,1.887946443,0,0.288256383,0.353110062,7.499553074,2.454055905,0.993071960,0.180685509,3.518129882,1.557681517,0,3.442753877,0,0.001266714,0.021073802,0,1.731374607,3.672612802,0,0,0.001098505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29,18.305046928,3.689876769,0,2.235455287,2.093928530,2.106525191,2.271474583,1.367969934,0.300658738,8.927014107,4.990854912,1.148569576,1.780294201,0,3.102570829,0.134589600,8.793245498,2.839825988,1.124503878,1.741500397,4.094343885,1.294249883,0,2.707123703,1.414852221,0,1.537217996,0.003081761,0.600637360,3.207585202,0,0,0,0,0,0,0.003281551,0.000671609,0,0.042005509,0,0,0.000820991,0,0,0.000908434,0,0,0,0,0,0,0,0.000981914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002130817
2016-06-30,17.488256657,3.755225949,5.052903113,2.554734574,1.563984120,2.217383701,1.546446893,0.945362598,0.889224088,7.947922742,5.030823715,2.009950303,1.822898431,0,0.039305701,0.008817185,8.444347291,0.223563017,0.979527379,0.289534019,5.222573215,0.994128556,0.004203948,5.323947767,0.001355369,0,2.234446048,0.003549345,0.062247991,0,0.004044246,0,0.001295252,0,0.007217704,0,0.001445244,0.003120018,0.001084541,0,0,0,0.001578832,0,0,0.000846495,0.007245030,0,0.079360135,0.005734204,0,0,0,0,0,0,0.002645156,0,0,0,0,0,0,0,0,0,0,0.004309609,0
2016-07-01,17.113949498,5.561289158,4.574042497,2.397363598,5.115876773,3.880125144,1.173727702,1.056271496,1.094254010,3.214682682,5.732719045,2.495715285,1.487165293,0,2.447228052,2.899236330,8.187633588,0.366150023,1.906795299,0.589345661,0.517888202,0.971894310,0.002062812,3.004022385,0.538387548,0,1.139460913,0,0.707652607,0.382861386,0,0,0,0,0.003213536,0,0.001479247,0,0.324392279,0,0,0,0,0,0,0.002002694,0.001892170,0,0.083970329,0.036401249,0,0,0,0,0,0,0.004248280,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-02,18.656952433,6.111307858,5.687922642,1.549565708,7.835971193,2.887324622,1.539538883,0.786476551,0,3.356379461,1.264027341,6.167052874,1.506839995,0,0,1.968433019,6.662722015,0.845976157,3.016992529,1.311875146,0,0.771786099,0,3.585548560,1.888772298,0,0,0,1.027075199,0,0,0,0,0,0,0,0,0.513647209,1.993704092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-03,25.983095670,3.230390853,4.142437624,1.037459667,8.381077300,3.940946727,0.853714877,0.960530343,0.088730517,3.357817419,0.783763991,7.308189781,1.651594863,0,1.038912207,0.892678093,2.478761031,1.591465547,4.114625843,1.166880420,0,0.798647546,0,1.410050134,1.234216509,0.002614186,0,0,0.751277636,0,0,0,0,0,0,0,0,0.006376064,1.751275213,0,0,0,0.012678047,0,0,0,0,0,0.009717732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-04,33.349664309,2.361109900,6.532987933,0.517529913,5.551882934,0.920562742,0.827634954,0.678285677,0,2.295519021,0.731389180,2.816526029,3.493378612,1.888881602,2.738588667,0.746545995,1.395243092,2.227286639,1.857429390,3.383245772,0,0.535762432,0,1.996239944,1.888772298,0,0,0,1.638540328,0,0,0,0,0,0,0,0,0,0.001292219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-05,30.522399896,2.107729994,5.022407310,0.534029964,6.689027832,2.007131473,0.286186895,0.733651772,0.060384358,2.485056938,2.309088514,1.199035210,1.257736288,6.251651701,1.854625743,2.077941005,1.573452256,3.323259152,0.906345331,1.633061777,0,0.063214119,0,1.538679025,1.793590416,0.001564267,0.072774572,0,1.564850026,0,0,0,0.229183062,0,0.175341757,0,0,0,0.225145502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-06,26.991567847,3.271836507,5.028601201,0.868660362,7.509487574,3.638519697,1.560875015,0.856228868,0.111781509,3.367144689,1.748213482,1.353197505,0.954527124,0.667981958,2.070085694,2.540777661,1.550270099,3.069874373,0.965187301,1.178205530,0.408614609,0.016441136,0,1.582546345,1.918874607,0.084763384,0.399691763,0,0.273446299,0,0,0,0.001207809,0,0.927028681,0.839124020,0,0.541914422,0.410486138,0,0,1.028297573,0,0,0,0,0,0,0.142687201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029388189,0,0,0,0,0
2016-07-07,25.219902537,4.735135919,4.187215810,0.531717566,4.077775847,4.171757799,1.746852046,0.931404483,0,5.495744433,1.171374024,1.979563804,1.392362323,5.613140512,0.013903463,1.710169640,5.621157365,2.730849948,1.342993362,1.902632640,0.367170194,0,0,0,1.868857118,0.157709809,0,0,0.027146238,0,0.000327912,0,0.008635012,0,0,0.052558195,0,0.234375610,0.549814675,0,0,5.069599893,0,0,0,0,0,0,0.000694690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-08,13.389999545,4.838906642,5.095604524,1.287447534,1.612213860,5.858886165,2.318052641,1.102483386,0.046782092,8.134196097,1.712179621,1.728346887,2.056566007,0.583016361,0.800585869,6.780284482,7.620943612,1.573976915,1.449698321,2.382886881,0,0.196783549,0,0,3.137285764,0.203043623,0,0,0.107496193,0,0.613850997,0,0,0,0,1.510935250,0,0.171754155,1.238288692,0,0,2.861951531,0,0,0,0,0,0,0.143421359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-09,10.199593471,3.176245355,3.584076600,1.518477223,2.173686422,4.625199188,1.666761397,0.519603664,0.382175194,9.768567098,1.322814650,1.734839542,2.921439606,3.005685017,0.079179783,8.136046986,6.961797057,1.307384575,0.725684124,1.488643930,0,1.131450755,0,0,4.813024659,0.387694443,0,0,0,0,2.360965373,0,0,0,0,0.188358637,0,0.256028723,1.208660034,0,0,3.567535269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-10,12.980628762,3.303558937,3.368857118,1.301540448,3.076323316,0.762941597,4.105784365,1.382645811,0.045810498,9.850297307,1.968740281,1.129470532,1.667735413,0.063096317,0,8.417963740,8.326104699,4.668298939,0.607906082,1.103605564,0,3.427872144,0,0,1.888772298,0.367261280,0,0,0,0,2.219526058,0,0,0,0,0.296261076,0,0.357017068,1.993704092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-11,16.151608827,5.900841886,3.747923225,1.076182441,2.795553023,1.668677859,3.795353853,1.879324793,2.833231316,7.600481912,2.327840190,0.572705346,1.217888931,1.601481424,0,1.684155299,7.618495194,4.311330448,0.738469644,1.167912732,0,1.945564810,0,0,2.822118748,0.174954939,0,0,0,0,2.360965373,0,0,0,0,0.881855790,0,0.378066586,1.793641425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-12,14.468851179,7.614289415,5.315487641,1.199443260,3.027447443,2.775212769,1.099677918,2.808681649,0.819949666,3.287746298,2.658527166,1.030229830,1.744539657,4.797069925,0,1.910035560,7.629046669,4.329602425,1.331495214,0.366562955,1.768537950,0.458502754,0,0,3.598635887,0.344936558,0,0,0.006151991,0,1.909731331,0,0,0,0,0,0,0.765697259,1.993704092,0,0,0,0,0,0,0,0,0,0,0.039470268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005904845,0,0,0,0
2016-07-13,12.521818581,9.138082453,4.725209864,3.212571922,1.780143598,6.570877547,1.153178559,2.907771147,0.577804976,5.444755350,2.092265898,0.671895039,2.822604549,3.731873752,0,1.570581206,6.941218757,1.476532441,0.593034669,0.043417962,5.574805193,0.234648260,0,0.002623295,2.473810773,0.171996446,0.002754460,0,0.001048708,0,2.133503847,0,0.143423181,0,0,0,0,0.387554169,1.665965910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-14,12.992689223,8.166489367,4.517823831,3.850909427,2.276451556,6.766206124,1.504918678,2.954014005,0.171412890,4.248571762,1.692037325,0.075718491,4.211226235,1.222970353,0.083551941,7.842179667,2.229528581,2.305694007,0.958301152,0.675604697,5.266385883,0.393639967,0,0,2.378410283,0.117914672,0.039863151,0,0,0,2.360965373,0,0.111670383,0,0,0,0,0,1.993704092,0,0,0,0,0,0,0,0,0,0.142126718,0,0,0,0,0,0,0.000935769,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-15,11.255658401,10.636767190,5.719657223,3.649088150,1.744583379,2.797841129,3.895060919,1.678595371,0,4.057246123,0.962093398,0.061949837,2.720623953,5.010325580,1.781173487,7.554549959,1.319595038,1.837709135,0.781350195,2.943236636,7.739205624,0.383693308,0,0,1.432472018,0.221602232,0,0,0,0,0.227434199,0,0.002825507,0.000255043,0,0,0,0,0.118030051,0,0,0,0.000205245,0,0.342790557,0,0,0.001180483,0,0,0,0,0,0.248564475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-16,14.830928428,10.494877279,0.068242101,4.495365503,3.470395626,4.677529057,1.376544829,1.909909861,0,6.565116008,1.348531447,0.065061356,3.151111503,2.874789890,0.471712137,6.980908243,0.695250871,3.793575842,0.809292530,1.262157022,7.839188382,0.360739478,0,0.069225837,0.305329661,0.152030867,0.000218608,0,0.065033429,0,0,0,0.389848942,0,0,0,0,0.000510085,0,0,0,0,0,0,0.000650359,0,0,0,0.000489436,0.000449968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-17,15.155236115,8.415013772,0.884378279,5.234165510,2.896010661,2.984610003,0.600311881,2.447310030,0.326673079,4.515370568,1.842803911,0.237812609,1.211889346,2.667238691,0.009225254,2.010245424,1.283646189,4.188764282,1.669793971,5.987306168,7.690504647,0,0,0,0,0.248016133,0,0,0.032436558,0,0,0,0.162442069,0,0,0,0,0,0,0,0,0,0,0,0,0.906496535,0,0,0,0,0,0,0,0.728199327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-18,9.760991742,5.870071631,4.163205375,4.200563043,1.693560285,2.073840895,0.380654658,0.836197097,1.692462399,1.200031088,0.512623386,0.518377638,0.503028931,2.890513874,0.500043722,0.847236796,0.832342311,0.296851317,1.393765066,0.676804007,7.309550014,0.052602527,0,0,0.000655824,1.351559767,0,0,0,0,0,0,0.057286201,0,0,0,0,0,1.117581905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527949021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-19,5.882951371,1.769056534,0,1.813119380,0.388631414,1.194308425,0.243004547,1.065494928,0,0.328980604,0.200663839,0.342963012,1.483849731,0,0.901014341,1.259181532,0,1.250127521,1.130552031,0.052344451,2.623294858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.581490951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-20,13.766376847,4.609777594,1.074275679,3.437208532,1.920961091,4.907028490,2.962005946,1.193549974,0.000340054,0.606738953,1.292792497,5.920401218,2.309483211,3.795517818,5.427815670,2.297365046,0.325502315,2.668145913,1.158251483,0,5.369738836,0,0,0,1.225341028,0.097664293,0,0,0,0,0,0,0.857287295,0,0,0,0,0.218146396,2.417020083,0,0,0,0,0,0.021410212,0,0,0,0.018598669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-21,18.992900526,6.337562176,2.370074035,3.605973798,2.975428462,6.059004696,2.137533520,2.384205215,0,0.801873224,3.210645722,6.918710651,4.106500916,0.823498401,3.531698146,1.322956745,1.187031204,4.631973592,2.013560977,0.182826045,4.028943687,0,0,0,0,0.240632651,0,0,0.000507653,0,0,0,1.365703699,0,0,0,0,0.001980834,0,0,0,0,0,0,0.417984390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-22,11.577536708,6.364730283,1.847382535,1.973278827,5.123630057,5.107176160,2.295506879,2.458211277,0,2.195794959,3.323556705,1.214122799,3.206346433,0.320811964,2.032572578,6.870321791,7.649819284,3.476412207,2.594842429,0.136872841,2.487393602,0,0.648557434,0,0.000349773,0.144779160,0,0,0.788202943,0,0.000765128,0,0.466662295,0.693320435,0,0,0,0,0.837217267,0,0,0,0,0,0.466781928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-23,11.675055353,5.186437356,1.976434068,2.664572886,4.493373748,2.841659862,0.928085286,8.377113210,0,1.838249579,4.088459698,1.026673808,4.858232774,0.021896014,0,8.495496677,8.369670822,2.148460272,2.074713505,0,5.153499184,0,0.059638668,0,0,0,0,0,0.620789985,0,2.045486840,0,0.239102396,0.377909307,0,0,0,0,1.510715431,0,0,0,0,0,0.523776042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-24,11.100864248,4.544831608,3.377018480,4.539585037,2.749208157,3.360100660,0.911310773,9.816296491,0,3.537211920,4.413827205,1.232314620,4.360559727,0,0.406348374,9.392998718,5.039368861,2.092897429,1.498739361,0,6.328941746,0.003561487,0,0,0,0,0,0,0.478719741,0,2.360965373,0,0.478204792,0.651098140,0,0,0,0,0,0,0,0,0,0,0.004903494,0,0,0,0.048422862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-25,11.864967600,4.939944729,1.371254518,10.243303320,2.468408744,5.701741094,0.478787746,10.054974423,0,4.087132256,4.394085700,0.680278652,4.918690001,0.001001953,0.760624344,2.863603241,2.881718550,1.618226798,1.971752224,0.338523449,8.269542335,0,0,0,0,0.062081612,0.000699545,0,0.478973572,0,0.316352964,0,0.367660240,0.824233779,0,1.999056343,0,0.183979201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-26,10.814044638,5.757756919,1.435379503,10.488710113,4.629785081,7.403763964,1.301671622,9.579651612,1.167609104,5.750068014,4.830742830,0.682169611,4.032866487,0.031888818,0,1.955739186,1.528972834,0.633981141,2.095548050,0.140440395,1.562166013,0.114022240,0.019583625,0,0,0.141370089,0,0,0.226274357,0,0.184559724,0,0.452163125,0,0,3.649782840,0.003502581,0.114412090,0,0,0,0,0,0,0,0,0,0,0.092188165,0.459451877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-27,9.669645746,6.995874368,1.218338288,10.430504547,3.199433560,9.008899792,1.030109595,4.214643815,1.257359799,6.419183080,4.883075139,1.212377580,2.451541914,0,1.691150752,2.235192958,1.799211062,1.132316078,2.328070949,0.000394706,1.606919915,0,0,0,0,0.191162894,0,0,0.448434048,0,1.177230894,0,0.388892532,0,0,3.622186034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996852046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-28,14.374454418,6.275394952,0.068715751,10.195612767,2.372979079,5.929239044,0.915289437,2.510467675,0.202600951,5.294042206,4.914014224,2.800155940,2.925095213,0.001028669,1.442112627,7.830039641,1.397147413,1.808871109,2.891262606,0.101409775,2.623294858,0,0,0,0,0.102922423,0.977712924,0,0.562015419,0,0,0,0.019734829,0,0,0.030420501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537977048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-29,17.406193025,5.621536258,0.032281101,11.197553523,1.858094322,5.802805951,1.428646380,1.773808223,2.540976840,3.727410516,6.641951822,0.732110586,3.549354378,0.108892241,0.510055964,6.174507404,0.514437841,1.028823452,1.788658995,0,2.141932403,0.079573277,0,0,0.022822665,0.142169228,2.125776058,0,0.002351246,0,0,0,0.038655343,0.208114725,0,1.107110586,0,0.000119023,0,0,0,0,0,0,0.000671008,0,0,0,0.145631722,0.427111871,0,0,0,0,3.467367305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-30,13.883823061,8.930668494,0,13.858113760,1.808319725,5.123110253,1.132680424,1.732496794,3.345113867,3.481947842,4.111613918,1.226040574,2.796140842,0,4.160720532,3.127769033,0,2.611708639,1.963338853,0,2.600766102,1.264218622,0,0,0.522713361,0.344698512,0.317003323,0,0,0,0,0,0,0,0,0.169308179,0,0,0,0,0,0,0,0,0.532932671,0,0,0,0,0.996852046,0,0,0,0,1.653938221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-31,11.126122943,7.531926473,0,12.614827445,1.507048893,4.460300795,1.126544829,1.794095036,1.487408185,4.814931403,2.401098131,1.507407165,2.696358475,0,6.120146905,1.418852746,0,0.532474204,2.996513204,0,0.512028290,0.223189562,0,0,0,0.391626343,0.571167803,0,0,0,0,0,0.019975297,0,0,0,0,0.164162395,0,0,0,0,0,0,0,0,0,0,0,0.569982466,0,0,0,0,1.421415923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
