title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  SDSC-TRESTLES"
start,end
2012-02-01,2012-07-31
---------
Day,"[1] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[2] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[4] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[3] XSEDE Utilization (%)","[6] XSEDE Utilization (%)","[14] XSEDE Utilization (%)","[9] XSEDE Utilization (%)","[10] XSEDE Utilization (%)","[5] XSEDE Utilization (%)","[18] XSEDE Utilization (%)","[12] XSEDE Utilization (%)","[7] XSEDE Utilization (%)","[13] XSEDE Utilization (%)","[24] XSEDE Utilization (%)","[30] XSEDE Utilization (%)","[20] XSEDE Utilization (%)","[64] XSEDE Utilization (%)","[48] XSEDE Utilization (%)","[15] XSEDE Utilization (%)","[11] XSEDE Utilization (%)","[17] XSEDE Utilization (%)","[19] XSEDE Utilization (%)"
2012-07-03,36.982286098,9.128943797,18.160572366,32.296239172,5.798103253,4.209860181,2.645502646,5.988389183,2.298668293,0,0,6.613756614,0,2.611392827,0,0,0,0,0,0,0,0,0,0,0
2012-07-04,26.587590480,12.299627689,27.496888319,23.201221478,5.084754143,10.241075505,1.798406039,8.140830130,6.172839506,0,0,6.613756614,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-05,25.711532451,11.516591573,23.399216454,20.771931550,6.027826807,6.449923241,3.177756995,10.603535891,5.641360895,0,0,5.443795297,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-06,31.875467384,14.119472231,29.395324212,25.213436604,5.653088027,7.412306467,3.320274207,6.621227690,6.172839506,0,0,2.271233431,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-07,23.222718943,12.555359554,15.728758416,26.114907993,6.370456085,16.126257418,0.002342372,10.955595916,4.293409954,0,0,9.540879790,0,1.368680188,0,0,0,0,0,0,0,0,0,0,0
2012-07-08,19.335067952,9.359527082,33.394041132,21.218870391,5.974692219,12.546827004,0,13.033234070,0.002714913,0,0,9.494415050,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-09,23.526229573,13.562773506,37.323526200,19.804833037,8.216337127,6.271964217,1.734197428,14.226496649,0,0,0,4.861902178,0,0.002327043,0,0,0,0,0,0,0,0,0,0,0
2012-07-10,28.730344455,12.438108270,24.885737996,11.286436862,14.338139559,1.055547403,2.846762876,13.140983303,0,0.000505218,0.000561366,16.912003394,0.001102293,0.001530981,0,0,0.001592182,0,0.390191202,0,0,0.000918577,0,0,0
2012-07-11,28.755412602,15.945848892,25.874232184,8.979215638,9.263315524,2.030382461,11.240829498,18.597485567,3.783293318,0,0,4.030513071,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-12,22.703402353,42.775654888,11.141332993,8.024773054,6.503027229,2.083251752,9.074001392,17.980630247,6.172839506,0,0,5.129871503,0,0.256283069,0,0,0,0,0,0,0,0,0,0,0
2012-07-13,13.653024129,45.743190242,9.912575668,7.649830178,14.588507909,12.183029629,6.525316737,9.677150677,5.539337556,0,0,5.363241177,0,0,0,0,0,0,0.731085460,0,0,0,0,0,0
2012-07-14,7.470921574,50.373473095,10.367960942,8.494456903,14.144059446,12.963330394,8.957487496,14.766436391,6.172839506,0,0,0.762112992,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-15,12.127261078,44.774968998,12.572800524,11.438492063,11.281435782,14.170790045,9.712745662,11.268004115,5.413808858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-16,26.402899547,23.988176877,18.226912765,14.651675485,11.369062259,8.573918892,6.974987140,7.784054704,4.833247619,0,0,0.786072531,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-17,38.577897997,0,25.763430863,12.237715579,15.559684503,13.185572480,4.295832530,5.486601057,6.172839506,0,0,2.204585538,0,1.528941328,0,0.742894288,0,0,0,0,0,0,0,0,0
2012-07-18,52.007262215,3.743386243,18.930552111,9.840534922,9.467052814,9.464530573,5.431654748,9.528555468,4.483810592,0,0,2.115381462,0,3.412208524,0,0.497629037,0,0,0,0,0,0,0,0,0
2012-07-19,44.596386087,14.109347443,16.558772930,16.187536743,12.363227571,1.783060631,5.423027815,14.929514520,5.230124054,0,0,2.204585538,0,1.990557025,0,0,0,0,0,0,0,0,0,0,0
2012-07-20,38.001423565,15.108596219,21.455656025,11.799643477,11.374372325,2.806723125,3.527199074,11.801115727,3.338120155,0,0,2.204585538,0,8.387651852,0,0,0,0,0,0,0,0,0,0,0
2012-07-21,51.139303110,6.598732765,22.000633302,11.352319293,9.237124130,7.231448815,4.296262596,11.720679012,6.172839506,0,0,2.001528915,0,3.194873133,0,0,0,0,0,0,0,0,0,0,0
2012-07-22,62.413807710,0.039355928,17.463494877,11.831194024,7.440596065,4.733612581,4.022762001,9.327233980,5.813257310,0,0,1.906685808,0,3.167560729,0.015503518,0,0,0,0,0,0,0,0,0,0
2012-07-23,57.599919223,1.096087263,14.771118035,12.016561662,12.005843759,4.109980285,2.738177508,9.737286890,6.172839506,0,0,2.204585538,0,3.796357554,0,0,0,0,0,0,0,0,0,0,0
2012-07-24,41.830028292,10.013717459,19.861574189,12.344856139,13.198361143,16.589710327,0.010180879,14.265903616,4.707576024,0,0,0.310223995,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-25,35.609346869,2.713109935,20.712308362,24.175356178,14.294377044,12.600921103,0.011497545,8.420965551,6.172839506,0,0,0,0,0.528488125,0,0,0,0,0,0,0,0,0,0,0
2012-07-26,20.423822326,23.281893004,14.710607444,17.141509877,17.303128330,8.208325124,0.000321502,9.235315049,5.949645659,0,0,0,0,2.806314932,0,0,0,0,0,0,0,0,0,0,0
2012-07-27,25.312838438,32.278398334,24.240696534,12.073476540,7.660475341,2.853958494,0.013579615,9.414315109,5.300640134,0,0,0.006149358,0,4.312291770,0,0,0,0,0,0,0,0,0,0,0
2012-07-28,20.574961879,7.326409270,30.624855898,8.970376915,7.008849402,2.256842368,0.709646899,6.652796149,6.172839506,0,0,0,0,3.348581717,0,0,6.170022517,0,0,0,0,0,0,0,0
2012-07-29,9.857097789,15.226500726,15.206672144,5.918618127,11.358245437,6.834705056,5.244724266,3.367198178,2.173925494,0,0,0,0,0.697138919,1.500521522,0,10.582010582,0,0,0,0,0,0,0,0
2012-07-30,19.613442116,9.995590829,9.896285560,6.867651382,5.256303507,1.815761983,5.041611552,7.232112200,3.387631471,0,0,0,0,4.089567373,8.511266867,0,1.141607878,0,0,0,0,0,0,0,0
2012-07-31,24.434688579,2.970474859,12.589354608,10.586052322,5.537041171,1.198478032,2.813590811,9.696471458,2.866226553,0,0,0,0,6.143873663,3.686342593,0,1.446698002,0,0,0,0,0,0,0,0
---------
