Day,[1] XSEDE Utilization (%),[32] XSEDE Utilization (%),[16] XSEDE Utilization (%),[64] XSEDE Utilization (%),[4] XSEDE Utilization (%),[24] XSEDE Utilization (%),[2] XSEDE Utilization (%),[20] XSEDE Utilization (%),[10] XSEDE Utilization (%),[3] XSEDE Utilization (%),[36] XSEDE Utilization (%),[51] XSEDE Utilization (%),[5] XSEDE Utilization (%),[8] XSEDE Utilization (%),[40] XSEDE Utilization (%),[12] XSEDE Utilization (%),[15] XSEDE Utilization (%),[6] XSEDE Utilization (%),[30] XSEDE Utilization (%),[50] XSEDE Utilization (%),[18] XSEDE Utilization (%),[26] XSEDE Utilization (%),[38] XSEDE Utilization (%),[11] XSEDE Utilization (%),[13] XSEDE Utilization (%),[31] XSEDE Utilization (%),[9] XSEDE Utilization (%),[33] XSEDE Utilization (%),[17] XSEDE Utilization (%),[63] XSEDE Utilization (%),[14] XSEDE Utilization (%),[60] XSEDE Utilization (%),[21] XSEDE Utilization (%),[25] XSEDE Utilization (%),[7] XSEDE Utilization (%),[35] XSEDE Utilization (%),[57] XSEDE Utilization (%),[29] XSEDE Utilization (%),[48] XSEDE Utilization (%),[28] XSEDE Utilization (%)
2012-07-18,13.336533875,20.819663373,4.633714647,0,5.432779572,0,1.577875321,1.214510194,4.184755337,7.179044756,0,3.000493613,1.445766389,1.899349634,0,0,0,0.093663908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-19,14.419443919,1.749647521,2.826290106,0,8.894609120,0,3.204860510,1.824351737,11.927153394,7.293003292,0,0,1.056175960,2.086897655,0,0,0,0.418108382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-20,30.726586830,0,3.266505408,0,8.721879130,0,1.579093490,0,10.048986230,8.239023640,0,4.473209410,1.441970111,3.562492003,0,0,0,0.737797174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-21,25.486988816,0.195651237,3.107218415,0,8.214835941,0,1.403509993,0,7.331748756,6.034893393,0,13.045768642,1.443730551,2.048851403,0,0,0,0.858914427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-22,12.166950099,1.029198167,2.498985441,0,5.824435839,0,0.508274725,0,3.693274372,4.703954984,0,0,1.441753172,0,0,0,0,0.859385025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-23,15.067989475,7.891409291,2.954285761,1.242577637,2.066159087,1.373910688,2.940508909,0,2.405124644,9.290882713,0,0,0.339629665,1.086574612,0,0,0,0.658831151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-24,17.886049424,29.848455710,2.387676727,0.048165219,2.708900686,1.911684621,2.095875309,0,3.163630312,7.737623938,0,0,0,1.411356247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-25,31.393746283,20.978897014,3.661198668,0,4.325112675,1.622292695,4.737207181,0,0.038663690,7.931264418,0,1.616030080,0,1.435145136,0,0,0,0,0,0,0,0,0,0,0,0,0.004986063,0,0,0,0,0,0,0.257104276,0,0,0,0,0,0
2012-07-26,14.977062120,11.586569281,6.037341445,1.330791568,9.009502242,3.460207612,3.756053974,1.265205202,0,6.798071505,0,4.610566436,0.582466629,1.161532373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-27,16.819812918,25.494094143,5.116755312,0,7.738877100,2.107923222,3.966549975,5.600109746,0,13.512361006,0,0.150633170,1.441753172,0.646132347,0,0,0,0.250084102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-28,8.843288301,7.110940241,5.964452750,2.409116160,6.387620709,8.297329565,2.156225295,4.534480578,2.198757014,9.671465490,0,3.037343435,0.450280879,0.452737191,0,0,0,0.688957785,0,0,0,0,0,0,0,0.821465565,0.423695213,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-29,4.877287432,0.268166090,6.556399282,0,5.265135743,6.920415225,1.951546393,0.177382347,7.129335922,3.225362015,0,5.407560606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.297577855,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-30,11.277576909,2.431970614,6.919694348,0,7.783951936,6.779443791,2.655709343,0,5.691871328,8.638619536,0,1.776535242,0,0.155028527,0,0,0,0,0,0,0,0,0,0,0,0,0.420135885,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-31,27.745214881,2.581912944,7.615473729,1.040732193,5.732016795,8.789407920,1.571377407,0,3.524368970,10.488188625,0,0,0,0.053371600,0,0,0,0,0,0,0,0,0,0,0,0,0.337655589,0,0,0,0,0,0,0,0,0,0,0,0,0
