Day,[1] XSEDE Utilization (%),[4] XSEDE Utilization (%),[16] XSEDE Utilization (%),[2] XSEDE Utilization (%),[64] XSEDE Utilization (%),[8] XSEDE Utilization (%),[3] XSEDE Utilization (%),[32] XSEDE Utilization (%),[40] XSEDE Utilization (%),[96] XSEDE Utilization (%),[6] XSEDE Utilization (%),[128] XSEDE Utilization (%),[48] XSEDE Utilization (%),[10] XSEDE Utilization (%),[12] XSEDE Utilization (%),[18] XSEDE Utilization (%),[35] XSEDE Utilization (%),[9] XSEDE Utilization (%),[25] XSEDE Utilization (%),[60] XSEDE Utilization (%),[24] XSEDE Utilization (%),[33] XSEDE Utilization (%),[15] XSEDE Utilization (%),[20] XSEDE Utilization (%),[7] XSEDE Utilization (%),[45] XSEDE Utilization (%),[38] XSEDE Utilization (%),[63] XSEDE Utilization (%),[41] XSEDE Utilization (%),[14] XSEDE Utilization (%),[36] XSEDE Utilization (%),[11] XSEDE Utilization (%),[43] XSEDE Utilization (%),[19] XSEDE Utilization (%),[23] XSEDE Utilization (%),[31] XSEDE Utilization (%),[34] XSEDE Utilization (%),[5] XSEDE Utilization (%),[65] XSEDE Utilization (%),[30] XSEDE Utilization (%),[61] XSEDE Utilization (%),[21] XSEDE Utilization (%),[46] XSEDE Utilization (%),[37] XSEDE Utilization (%),[81] XSEDE Utilization (%),[256] XSEDE Utilization (%),[26] XSEDE Utilization (%),[17] XSEDE Utilization (%),[57] XSEDE Utilization (%),[49] XSEDE Utilization (%),[126] XSEDE Utilization (%),[13] XSEDE Utilization (%),[42] XSEDE Utilization (%),[117] XSEDE Utilization (%),[50] XSEDE Utilization (%),[29] XSEDE Utilization (%)
2014-01-14,29.786055656,12.583074268,6.710960478,7.535866952,4.764834063,6.162373434,3.314760737,0,0,0,1.730103806,0,0,1.565069775,1.925941908,0,0,0.041375312,1.234668044,0,0,0.910422073,1.883865768,2.358034019,0.117486213,0,0,0,0,0,0,0,0,0.027995693,0,0,0,0.101974000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-15,22.626502239,13.880685576,9.339570305,12.131154859,8.883442253,6.895251301,6.729633247,0,0,0,1.059868800,0,0,3.899625257,2.241365513,0,0,0.021055604,0,0,0,0.305236155,0.608014345,0,3.402368981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-16,23.236039887,12.619638781,9.730098437,13.399697382,5.307894387,7.903503986,5.640558920,1.146033564,0,0,2.458829950,0,0,0,2.294990734,0,0,0.136636150,0,4.685998174,0,0,0.262694449,0,3.299203469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008620483,0,0,0,0.036878169,0
2014-01-17,28.666258170,9.464021575,6.751943701,13.705305652,10.458370691,3.074178201,7.600957790,1.893075342,0,0,2.595155709,0,0,0,1.728441773,0,0,0.008890811,0.501151075,8.650519031,0,0,0.357059184,0,2.018454441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000550682,0,0,0,0,0,0,0,0,0,0,0.153696895,0,0,0,0,0
2014-01-18,29.049387292,8.699718821,5.027072896,9.628915411,10.317933269,5.825203460,2.695437640,4.586644034,0,0,1.787123154,0,0,0,0.046216186,0,0,0,0.038338282,3.969426836,0,0,0.001852240,0,1.283856157,0,0,6.739430147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147809737,0,0,0.123390042,0,0
2014-01-19,26.304561384,9.756029982,3.853993131,7.381142131,0,6.409206908,8.149144372,4.563469166,0,0,2.515709102,0,0,0,3.280489100,0,0,0,0,5.113718281,0,0,0.684382209,0,0,0,0,18.166089965,0,0,0,0,0,0,0,0,0,0,0,1.418224549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-20,32.918798284,9.970123645,2.396807831,7.439770048,3.124652890,9.087730681,4.760583857,4.599993617,0,0,2.035284919,0,0,0,1.483403844,0,0,0.314437356,0,7.985510381,0,0,0,0.281075112,1.797312182,0,0,1.935823962,0,0,0,0,0,0,0,0,0,0,0,2.724913495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-21,27.068227289,7.975751852,4.300162310,3.310055064,15.093980943,7.948091517,3.315536655,4.561653646,0,0,2.148422482,0,0,0,2.328992042,0,0,0.136440912,0,6.143270204,0,0,2.543442839,0.840221722,2.018454441,0,0,0,0,0,0.174512207,0,0,0,0,0,0,0.157391388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-22,22.290373331,13.698157034,5.882406369,3.597918356,20.857789747,7.918375369,7.025823414,2.761224311,0,0,3.191941388,0,0,0,1.098255479,0,0,0.023638745,0,8.650519031,0,0,1.221960904,0,0.222800913,0,0,0,0,0,0,0,0,0,0,0,0,0.808825181,0,0,0,0,0,0,0,0,0,0.089443776,0,0,0,0,0,0,0,0
2014-01-23,21.505708517,12.144147308,6.412197232,3.469332033,28.901063706,6.806837101,4.799315956,3.410760810,0,0,2.512635352,0,0,0.004705710,0.067482083,0,0,0,0,4.384831968,0,0,0.405367940,2.115906292,0.004905941,0,0,0,0,0,1.412017013,0,0,0.514036744,0,0,0,0.440435545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-24,22.390163864,20.485637172,6.301609395,2.337011794,17.389358773,6.824738908,6.441627957,0.007529143,0,0,4.114773540,1.206160041,0,0.130124869,1.730103806,0,0,0.013966984,0,5.692421973,0,0,0.244497309,2.883506344,1.037448187,0,0,0,0,0,0,0,0,1.705011632,0,0,0,0.181161955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-25,22.892803399,24.320934219,1.162026362,2.313369708,15.140757837,6.729236126,5.406484285,0,0,0,4.069818887,8.639198603,0,0,0.999875837,0,0,0,0,0,0,0,3.713665830,1.720725727,1.008596453,0,0,0,0,0,0,0,0,2.329731278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-26,25.827392672,29.018866992,2.501762130,2.126979745,9.214938703,7.564985710,1.957365144,0,0,0,1.107656911,0,0,0,6.615284198,0.091220925,0,0.155979671,0,0,0,0,1.767449231,2.883506344,0.178728997,0,0,0,0,0,0,0,0,2.250056056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272047485,0,0,0,0,0,0,0,0
2014-01-27,26.751556756,18.015847233,1.957527040,3.979632608,10.320069204,7.274899678,3.254712731,0,0,0,1.833048963,0,0,0,7.142264994,0.303579152,0,0,1.791928998,0,0,0,0,2.296325670,1.009227220,0,0,0,0,0,0,0,0,1.125535288,0,0,0,0.137375386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28,24.749335892,18.493387985,2.306805075,8.897873151,18.496411612,8.134838614,4.520251638,2.296072049,0,0,5.580716138,0,0,0,2.027705690,0,0,0,0.365027236,0,0,0,0,2.036376259,0.831152344,0,0,0,0,0,0,0,0,2.115150348,0,0,0,0.030453694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-29,27.006038656,10.203961367,2.300477355,7.150384918,17.898778264,9.366683224,1.688217835,4.633474280,0,0,5.265512889,0,0,0,3.408124279,0,0,0,2.699824662,2.018854940,0,0,1.062266729,0.465599506,0.127566771,0,0,0,0,0,0,0,0,1.679996200,0,0.009569975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-30,29.753885637,7.748268582,4.532418120,3.203729110,10.191806524,9.416103294,2.084489740,2.527820505,0,0,5.551250345,0,0,0,6.735890831,0,0,0,0.507992719,8.650519031,0,0,2.155921588,2.883506344,1.051897445,0,0,0,0,0,0,0,0,0,0,0,0,0.013624905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-31,25.864065053,7.306371235,5.635439382,2.866982914,17.279037998,5.666130027,1.336905690,4.613610150,0,0,3.530382958,0.077747891,0,0.746657949,2.190583737,0,0,0,2.511178543,7.650502999,0,0,1.599094511,2.300564161,1.002440655,0,0,0,0,0,0,0,0,0,0,0.009156146,0,0,0,0,0,0,0,2.093045118,0,0,0,0,0,0,0,0,0,0,0,0
