Day,[1] XSEDE Utilization (%),[64] XSEDE Utilization (%),[4] XSEDE Utilization (%),[8] XSEDE Utilization (%),[32] XSEDE Utilization (%),[2] XSEDE Utilization (%),[10] XSEDE Utilization (%),[16] XSEDE Utilization (%),[6] XSEDE Utilization (%),[15] XSEDE Utilization (%),[33] XSEDE Utilization (%),[9] XSEDE Utilization (%),[100] XSEDE Utilization (%),[20] XSEDE Utilization (%),[12] XSEDE Utilization (%),[24] XSEDE Utilization (%),[48] XSEDE Utilization (%),[96] XSEDE Utilization (%),[17] XSEDE Utilization (%),[40] XSEDE Utilization (%),[60] XSEDE Utilization (%),[3] XSEDE Utilization (%),[5] XSEDE Utilization (%),[30] XSEDE Utilization (%),[26] XSEDE Utilization (%),[19] XSEDE Utilization (%),[18] XSEDE Utilization (%),[28] XSEDE Utilization (%),[36] XSEDE Utilization (%),[59] XSEDE Utilization (%),[38] XSEDE Utilization (%),[128] XSEDE Utilization (%),[34] XSEDE Utilization (%),[7] XSEDE Utilization (%),[11] XSEDE Utilization (%),[21] XSEDE Utilization (%),[120] XSEDE Utilization (%),[25] XSEDE Utilization (%),[45] XSEDE Utilization (%),[57] XSEDE Utilization (%),[43] XSEDE Utilization (%),[50] XSEDE Utilization (%),[29] XSEDE Utilization (%),[63] XSEDE Utilization (%),[99] XSEDE Utilization (%),[14] XSEDE Utilization (%),[47] XSEDE Utilization (%),[56] XSEDE Utilization (%),[13] XSEDE Utilization (%),[52] XSEDE Utilization (%),[22] XSEDE Utilization (%),[114] XSEDE Utilization (%),[126] XSEDE Utilization (%),[27] XSEDE Utilization (%),[55] XSEDE Utilization (%),[35] XSEDE Utilization (%),[23] XSEDE Utilization (%),[65] XSEDE Utilization (%),[62] XSEDE Utilization (%)
2016-01-04,26.402321444,0.039231899,5.946626383,0.843214639,0.288675095,9.686470456,7.224377284,0.719966580,0.628741802,0,0,0,0,0,2.385919321,0.019167976,0,0,2.158669326,0,0,2.136664744,0.194288064,0.828785567,0,0,0.448652914,0,0,0,4.837971712,0,0,0.766240592,0,0,0,3.182876126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-05,20.927704417,2.093153667,13.202216575,1.412749043,0.032630382,7.294813205,2.812984676,1.689140590,0.254506323,0,0,0,0,0,4.620351409,0,0.011953457,0,1.848394902,0,0,0.156310151,0.996277063,0.766763711,1.076386806,0,0.678536142,0,0,0,4.842115353,0.184653962,0,0.828759043,0,0,0,3.145411022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-06,33.530967064,0.052057696,0.734902491,3.305511117,0.032347437,3.548520791,1.554039236,4.016459614,0.486971228,0,0,0.259855312,0,1.580386421,2.061619587,0,0,0,2.145618075,0,0,0,0.392996777,0,0,0,1.600907120,0,0,0,2.437352212,0,0,0,0,0,0,0.356710531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-07,52.135822575,0,4.897851094,3.732806402,0.003630833,9.806187843,4.828776748,6.097612611,0.807734389,0,0,1.145835406,0,1.968078405,2.173869018,0,0,0,2.088828768,0,0,0,0.636575225,0,0,0,1.131645083,0,0,0,4.837971712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-08,36.326851771,0,16.825420007,4.072560756,0.041448109,8.129669843,11.900567513,7.563574635,1.173517575,0,0,1.458844749,0,0,0.994949406,0,0,0,1.937574350,0,0,0.190526070,0.626068783,0,0,0,2.209976990,0,0,0,2.603937483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-09,25.350776555,0,4.926561764,6.078444568,0.114017685,20.577391467,7.458303958,4.481159462,1.098728839,0,0,2.291670811,0,0,0.801306770,0,0,0,0.992171716,0,0,0.205277805,0.636575225,0,0,0,2.289442798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-10,22.844982163,0,7.041618260,4.230631801,0,13.547803186,1.639019111,0.073041139,1.377911304,0,0,1.619076038,0,0,0.704158295,0,0,0,0,0,0,0,0.307044401,0,0,0,1.725516720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-11,28.475549643,2.575724834,12.691247024,4.805459163,4.122131068,13.739014502,8.337146121,0.188803504,1.856005789,0,0,1.061330044,0,0,0.547843701,0,0,0,0,0,0,0,0,0,0,0,1.721272885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-12,25.892345017,3.645076886,6.557243530,7.552764626,3.542470409,25.033588859,16.580824796,0.006530798,3.155945480,0,0,1.605986460,0,0,1.475050893,0,0,0,0.721752505,0,0,0,0,0,0.000383139,0,1.490143030,0,0,0,0,0,1.285737532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-13,24.207208054,0.195216402,0.839713508,13.034643982,0.105341397,36.199268635,13.996476722,0.007921814,3.899385738,0,0,1.341781217,0,0,2.203964902,0,0,0,0,0,0,0,0,0,0,0.077469149,0.640315105,0,0,0,0,0,4.328711532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14,22.349333983,0,0.984104087,11.739920693,0,40.971369499,13.764495149,0.412123509,2.567803020,0,0,1.556718189,0,0.638991857,2.289725709,0,0,0,0,0,0,0.118756623,0,0,0,0,1.387548323,0,0,0,0,0,4.327859814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15,20.772707401,4.440843064,1.320769792,8.620702089,1.534664969,32.794213034,15.404648922,0.086220600,2.210746186,0,0,0,0,3.748661833,1.151812151,0,0,0,0,0,0,0.005092602,0,0,0,0,1.722758227,0,0,0,0,0.010751059,4.328711532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16,19.204788538,25.117843767,1.754430796,6.452727294,0,25.485669299,10.563656428,0.929871359,1.179096461,0,0,0,0,4.459268403,1.068226276,0,0,0,0,0,0,0.001118416,0,0,0.332666554,0,1.800791740,0,0,0,0,0,2.529039700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008169382,0,0,0,0,0,0,0,0,0,0,0
2016-01-17,19.657380161,32.779003064,2.064448865,1.056090102,0,11.117883586,13.550756198,0.008039713,0.001220103,0,0,0,0,1.349215288,1.527780541,0,0,0,0,0,0,0,0,0,3.310191171,0,2.217801561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043817595,0,0,0,0,0,0,0,0,0,0,0
2016-01-18,22.542827753,15.715014688,3.567626934,1.703817164,0,4.075390002,12.230083650,0.924307227,1.684245426,0,0,0,0,0,0.699030350,0,0,0,0,0,0,0.000667509,0,0,3.271342411,0,1.675041609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002805639,0,0,0,0,0,0,0,0,0,0,0
2016-01-19,25.805337816,11.417707567,11.055254564,4.811801408,0,6.128315629,12.234062212,1.707011843,3.225234903,0,0,0,0,0,1.463769354,0,0,0,0,0,0,0,0,0,3.310191171,0,1.988820148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-20,22.764235712,10.511318739,25.945798239,7.324234154,0,10.027789725,16.640710047,1.952777026,2.491953258,0,0,0.000159144,0,0,1.453566479,0,0,0,0,0,0,0.083820148,0,0,3.034035423,0,2.094173347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-21,18.218933869,13.527270684,24.542916178,4.193722175,0,18.012523689,11.877550644,0.282403635,9.583931747,0,0,0.181052604,0,0,0.539886511,0,0,0,0,0,0,0.018465091,0,0,2.481723892,0,2.032213359,0,0,0,0,0,0,0,0,0.029799678,0,0,0,0,0,0,0,0,0,0,0,0.004538549,0,0,0,0,0,0,0,0,0,0,0
2016-01-22,21.219309183,7.582789791,10.923577851,1.663465390,0,21.893183539,13.696534876,1.150857288,11.014510832,0,0,0,0,0,1.418165801,0,0,0,0,0,0,0.932870059,0,0,6.620382343,0,1.971473473,0,0,0,0,0,0,0,0,0.764672727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-23,20.320778744,16.545580344,21.246328751,1.848272593,0,9.492928080,15.304609368,0.824388490,6.188183141,0,0,0,0,0,0.166924181,0,0,0,0,0,0,0.985971042,0,0,4.593656495,0,2.219366475,0,0,0,0,0,0,0,0,1.931285252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-24,12.635993289,19.374709231,20.533447121,1.816137381,0,2.509859887,10.852296114,0.007615330,10.352357649,0,0,0.429356727,0,0,0,0,0,0,0,0,0,0.892748115,0,0,3.310191171,0,1.238271433,0,0,0,0,0,0,0,0,2.522575212,0,0,0,0,0,0,0,0,0,0,0,0.093411513,0,0,0,0,0,0,0,0,0,0,0
2016-01-25,18.378609813,25.582307884,7.037834285,5.490756033,0.010798206,2.967203843,13.807596597,0.020111036,11.489952953,0,0,1.858905754,0,0,0.013138216,0,0,0,0,0,0,0.806386109,0,0,3.233451431,0,0,0,0,0,0,0,0,0,0,2.074404172,0,0,0,0,0,0,0,0,0,0,0,0.283947927,0,0,0,0,0,0,0,0,0,0,0
2016-01-26,19.949787013,22.365103908,17.288640481,9.367487318,0,3.826309289,11.033587466,0.222872048,12.921433819,0,0,1.272076230,0,0,0.872284874,0,0,0,0,0,0,1.122874469,0,0,3.310191171,0,0.490454687,0,0,0,0,0,0,0,0,1.640405717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-27,18.166130054,18.585921840,9.687661083,14.661341251,0,6.640490494,9.188138150,0.209456855,19.171974776,0,0,1.151644154,0,0,0.507262063,0,0,0,0.498578382,0,0,0.072618214,0,0,1.970483234,0,1.976221263,0,0,0,0,0,0,0,0,1.917514870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-28,19.224596803,9.387928478,2.641392210,14.785532402,0,5.576581657,9.426382396,2.318854960,18.080778744,0,0,1.072271181,0,0,1.930538138,0,0,0,0.938263277,0,0,0.836870968,0,0,0,0,2.256446982,0,0,0,0,0,0,0,0,2.020343883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-29,17.136426757,8.981557719,2.937936137,9.055577261,0,6.577575610,7.899692223,2.050031564,14.974715995,0,0,1.144071562,0,0,1.183517111,0,0,0,1.480329162,0,0,1.008268847,0,0,0,0,1.441710265,0,0,0,0,0,0,0,0,1.387154873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-30,14.938247694,3.893011133,8.084493558,9.878232874,0,6.888141863,9.551354446,0.609909785,11.833270339,0,0,0.430643140,0,0,1.235804704,0,0,0,0,0,0,0.068975578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-31,14.595128542,5.348363571,25.399109822,8.875532601,0,3.226136718,8.429641131,4.688871637,8.411457492,0,0,0,0,0,2.130829471,0,0,0,0,0,0,0.350783883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
