Day,[1] XSEDE Utilization (%),[64] XSEDE Utilization (%),[4] XSEDE Utilization (%),[8] XSEDE Utilization (%),[32] XSEDE Utilization (%),[2] XSEDE Utilization (%),[10] XSEDE Utilization (%),[16] XSEDE Utilization (%),[6] XSEDE Utilization (%),[15] XSEDE Utilization (%),[33] XSEDE Utilization (%),[9] XSEDE Utilization (%),[100] XSEDE Utilization (%),[20] XSEDE Utilization (%),[12] XSEDE Utilization (%),[24] XSEDE Utilization (%),[48] XSEDE Utilization (%),[96] XSEDE Utilization (%),[17] XSEDE Utilization (%),[40] XSEDE Utilization (%),[60] XSEDE Utilization (%),[3] XSEDE Utilization (%),[5] XSEDE Utilization (%),[30] XSEDE Utilization (%),[26] XSEDE Utilization (%),[19] XSEDE Utilization (%),[18] XSEDE Utilization (%),[28] XSEDE Utilization (%),[36] XSEDE Utilization (%),[59] XSEDE Utilization (%),[38] XSEDE Utilization (%),[128] XSEDE Utilization (%),[34] XSEDE Utilization (%),[7] XSEDE Utilization (%),[11] XSEDE Utilization (%),[21] XSEDE Utilization (%),[120] XSEDE Utilization (%),[25] XSEDE Utilization (%),[45] XSEDE Utilization (%),[57] XSEDE Utilization (%),[43] XSEDE Utilization (%),[50] XSEDE Utilization (%),[29] XSEDE Utilization (%),[63] XSEDE Utilization (%),[99] XSEDE Utilization (%),[14] XSEDE Utilization (%),[47] XSEDE Utilization (%),[56] XSEDE Utilization (%),[13] XSEDE Utilization (%),[52] XSEDE Utilization (%),[22] XSEDE Utilization (%),[114] XSEDE Utilization (%),[126] XSEDE Utilization (%),[27] XSEDE Utilization (%),[55] XSEDE Utilization (%),[35] XSEDE Utilization (%),[23] XSEDE Utilization (%),[65] XSEDE Utilization (%),[62] XSEDE Utilization (%)
2015-10-26,73.680546128,0,2.405211098,2.691664014,1.722478267,0.434645275,0,6.872206827,2.264236209,1.909725676,6.703221104,0,0,2.546300901,1.526861054,0,0,0,0.100326908,0,0,0.056000915,3.406252130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-27,71.383739084,0,2.827720199,1.756299243,8.148162884,0.906883931,0.817291870,5.270159144,1.542262627,0.721695047,8.398270637,0,0,2.484971586,0.557233185,0,0,0,0,0,0,0.044905077,1.387240347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-28,46.544789831,0,4.633271532,3.910175091,7.598963510,1.186614547,8.308927603,3.163637397,0.880189016,0.801311179,8.395158481,0,0,2.546300901,0,0,0.011529074,0,2.246496051,0,0,0.050806660,0.206496449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-29,14.012686613,4.811282699,4.572997341,3.026420126,4.074081442,1.243959365,9.885674339,7.905462677,1.804726140,1.909725676,5.201999907,0,0,2.493547680,0,4.175792006,0.592863726,0,1.563120777,0,0,0,0,0.403031690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-30,11.942913061,7.774611125,3.344071131,1.440451836,3.887777093,1.338543834,2.483424344,3.470395937,0.983376103,1.015160669,5.390965472,0,0,1.271500063,0,6.111122163,0.035223829,0,1.376119444,3.842203014,0.905086203,0.119251759,0.354662284,3.819451352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-31,7.283136691,8.148162884,4.205434065,1.248854496,8.380960798,0.530435159,0,7.990339407,0.074656117,5.048129961,5.572150729,0,0,0,0,1.823363637,0,0,0.630493876,0,6.747166909,0,0.073861890,3.425747246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-01,5.173338670,4.151307915,2.963549098,1.003706523,10.852673958,0.352484402,2.388543397,11.772352551,0,22.283421846,1.639758356,0,0,1.267718331,0.000169743,0,0,0,0,0,6.455297189,0.000123082,0.271633715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-02,7.708867725,3.723446359,3.249356993,2.353571817,13.281411175,2.877028188,9.738672608,10.436344334,1.755285431,19.834291512,0,0,0,0.324594415,0.558294144,0,0,0,1.466902133,0,7.638902703,0.042456020,0,0,0,0,0,2.009337895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-03,8.582600244,8.141844278,4.118806753,7.976016465,19.046755124,13.528349281,7.676802503,4.406680194,2.794238099,17.360135803,0,0,0,0.496381335,2.129715464,0,0,0,2.164355766,0,8.069917212,0.410219685,0,0,0,0,0,1.476471384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-04,11.692040688,10.142199401,3.803307041,6.698586737,14.041387701,6.609625448,7.817173241,6.021459382,2.356778299,15.519239823,0,0,0,2.561360613,1.394205839,5.872689365,0,0,1.251042723,0,5.829437626,0.000221011,0.799852328,0,0,0,0,3.562964584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-05,13.745926250,12.705287056,2.355829338,7.730062663,10.618687760,1.233370401,9.387524717,9.027084684,3.380205627,15.810671918,0,0,0,0.844935746,2.009703363,9.166683244,0,0,0,0,0,0.038720550,0.342306524,0,0,0,0,0,0,0,0,0,0,0.000103145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-06,14.734174707,22.516750283,2.728066668,6.106265326,12.011278588,3.009671666,2.378639950,11.386609673,2.677895157,14.933524306,0,0,0,3.101005490,3.110730934,5.811790335,0,0,0,0,0,0.000075162,0.499490508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-07,16.983779897,24.444488651,2.460451604,6.563609249,12.688877539,1.762558867,6.918010736,2.200357609,2.291405571,13.025124828,0,0,0,5.089183161,4.245426273,3.055561081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-08,10.949049713,6.517870159,3.144451750,3.081283428,14.114193041,2.437048678,8.912053154,13.024494122,1.881238935,14.787885609,0,0,0,3.288618333,0.063551427,2.919086448,0,0,0,0,0,2.486599893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-09,15.318399577,9.787037571,3.769898712,0.281932072,13.483464892,3.651218644,3.560164813,13.625138223,1.987591193,15.838146339,0,0,0,2.263584880,0.428786462,3.055561081,0,0,0,0,0,0.002396009,1.815838191,0,0,0,0,0,0,3.934889561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-10,36.467072682,5.479168009,8.200061436,1.968691473,10.400318884,3.012453732,0.933039514,13.811041795,1.647306358,13.328271665,0,2.201621941,0,2.632385897,1.548999715,2.303412110,0.014075374,0,0,0,0,0.007691951,0.993823596,0,0,0,0,0,0,1.317570736,0,0,0,0,0,0,0,0,0,0.606342312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-11,20.083553383,0,1.750357841,8.427973072,8.489131440,2.772951090,3.509327253,12.518652616,2.707575477,12.858488001,0,4.583341622,0,4.214069108,0.044365746,3.055561081,0,0,0,0,0,3.321485939,0.541766761,0,0,0,0,0,0,0.008433163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-12,17.845093364,0.413915369,2.660731199,4.628302698,7.360459992,1.489606616,2.024206071,2.997679915,5.414302188,12.367684093,2.237681275,4.251898121,0,2.416598666,0.366472810,2.974680651,0,0,0,0,0,7.145251878,2.058996665,0,0,0,0,0,0,13.676827535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-13,18.716586233,0.147968364,7.241939068,7.134994496,10.735298892,1.710766476,0.127506581,0.460526832,2.792894229,11.703501827,7.691570451,4.417208750,0,2.198011763,3.055030602,2.846905880,0,0,0,0.267184779,0,6.614719476,0.826811023,0,0,0,0,0,0,8.659278283,0,0,0,0,0,0,0,0,0,2.287537482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-14,13.974405664,0,5.489146890,7.134145663,10.325863156,1.157862566,0.056275007,0.062101428,2.291670811,10.680339772,15.097358445,4.118389730,0,10.638675028,2.675667144,2.122553993,0,0,0,4.123651787,0,7.226264961,0.108925116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-15,18.671702540,0,2.312660122,11.011065667,10.234007705,0.909503869,0.171934260,0.588266228,1.606167685,6.143901377,4.355885337,3.417215381,0,9.128724496,1.085679047,3.055561081,0,0,0,1.172771954,0,1.888572845,0.034024349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-16,29.021556758,0,1.719654923,5.748875516,12.055508763,1.559836214,0.034702202,0.939702898,1.948406473,9.545975983,0,3.316861949,0,14.614146293,0,2.928847235,0,0,0,0.422025801,0,2.096304084,0.412639267,0,0,0,0.011378782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-17,44.172009356,0,2.469074910,10.039899441,12.067863063,1.872315045,0.568850683,0.008181185,2.088797801,9.538085102,0,3.902603991,0,15.598185462,0,3.055561081,0,0,0.030862095,0,0,0.020781529,0.636575225,0,0,0.004311604,0.377091249,0.356935984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-18,40.140862758,0,1.415100857,2.136511501,9.414476052,1.308353624,10.470601530,7.186439190,1.527780541,7.088265134,0,2.222085182,0,12.325452035,0,2.765353498,0,0,0,4.314565405,0,0.357361827,0.855066409,0,0,0,0.716359320,0.161778532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-19,45.343043957,1.609639407,1.614944200,7.932316736,8.387939552,1.621248052,3.005489732,9.841594422,1.527338486,5.535264709,0,4.583341622,0,9.049918837,1.615026723,3.055101322,0,0,0,0,0,0.794821626,1.002709125,0,0,0,0,0.361061953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-20,53.411333824,7.589014071,1.317799107,10.373288044,8.833023533,2.476427885,0.873404782,0.349503372,1.677428767,4.398557991,0,3.440994118,0,2.273722937,3.499961341,2.858788584,0,0,0.028958271,0,0,0.112364346,0.424796064,0,0.790154900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-21,56.490255028,7.133320502,1.619659565,3.204602207,9.517459766,2.276325204,0,0.536915826,1.526878726,5.101443136,2.069430895,3.518032983,0,2.210183281,0,0,0,0,0.025025364,2.922410763,0,0.005897173,0.583512569,0,0.995241169,0,1.437015523,0,0,0,0,2.851102535,0,0,0.001977494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-22,46.373792065,16.296325767,2.429589542,2.044538185,5.141547342,1.932698383,0.001458818,3.402070196,1.527780541,2.430081727,4.057313885,4.342928379,0,2.430479586,0,0,0,0,0,7.215167565,0,0,0.472885509,0,0,0,0.972846088,0,0,0,0,0,0,0,0.147891742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-23,19.578408264,15.035623910,3.064025145,1.682869131,3.275203107,1.952134583,2.552416135,3.668724462,1.106217450,4.399729456,3.838102111,4.583209002,0,2.545357841,0,0,0,0,0,7.903494035,0,0,1.268722440,0,0,0,0,0,0,0,0,0,0,0,1.400125094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-24,18.991426989,5.442576704,12.980157818,1.071874780,3.210225288,1.936721207,1.038015477,8.038223988,0.763890270,4.859809790,2.117182889,4.583235526,0,1.664496873,1.962632139,0,0,0,0,5.092601802,0,0,0.814366840,0,0,0,0,0,0,0,0,0,0,0,1.400011637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-25,22.336100712,17.626909460,28.505538006,1.121221197,4.074081442,1.958786164,0,1.606244306,0.763704603,0,4.200229432,4.489287633,0,0,0.156385314,0,4.471162910,0,0,1.877484334,0,0.004619580,0.636575225,0,0,0,0,0,0,0,0,0,0,0,1.400287188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-26,21.075986857,10.858653047,1.609975366,0.688149622,0.346391215,2.036224380,0,1.137253410,0.763890270,0,4.200764321,4.532375818,0,0,0,0,21.966867122,16.682797649,0,0,0,0.012355759,0.269741391,0,0,0,0,0,0,0,0,0,0,0,1.399881968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-27,11.942179209,1.628029336,1.538201509,1.196950042,0,0.570206323,0,1.956620051,0.763686931,0,4.200034912,4.583301836,0,0,0,0,0.587558933,52.513353724,0,0,0,0.007568183,0,0,0,0,0,0,0,0,0,0,0,0,1.399979212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-28,9.813007520,1.618221369,2.424927225,2.786761291,0.200591915,2.020849297,0.600252143,3.803584117,0.762846983,0,4.146544922,4.574628499,0,0,0,0,0,41.267615794,0,0.545627491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.400238583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-29,9.267489805,2.804703296,1.612492192,1.159745735,0,0.396524465,1.273150451,6.380582102,0,0,4.200764321,4.583248788,0,0,0,0,0,14.368775985,0,5.092601802,0,0.004106805,0,0,0,0,0,0,0,0,0,0,0,0,1.400076488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-30,16.185510155,7.457077954,8.716642231,3.646043519,0,0.602721757,2.656228027,4.547834915,1.085847043,0,2.590326278,4.576750416,0,0,1.062532442,0.847352344,0,0,0,1.902298965,1.375179335,0.050567944,0,0,0,0,0,0,0,0,0,0,0,0,1.435104339,0,0,0,0,0,0.307689829,0,0,0,0,0,0,0,0,0,0.099653498,0,0,0,0,0,0,0,0
2015-12-01,14.463382370,11.553038718,18.816703900,4.796688648,0,0.786397382,3.218123529,6.088582692,2.289849510,0,0,4.583222264,0,0.543800288,1.527780541,1.124085752,0,0,0,9.312093537,0,0.011856214,0,0,0,0.504235347,0,0,0,0,0,0,0,0,1.022777457,0,0,0,0,0,0.402607306,0,0,0,0,0,0,0,0,0,0.158946369,0,0,0,0,0,0,0,0
2015-12-02,18.124188930,14.324828721,14.938634612,6.694142513,0,0.833397820,4.168005762,8.437946050,1.718328725,0,0,4.583182478,0,0,3.187049242,0,0,0,0,5.092601802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033974252,0,0,0,0,0,0.166390751,0,0,0,0,0,0,0,0,0,0.000356615,0,0,0,0,0,0,0,0
2015-12-03,22.148019157,9.128300112,28.791171630,6.715067006,0,0.883050687,3.068602054,2.975800560,0.834108065,0,0,4.306152897,0,0,6.171172426,0,0,0,0,5.109695041,0,0.001781515,0,0,0,0,0,0,0,0,0,0,0,0,1.060722944,0,0,0,0,0,0.580149894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-04,24.310190343,7.751600092,17.960050462,10.535272865,0.002216210,2.126821467,0.900974988,0.353794386,0.092718939,0.727883984,0,3.437506217,0,0,1.952588441,0,0,0,0,4.837264417,0,1.345711141,0,0,0,0,0,0.298471258,0,0,0,2.792631973,0.548002845,0,1.400465496,0,0,0,0,0,0.016537694,0,0,0,0,0,0,0,0,0,0,0,0,0.082555850,0,0,0,0,0
2015-12-05,25.441168613,4.387465071,17.389838204,13.918222165,0.012684325,1.781989165,0.624462624,0,0,1.607595569,0,0.923233006,0,0.873257442,1.147020132,0,0,0,0,5.125255757,0,0,0,0,0,0,0,0,0,0,0,0.397222941,0,0,0.339953285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-06,18.400571625,0.514352782,12.960925057,8.070771847,0.038430278,1.408457963,0.976597771,2.666825777,0,0,0,0.002493253,0,5.092601802,0,0,0,0,0,2.217580517,0.125369943,0,0,0,0,0,0,0,0,0,0,0.159945427,0,0,0.004587188,0,0,0,0,0,0.016664412,0,0,0,0,0,0,0,0,0,0.001134629,0,0,0,0,0,0,0,0
2015-12-07,16.536078133,9.544384578,16.882369917,3.997951819,0.030697083,0.892289847,0.355406447,5.987768008,0.644028493,1.174039202,0,4.978243715,0,6.266169508,0.906270929,0,0,0,0,0.561129258,3.297194427,0.000114948,0.420176484,0,0,0,0,0,0,0,0,3.321885290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-08,19.611354579,12.772811176,24.002929373,3.803855226,0,0.674253914,6.901344831,1.578565087,2.357856963,7.747849901,0,6.980697182,0,2.153392515,0.236204785,0,0,0,0,5.092601802,7.638902703,0.043313639,0.474167512,0,0,0,0,0,0,0,0,2.917117773,0,0.101797529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001187677
2015-12-09,19.509396580,15.932016120,19.309878752,7.683710504,0.041070872,1.605198200,8.963435981,2.033032684,1.112176457,5.364030416,0,3.481907339,0,0,1.527780541,0,0,0,0,7.445572454,4.684221124,0.044007672,1.001780786,0,0,0,0,0,0,0,0,2.022706008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177869728,0,0,0,0,0,0
2015-12-10,18.722443554,17.859000046,21.003410518,4.813569662,0.001838973,2.522585656,2.807178878,4.477057133,0.707606411,1.003379585,0,7.781336410,0,0,1.454928021,0,0,0,0,10.185203605,7.638902703,0.425811335,0.277742777,0,0,0,0,0,0,0,0,0.349503372,0,1.668812887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-11,22.781295066,16.583491914,26.714604362,2.771141625,0,2.771362735,0.798518802,2.031995265,0.352309011,0.022611682,0,8.247123807,0.094749514,0,1.850117501,0,0,0,0,6.969437758,7.339093444,0.364187339,0,0,0,0,0.098748732,0,0,0,0,0.366667330,0,2.148124557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-12,54.008952602,3.555107588,21.205169554,3.787351449,0,1.787078882,1.273150451,2.662133986,0.102691951,0.032558170,0,4.691028931,0,0,0.412465370,0,0,0,0,0,0,0,0.000110505,0,0,0,0,0,0,0,0,0,0,0.687146121,0,0,0,0,0,0,0,0.001326198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-13,18.994102827,18.411735961,9.273739913,2.082826991,1.233588461,0.156621079,0.118842096,3.982956859,0.653771609,0,0,0.115405784,0,0,10.623467976,0,0,0,0,0,0,0.017797582,0,0,0,0,0,0,0,0,0,0.555093596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-14,11.817135710,1.218074890,3.231892386,0.875066973,0,0.494645474,0,0.363154363,0.231686858,0,0,0.856180416,0,0.380648412,6.979304674,0,0,0,0,0.761414689,0,0.006538158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-15,20.290349785,3.516441544,42.521333028,2.930143959,0,3.559749349,0,1.726745675,0.178188015,0,0,6.505507039,0,2.546300901,1.730229167,0,0,0,0,5.092601802,0,0,0.003757551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-16,15.791731684,0.025085772,45.096067590,1.055288481,0,4.656751112,0.351855153,1.080220978,0,0,0,9.134297480,0,2.171251998,8.242340707,0,0,0,0,4.347867738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518910495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-17,28.026561599,0,31.427754182,0.468401467,0,4.265210169,3.151695744,2.532390572,0,0,0,4.351376262,0,0,4.477546334,0,0,0,0,0,0,0,0,0,0,0,0,0.405787231,0,0,0,0,0,0.891205315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-18,24.789292937,1.597945288,49.077886902,0.248134669,1.021632484,3.341683940,7.400245943,2.218063850,0.644037313,0,0,4.593009608,0,0,2.852652728,0.037451842,0,0,0,0.035777882,0,0.002917636,0,0,0,0,0.815187624,0,0,0,0,0,0,0.372645534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-19,32.105275153,14.021347384,25.710819524,1.983603745,4.294242177,3.544306498,4.522203876,2.044184521,1.477314282,0,0,4.077755011,0,0,4.256000517,2.722702958,0,0,0,0,0.188673802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-20,40.129195163,12.420855796,8.822596696,1.052105605,4.074081442,3.140361157,2.646252064,0.604510732,0.002086541,0,0,2.591749720,0,11.288482763,3.907068869,1.149018282,0,0,0,0,2.927627166,0,0,0,0,0,0,0,0.343326238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-21,14.391256474,4.842404132,15.952551606,2.049324236,3.720570000,3.757311597,8.912347868,0.007662476,0.951149482,0,0,2.873142493,2.039840458,0,3.844224738,0.084134026,0,0,0.464635097,0,0,0.238600761,0.000081031,0,0,0,0,0,3.718607226,0,0,0,0,0.000123767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-22,24.990460158,6.991765037,14.039165622,0.894164230,4.074081442,3.595005504,6.277088530,0.008134006,2.311493067,0,0,3.582857560,3.390647218,0,8.058299681,0,0,0,0.034820068,0,0,0.756313268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265907186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-23,26.160203240,8.148162884,9.316767657,3.086729694,1.073265830,3.084707938,0,0.007898241,1.507242137,0,0,6.995152745,1.274034594,0,7.387543881,2.187696858,0,0,0,0,0,0.763890270,0,0,0,0,0,0,0,0,0,1.044549225,0,0,0,0,0,0,0,0,0,1.896537362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-24,27.882973237,7.066267912,17.521839139,9.181595582,0,1.917741749,4.067332551,0.524019309,1.110461252,0,0,4.267534000,0.465937689,11.175991698,4.947833986,2.265252939,0,0,0,0,0,0.564054288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-25,19.823973721,8.148162884,5.040756331,8.840332345,0,0.743463864,8.912053154,0.007662476,0.172503034,0,0,5.579303348,0,0,1.608006724,1.550874064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-26,13.660644897,7.332026299,6.438858176,1.496706221,2.523572812,0.810825890,8.389707838,1.034363988,1.115182518,0,0,0.160801554,0,0,1.317410100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-27,12.080744130,8.314143972,2.675154336,4.752788498,8.172682833,1.119844868,7.700703548,2.577563840,0.658236455,0,0,0.644850703,0,0,0.871259292,0,0,0,0,0,0,0.500953769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-28,15.123849258,10.855635183,12.262572493,6.827281061,2.973466450,1.247451610,4.354557680,3.233307041,2.351455834,0,0,1.145835406,0,0,0.577037770,0,0,0,0,0,0,0.763890270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-29,15.530105864,13.448429682,23.667807927,32.884509506,0,3.073635673,0,0.345872539,1.414213763,0.001127269,0,1.142161836,0,0,1.466580895,0,0,0,0.031814040,0,1.541042525,0.762771854,0.038179793,0,0,0.000503955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-30,13.739068213,3.006332597,19.818926774,31.186963801,2.341229386,5.699414185,1.774512357,0.535949160,0.011369930,0,0,0.772590132,0,0,0,0,0,0,0.174275730,0,5.788855955,0.763890270,0.042364678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-31,15.354273276,0,18.921980478,28.892546301,4.999991910,7.164424297,8.635673410,1.294322445,1.361210023,0,0,0.960353299,0,0,0,0,0,0,0.386327491,0,7.638902703,0.331978390,0.224164362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523095380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,29.774294197,0,32.993741073,14.973510646,0,5.848646847,8.417425385,0.048261851,0.260907418,0,0,1.145835406,0,0,0.017063764,0,0,0,0.537181066,0,7.492225162,0.000044196,0.253849092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156830320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-02,59.714773054,0,19.470154270,7.096623167,0,3.371381932,3.186825247,0.001485342,0.006082841,0,0,0.193903466,0,0,0.156367642,0,0,0,0.753691805,0,7.462518318,0.000490693,0,0,0,0,0,0,0,0,0,0,0,0.006508683,0.008120744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-03,24.949747326,0,1.421501953,1.521261513,0.038948988,2.791562162,7.638902703,1.061170934,0.508464461,0,0,0,0,0,2.083510712,0,0,0,1.406330210,0,5.822276154,1.271430802,0,0,0,0,0,0,0,0,2.026516607,0,0,0,0,0,0,1.112975160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
