title
"XSEDE Utilization (%): by Resource"
parameters

start,end
2010-02-01,2010-07-31
---------
Day,"[PSC POPLE] XSEDE Utilization (%)","[TACC RANGER] XSEDE Utilization (%)","[NICS KRAKEN] XSEDE Utilization (%)","[NCSA ABE] XSEDE Utilization (%)","[NICS ATHENA] XSEDE Utilization (%)","[LONI QUEENBEE] XSEDE Utilization (%)","[TACC LONESTAR] XSEDE Utilization (%)","[PURDUE STEELE] XSEDE Utilization (%)","[NCSA LINCOLN] XSEDE Utilization (%)","[PSC BIGBEN] XSEDE Utilization (%)","[NCAR FROST] XSEDE Utilization (%)","[NCSA DTF] XSEDE Utilization (%)","[ORNL NSTG] XSEDE Utilization (%)","[TACC LONGHORN] XSEDE Utilization (%)","[PURDUE CONDOR] XSEDE Utilization (%)","[TACC SPUR] XSEDE Utilization (%)","[NCSA COBALT] XSEDE Utilization (%)","[IU BIGRED*] XSEDE Utilization (%)","[SDSC DASH] XSEDE Utilization (%)"
2010-02-11,87.874384766,76.671428587,75.550063761,63.888090365,0,61.852537893,30.850548516,41.999880961,44.978437500,60.645963616,32.416603394,73.025057436,5.442507440,0.383070272,4.844009613,2.106337891,5.980489095,1.934142117,0
2010-02-12,88.078340929,84.690906900,80.164235207,59.116529818,0,58.353767933,26.101963399,49.428680128,32.488865831,97.315406699,25.509349772,75.427078804,3.537075893,0.350952352,4.517926339,1.470631510,5.512791748,2.252114258,0
2010-02-13,91.458261176,79.192339317,67.087831921,75.520336415,0,46.718098646,37.034332334,52.693745217,33.589518229,84.839481260,12.037389730,75.172265110,0.017775298,0,3.419433631,5.377893880,7.884591471,1.896068387,0
2010-02-14,91.321296115,78.748549705,75.498161043,60.685233377,0,36.259255941,31.668419378,47.806757186,40.454348687,41.477731958,1.560203247,79.310380435,0.018355655,0,3.281079524,5.720774740,7.944640706,2.864407010,0
2010-02-15,91.384663086,65.418990588,73.120786672,64.231914627,0,56.746415061,24.282713042,41.788531168,41.137062446,29.264522428,24.176604055,76.799452816,3.393846726,0.028754272,3.410049048,2.361979167,5.714909668,3.945353054,0
2010-02-16,98.913811306,63.651027786,27.090358257,64.655350955,0,47.764810613,26.410559432,44.893425310,60.964897461,45.963037879,20.363127492,78.068399004,3.458504464,15.637844442,3.257133423,4.591435547,6.974174805,3.180760634,0
2010-02-17,103.221214193,81.511426139,63.167013852,66.764474523,0,2.513348381,25.234296804,40.384304953,37.781076118,84.245529904,22.673385111,59.743576869,3.795967262,33.963604533,5.826113690,1.761575521,6.193490397,2.038899604,0
2010-02-18,105.230540365,81.972519750,70.482779723,58.463948698,0,0,27.968160816,46.891862519,62.992584635,87.844323465,52.124430288,65.699066411,5.615818452,23.659803670,8.732911845,4.168548177,6.199392497,2.352156169,0
2010-02-19,107.355099284,83.218223086,83.868805036,66.928083637,0,0,29.003974957,45.968095488,77.539061686,90.502241128,27.500560557,73.651089427,2.553571429,0.853429769,7.994003006,0.259404297,6.243255615,2.943109131,0
2010-02-20,105.607445204,83.322996380,86.611194521,55.705661849,0,0,24.705491795,43.294340297,75.045675456,85.110157297,41.718216502,78.804742877,0.018102679,0,7.644367917,0,6.592379150,1.560834690,0
2010-02-21,101.793300239,84.483325837,85.015378689,68.782968620,0,0.000003431,26.791820420,41.023382209,64.356077203,73.744712121,22.333197734,61.063893692,0.018355655,0,7.411582946,3.627747396,6.025918783,1.755340983,0
2010-02-22,104.868941515,87.339020381,80.858941087,63.908702517,0,3.788060987,32.955911815,40.196431446,53.256510417,90.564634470,21.389232432,65.598880105,12.627105655,1.686220703,6.687243363,5.127167969,3.523819580,1.604731988,0
2010-02-23,106.612117513,77.625694875,77.276091141,65.090050955,0,35.410061907,38.209544449,37.562418346,46.047037489,87.865251794,44.637948507,78.461543149,3.447834821,0.187030029,5.824165565,5.351126302,6.470184326,2.198011475,0
2010-02-24,105.577046984,84.038037963,66.283755137,55.162974436,0,50.244185457,35.749230094,31.425115540,57.285470378,96.429587919,39.857575582,75.961920084,3.337254464,0.765584106,6.193237917,1.980035807,7.901811930,2.178231879,0
2010-02-25,103.657837457,77.962593925,77.658882951,49.291848741,0,66.006592986,32.803341538,28.286789205,51.603702528,96.662876096,20.612358958,77.998002923,4.237217262,0.920112101,4.629832530,2.087239583,9.375353190,4.169378120,0
2010-02-26,98.492513021,65.470533437,80.713700238,45.784590972,0,92.213365301,36.395869649,28.309654489,47.532051866,94.671305024,26.063087819,77.339871953,3.379836310,0.677304891,4.135615298,0,6.861348470,4.729294569,0
2010-02-27,98.261790365,77.005365066,74.613811864,40.167056467,0,91.237249563,36.043729309,25.101264931,45.748366428,87.057711822,34.285635427,73.937593462,0.018430060,0.211154582,5.099136250,6.193720703,4.392357178,1.984028320,0
2010-02-28,97.750789388,71.017180586,75.880771894,32.687283681,0,65.098927302,32.949939212,22.751256766,56.980306261,91.685468002,42.607412923,73.597682189,0.018184524,1.335756632,4.229789673,5.665797526,3.740295410,2.088335368,0
2010-03-01,97.296694878,70.926631978,84.996952457,61.449856727,0,94.939555031,29.095634346,32.109998075,74.908251411,93.873341906,48.879186554,53.199527956,3.479084821,0.108267212,5.893716429,7.010849609,3.291919352,3.170918104,0
2010-03-02,94.246630859,76.441762100,66.807169751,63.759762587,0,87.283497380,26.592754352,35.555874627,75.915207520,95.484510666,40.738697255,49.523210021,3.826302083,0.053136597,9.753445744,7.146699219,5.738552246,0.540513780,0
2010-03-03,97.180710178,75.539798204,66.471596890,59.620819184,0,77.333587980,30.590458690,37.266195875,71.525848524,83.446567883,45.402479451,64.482126565,3.387566964,1.931278890,25.743836905,9.711227214,5.370377604,1.069289415,0
2010-03-04,96.806864692,76.325746964,84.127991939,58.077592405,0,79.002068753,36.334736087,27.501209465,52.385067546,84.616611045,21.590476634,64.143955863,5.409062500,2.255574748,22.378980327,6.947770182,7.973068848,1.147170003,0
2010-03-05,96.074563260,77.604260393,77.323479382,65.608733767,0,84.849597680,33.269999215,23.451325646,48.889063856,90.295222588,22.210440216,64.153170907,3.500372024,3.070298665,18.744002827,11.586083984,8.909639486,2.180226644,0
2010-03-06,68.902314996,74.930849914,85.846457754,61.120900694,0,89.942467565,40.938346604,31.678599524,54.297115885,79.848496611,36.733136139,72.506515975,0.018519345,0.150408732,13.721531369,0,8.903433838,3.365802680,0
2010-03-07,90.977502713,75.958093645,83.032999505,47.792817925,0,83.588174198,46.629460188,31.325924785,28.955499946,44.760325857,18.363299357,66.607327487,0.018482143,0.079730021,8.854234732,3.683883464,8.966512451,2.703522949,0
2010-03-08,81.841981879,73.530232205,76.632574833,70.105433030,0,75.015361543,38.832263984,45.277389184,19.532835558,93.135105662,16.130045573,71.570927619,9.373005952,0.215892741,8.933532708,10.001302083,7.333695068,1.541726888,0
2010-03-09,84.406335178,77.093569190,40.601690811,67.328568967,0,71.565442241,44.051081478,47.332452641,16.653127170,82.190018740,26.738009898,64.362336957,7.129464286,4.565249023,10.592291548,9.067418620,6.188505859,2.227388238,0
2010-03-10,102.101277669,74.712263104,65.805018066,62.493602387,0,78.160060114,37.106368579,23.164501446,17.685758192,92.620959530,32.021828054,71.299027503,7.125944940,12.201845703,9.498493512,7.653209635,7.940480957,2.014680040,0
2010-03-11,99.507993164,79.442903547,85.109637650,66.909992318,0,90.112930623,33.910365439,26.391743946,21.719963108,75.576893541,16.037941182,59.690105196,8.880625000,22.831972860,8.966421071,4.576389974,6.948944092,1.628564046,0
2010-03-12,99.875819770,74.422737485,71.727976534,56.762394748,0,77.855112665,30.177488513,32.133179766,7.823240831,87.764276515,19.010055033,70.867519351,3.544486607,20.933607178,9.109956875,2.882236328,6.976507161,1.348854302,0
