title
"XSEDE Utilization (%): by Resource"
parameters

start,end
2010-02-01,2010-07-31
---------
Day,"[PSC POPLE] XSEDE Utilization (%)","[TACC RANGER] XSEDE Utilization (%)","[NICS KRAKEN] XSEDE Utilization (%)","[NCSA ABE] XSEDE Utilization (%)","[NICS ATHENA] XSEDE Utilization (%)","[LONI QUEENBEE] XSEDE Utilization (%)","[TACC LONESTAR] XSEDE Utilization (%)","[PURDUE STEELE] XSEDE Utilization (%)","[NCSA LINCOLN] XSEDE Utilization (%)","[PSC BIGBEN] XSEDE Utilization (%)","[NCAR FROST] XSEDE Utilization (%)","[NCSA DTF] XSEDE Utilization (%)","[ORNL NSTG] XSEDE Utilization (%)","[TACC LONGHORN] XSEDE Utilization (%)","[PURDUE CONDOR] XSEDE Utilization (%)","[TACC SPUR] XSEDE Utilization (%)","[NCSA COBALT] XSEDE Utilization (%)","[IU BIGRED*] XSEDE Utilization (%)","[SDSC DASH] XSEDE Utilization (%)"
2010-05-16,105.322374132,82.628375142,26.899730231,79.371554731,54.995391110,26.341492484,41.394973388,27.941252625,19.021136068,0,42.541386414,0,0.014761905,32.925003459,8.759762113,0.082900391,3.938248698,2.400966390,6.937698568
2010-05-17,86.504345703,86.491576169,84.429375996,63.838085200,96.052317501,42.865588121,38.545535317,18.415228630,21.047288954,0,26.511121928,0,10.605208333,38.813331909,6.714052381,3.340859375,5.436211344,1.618180474,3.355504557
2010-05-18,96.227961697,76.660836992,82.996458750,63.105307726,94.026522376,42.091627448,48.547537671,18.373650966,17.308614909,0,27.570873108,0,18.437001488,58.623137004,6.038309554,2.986979167,6.917998047,1.897103678,0.401276855
2010-05-19,88.032786458,78.787664269,86.036735639,62.793825043,94.630561812,41.546119402,44.315901470,20.374268675,31.906481934,0,27.993878326,0,28.428526786,50.554081828,5.882863125,8.236832682,7.238670247,1.850061442,0.059136556
2010-05-20,93.328282335,85.494591405,84.517887787,72.080177561,69.500693382,48.582641904,41.040081621,21.258861049,29.504020996,0,26.009295451,0,40.162656250,50.306369019,7.384034970,13.076100260,8.182272542,1.631225993,2.950738118
2010-05-21,87.902505968,80.641992935,81.989040430,68.217091753,36.889852130,41.701832429,43.807061430,27.411751995,29.905750868,0,11.511284739,0,35.728705357,57.270218913,4.578457292,6.341578776,7.531857503,1.666889648,6.300347493
2010-05-22,67.238516168,87.365406676,81.328283461,91.262119922,96.579871362,31.826037378,28.198033961,28.729826486,10.050185004,0,16.330060069,0,35.729122024,26.119872843,4.213873363,3.537180990,7.023105062,1.769731717,0.170862630
2010-05-23,74.544301758,82.891852961,80.799446083,87.301351128,92.556651383,27.824890375,42.966055294,25.718710515,12.571375054,0,26.531620738,0,16.901666667,11.841421916,3.259714375,4.173320313,4.393131510,2.127722982,0.047634277
2010-05-24,67.999711914,85.106929584,83.172318280,74.755116406,68.862208232,35.103983205,48.747852169,26.430722868,12.358294000,0,15.795817057,0,0.019590774,19.862386271,3.200370179,6.920286458,4.969757894,2.593427870,0.666123861
2010-05-25,64.838681098,86.103421766,84.583202298,65.721190234,92.600937846,50.300849629,32.843261772,27.909191279,33.131323785,0,15.138029887,0,23.564107143,9.172295329,3.329063571,11.061057943,5.619756673,1.929577501,1.705258789
2010-05-26,75.894677192,85.804216176,54.972966635,82.299626302,93.121351558,39.206441414,31.911249144,28.004746466,44.367360297,0,25.023337962,0,35.729449405,11.401638997,3.634309524,12.341868490,7.310208333,1.757928602,1.123264160
2010-05-27,73.275078125,77.208529407,81.874704134,63.945154297,87.359553275,44.076648734,42.341741010,30.248155620,10.998667535,0,21.198404948,0,42.332514881,10.378390706,3.822414286,5.218027344,6.904274495,1.790637478,0.383047689
2010-05-28,81.722848850,83.462566480,86.332487522,87.190890061,98.531293657,47.024393946,43.046041524,34.970089761,13.096377767,0,5.193133341,0,40.191800595,16.064769491,6.033635804,5.548466797,8.498171794,1.710655924,1.477719727
2010-05-29,76.394396701,85.126652892,80.975369171,75.913151953,99.219234287,61.465071810,51.136660317,26.955908630,19.660035536,0,34.794297943,0,18.151116071,32.924352824,5.635826994,12.518811849,7.357042236,1.603187256,7.171512858
2010-05-30,73.447821723,84.842301161,75.002326009,85.848575304,94.170938677,51.404179532,38.413394050,23.517816291,7.977539605,0,25.724283854,0,0.019880952,21.003020020,3.947541042,20.818574219,6.092327881,1.701343723,4.529043783
2010-05-31,66.728388672,82.043203747,83.947402318,51.681759245,91.685981180,48.506485155,41.265858233,29.303080149,3.844937609,0,24.990975850,0,0.011116071,14.260018921,3.747660893,16.038626302,7.387316488,1.502789442,0.517776693
2010-06-01,80.988334418,80.646795453,77.657479018,20.436824870,28.603642070,45.895954419,41.857162814,24.386471573,3.045259060,0,15.005072683,0,3.457671131,33.368141479,3.367155536,5.656539714,7.454263509,0.430752767,0
2010-06-02,98.574211155,88.198961450,74.142838807,14.381214149,71.997337632,33.997726578,41.260515625,28.587070969,2.430513780,0,18.820393931,0,0,6.869357503,4.298969732,0,8.814529215,1.374837375,0.030888672
2010-06-03,86.319498155,84.100988505,77.095343148,80.771191189,91.050532677,43.111805841,55.585261986,35.146866368,10.263537869,0,16.894232839,0,4.025416667,28.358629354,6.522698929,5.101562500,9.546784668,1.363159315,0
2010-06-04,92.915436198,84.197043907,76.183808055,72.635258420,98.969759946,50.755409494,53.246000285,32.415121256,13.458554688,0,17.199797414,0,3.518854167,24.296820475,4.586516905,2.442418620,8.283131510,0.632679850,0
2010-06-05,92.018621962,81.798239468,78.789666788,47.262310851,93.161874169,38.208731833,40.862829195,27.841788564,15.423550347,0,31.782145182,0,0.016488095,14.912909953,5.483812024,2.498408203,8.240134684,0.962657064,0
2010-06-06,93.342549913,82.914553864,86.903846246,25.834639280,93.002534676,36.214234890,50.022609375,27.900035286,0.282232802,0,37.758427429,0,0.016242560,20.978429769,4.965802798,3.103730469,8.971872559,1.090122477,0
2010-06-07,89.870182834,78.797913014,85.431378193,10.201953082,89.410249912,69.670970403,56.925740225,27.375771627,0,0,35.315755208,0,3.360364583,39.591131999,5.713341071,18.562646484,11.297595215,0.933497179,0
2010-06-08,94.180574544,38.029266572,78.076817990,0.769993229,96.889056913,58.486624174,48.542214326,26.471551477,0,0,31.319118907,0,5.779553571,40.574580485,5.693696220,8.456888021,13.348786621,1.662061361,0
2010-06-09,98.088417426,61.082569061,41.405542863,33.066779384,95.674369875,31.148964259,43.177460973,35.910737682,11.573063151,0,31.383445435,0,3.615409226,50.079192098,8.860618929,9.853587240,13.626889242,1.712162679,0
2010-06-10,111.379232313,88.269374127,86.346485696,51.383284201,96.326350681,46.351647330,45.090621718,25.035752438,4.430977919,0,3.644929148,0,3.556964286,43.589613037,9.356593512,6.282548828,10.774666748,1.541000570,0
2010-06-11,100.668902452,86.598225012,84.443774480,78.937349957,98.725371763,49.159971619,28.709567851,33.687775873,14.089174805,0,16.607774506,0,3.409635417,47.697767334,7.399653363,13.942561849,11.788779297,0.921290283,0
2010-06-12,100.719220378,82.930494639,80.211825511,78.641544054,98.699292373,61.342954638,33.837604666,21.463184899,16.252194282,0,6.236789246,0,0.016577381,15.799153646,7.118225417,1.978590495,9.470916748,0.607967529,0
2010-06-13,95.502313911,83.074384031,86.566181726,71.817173958,95.183547046,60.691542306,40.239885559,21.765148376,15.915684136,0,3.742124227,0,0.016822917,22.677015381,6.559096845,7.273580729,8.118858236,1.126659207,0
2010-06-14,87.049160699,82.905942363,83.324208047,71.353499219,82.865269744,60.261116595,38.345807862,19.282286534,19.408852810,0,8.128689321,0,3.804389881,30.985360311,9.426148631,24.413053385,6.166215820,1.647091743,0
2010-06-15,73.959931641,85.911981158,70.408132374,77.473023655,95.769380448,44.964784182,37.161168165,27.632396475,13.108229438,0,7.973967387,0,3.506324405,17.237634481,8.756071696,16.318144531,8.597396647,1.971896837,0
2010-06-16,94.714394531,88.578327584,75.240098324,45.102689193,96.489851830,9.113971744,47.458044735,24.477922266,22.029308811,0,11.499674530,0,0.016450893,14.079404297,9.561459375,23.969036458,9.925598145,1.945613878,0
2010-06-17,92.804012044,83.175930612,83.465136184,37.665626953,92.433200793,46.864597212,41.745455479,21.210583765,5.576955295,0,8.888771413,0,0.014672619,9.601987508,9.262174851,23.015768229,11.240578613,1.783467068,0
2010-06-18,92.342485352,84.689291079,76.172919962,24.438388238,98.807165706,56.165365285,47.885501926,34.883235816,5.163592122,0,2.029098002,0,6.318913690,15.161435547,8.322457113,21.976272786,11.530214030,3.279732259,0
2010-06-19,85.423575304,85.098806840,83.492655608,56.103753863,97.813074602,63.567990659,56.229798801,19.662354482,5.041233995,0,2.484302673,0,0.017358631,9.688992106,8.048387113,4.307871094,11.459051107,2.769879015,0
2010-06-20,82.007648655,82.374413652,84.088093123,17.209836111,99.108000840,57.433237665,46.939397617,33.285572392,0.414550781,0,0.129946136,0,0.016279762,23.003951619,3.971451577,2.604023438,11.585363363,3.773021647,0
2010-06-21,78.744254015,84.602091485,83.942495745,0.018783767,99.032715975,47.346399467,46.152870719,33.715782941,0.060739746,0,0.517912699,0,4.124040179,22.198233236,5.484925774,12.918977865,10.773073324,5.280389540,0
2010-06-22,84.450247938,85.709314567,70.423804383,0,99.349428007,43.547105321,47.709593037,28.991573640,0,0,5.589527334,0,4.743437500,29.143269653,5.097516637,1.203704427,10.971810303,5.074826118,0
2010-06-23,95.994038086,79.464245652,64.006284180,1.912463325,91.257420536,47.085180031,50.358783747,23.317616590,0,0,28.090838420,0,4.235275298,8.263662720,5.272181101,3.464843750,11.364341634,4.754430610,0
2010-06-24,101.076215820,82.812137977,82.197132756,77.399934418,95.652941946,41.657844077,52.131684289,32.516885207,3.201116265,0,37.583812510,0,4.131659226,16.367115682,4.874628810,1.763310547,11.255718994,5.577739258,0
2010-06-25,94.722547201,74.642883956,49.093615776,86.962960156,98.422250526,42.423496756,49.162325985,13.663782836,10.959689670,0,4.124611155,0,10.345781250,38.827447103,5.766672946,1.778935547,7.036853841,5.100540907,0
2010-06-26,94.190652127,82.375794211,63.506834325,88.120160243,98.307611808,37.859239958,43.919476313,38.940524274,9.832543403,0,15.256872101,0,0.016235119,7.803729045,7.697009762,0.880494792,6.189211833,4.142823622,0
2010-06-27,97.359219293,77.781012350,86.014767910,60.564397266,98.118367478,47.948476173,33.277162243,48.916066396,9.666949870,0,1.507676849,0,0.017068452,7.809529622,7.242410089,1.627027995,7.177736003,5.782693685,0
2010-06-28,96.174518772,78.024410556,85.548088041,58.961595356,97.927768728,49.072788408,43.857404324,38.624311019,11.406166721,0,0.178584391,0,0.016986607,8.052521973,7.907607827,6.769674479,5.815467529,7.664697266,0
2010-06-29,100.563169488,79.085700763,69.038420168,70.200752387,98.647967573,41.989926319,41.590294735,46.015354785,10.960079753,0,19.596842346,0,3.720736607,7.430031128,9.531056310,5.060185547,6.141537679,12.337557509,0
2010-06-30,94.477466363,79.427805818,26.026017182,76.585510417,98.673557758,52.083804500,44.307666167,51.491024519,9.757631565,0,44.052463125,0,12.216971726,8.215892741,10.696961369,12.493925781,9.222607422,9.905208605,2.106156413
2010-07-01,92.489588759,77.591886287,77.005504077,65.345586415,98.495868009,48.798730430,43.526070348,41.852018594,7.591651747,0,20.851182760,0,17.953162202,10.408008830,7.417995655,1.876735026,9.167263184,11.978114692,8.382143555
2010-07-02,98.815171441,82.975283058,24.899146375,68.125074175,98.898596543,43.334702314,56.691228168,52.255075355,5.423151584,0,14.890037181,0,1.504575893,10.875601196,7.992484077,2.927369792,9.404218343,11.309369846,1.658329264
2010-07-03,100.236276042,83.301427898,85.539748729,65.313229080,90.102915882,50.415689558,42.968531535,45.439102160,3.875530328,0,31.743670400,0,0.016986607,8.575493774,6.812857560,4.012587891,8.735382080,10.801979302,0
2010-07-04,93.747818468,68.667982823,81.042167009,54.672695920,96.713299234,29.601702844,40.787406963,39.217200623,3.765154894,0,42.576108551,0,0.016242560,7.903727214,5.668462470,3.294417318,7.354477132,11.081655952,0
2010-07-05,90.204180230,75.891110489,81.546273794,48.362824957,97.141937334,44.920559662,46.967232734,37.809696832,3.710575901,0,39.531295217,0,52.664813988,12.302508341,5.041438661,2.731774089,7.490636393,9.280384928,0.645327148
2010-07-06,89.252606879,75.407510593,72.411511461,80.157241319,97.829157178,37.496896909,49.851455979,35.522026817,5.464288737,0,40.380633291,0,114.085438988,21.818404541,5.010002411,2.974677734,7.380306396,9.862907715,13.528031413
2010-07-07,91.902704536,86.434591160,72.979451102,76.317792014,97.571594821,20.269197464,53.499803296,45.814911989,9.675968153,0,37.635027873,0,114.058244048,21.535594482,1.943703214,4.396555990,7.878139648,8.845725911,12.035698242
2010-07-08,86.727986111,78.129693183,80.655640545,86.054155165,97.568808271,47.845922608,47.879167737,40.137388193,12.746642795,0,28.904821269,0,113.980818452,12.973623454,3.690905893,9.322197266,5.641010742,8.531653781,11.286404622
2010-07-09,88.075641276,72.959017364,79.730633832,88.208527214,97.999885098,50.993109016,55.937186430,39.838250455,11.770260417,0,36.014693705,0,109.036659226,11.475843709,6.617032798,1.863281250,7.141332194,7.980430773,10.156919759
2010-07-10,89.201643338,76.935633932,75.024695542,69.836924219,97.012506764,22.058258561,56.654578410,41.857457132,11.117729492,0,39.257667796,0,114.257767857,11.703106893,7.191261101,0.596497396,8.113453369,9.613579644,3.964120280
2010-07-11,79.784758572,79.378304572,79.228666081,83.604351736,97.932490719,27.725964555,31.165085759,32.262520530,10.052016873,0,47.496093699,0,114.199732143,9.609411214,6.184378988,0.650462240,9.072766520,9.069007433,3.218171387
2010-07-12,90.660173611,50.992360125,82.664708618,90.950291406,97.101806710,46.037699055,60.983947845,11.037691653,15.142565647,0,45.709056702,0,113.805267857,6.079621379,15.374357619,7.636136068,7.954840902,11.451548801,1.922164714
2010-07-13,90.359421658,22.979062302,63.569760750,90.047092144,96.688838006,51.229906281,62.272307934,43.827556983,12.155429959,0,15.728850098,0,114.090982143,18.211485189,9.623294851,0.851995443,8.237950439,7.443006863,6.930844727
2010-07-14,93.871696506,80.086756800,54.849704237,91.717948438,97.447013727,52.452078889,41.916667309,39.828854867,8.582157389,0,39.075168254,0,85.505989583,25.755488688,8.302078006,6.666090495,8.205959066,5.407142198,12.995659993
2010-07-15,97.228972439,85.333970831,87.506540064,90.462940712,98.306041898,50.036132423,43.532372432,36.326823733,25.416901584,0,23.476481069,0,66.597842262,17.414582316,6.673642887,1.748837891,9.301146240,5.043565809,1.580729167
2010-07-16,100.161006402,86.326758216,84.729486640,85.098488585,98.672457798,35.255265251,27.613237300,21.017095523,25.223114149,0,29.983072866,0,25.438794643,9.519775594,8.463783452,1.394531250,8.423579915,5.100677355,7.621528320
2010-07-17,88.808142361,84.007772816,73.200615319,81.279632552,97.706465883,41.811472602,61.266718893,27.387304323,25.254781087,0,46.179678446,0,52.949605655,8.984989827,7.099693274,0.663050130,6.837777913,4.420226373,8.097511393
2010-07-18,62.873805881,77.625982742,69.110083130,79.504728950,98.675782289,44.717601360,59.749778967,26.384652681,16.895640462,0,36.425754140,0,114.233467262,32.159505208,3.811651280,0.335214844,7.392636312,6.398232422,2.737847493
2010-07-19,79.121487630,85.058212639,73.692476534,72.344200911,98.317254820,45.630542665,40.112813499,14.170042518,22.388780653,0,40.611852620,0,114.250416667,23.387338053,3.588496488,0.841149089,8.864926351,5.800972358,3.032407227
2010-07-20,94.059388021,89.781654969,59.727415664,81.362994097,94.998007397,48.066727794,48.766881064,23.725887691,32.422007921,0,36.636926676,0,111.374375000,27.760751139,8.781538214,3.943574219,7.243783366,4.685896674,0
2010-07-21,93.806298286,86.273460988,65.518885242,76.239010590,92.534958236,39.144303268,50.557051370,30.677973241,43.080704753,0,41.518690338,0,101.359449405,36.244484253,7.471695238,6.724973958,9.324582113,3.966085476,0
2010-07-22,92.909613715,83.185488030,83.165933042,76.727206944,97.698452252,31.957815307,46.116008562,37.804408886,32.904074436,0,9.815583394,0,74.687254464,39.298466390,29.757663869,20.727864583,8.337864176,5.027290988,0
2010-07-23,82.573869358,85.466119977,78.596511753,85.347342578,97.287453642,30.273551725,52.067776398,31.801588804,20.813157281,0,13.345856781,0,114.249427083,43.070330607,39.097173274,10.873984375,4.676666260,5.038417291,0
2010-07-24,100.873292643,87.786323408,81.490847882,85.026031901,95.644784671,29.445082101,58.178105308,14.010720535,16.628212891,0,19.669180400,0,89.824077381,40.485071004,8.071303542,6.618346354,4.796844482,2.873276232,0.240849609
2010-07-25,86.437976345,80.959344003,71.628354345,69.680234635,97.966996459,22.017459924,64.984036672,18.733531168,12.069203830,0,12.002251536,0,62.996726190,20.839011637,8.278468810,2.434026693,5.155062256,2.867853597,0
2010-07-26,89.840394423,84.467032712,54.543114426,71.395227821,97.757633671,32.302367453,65.139765910,18.156207773,13.385826280,0,20.826199036,0,81.854084821,14.889291178,6.524620685,0.935908203,3.794329834,2.508992377,0
2010-07-27,99.818927951,86.413372316,64.819207383,45.196217188,93.955743042,37.699384122,59.250917451,19.999320292,11.727377930,0,24.984139913,0,55.449866071,12.612905884,1.308298185,1.284866536,3.585678304,2.181187066,0
2010-07-28,100.084529080,82.719379598,65.587976360,15.215769835,93.745352186,57.317876747,63.881033462,27.753587393,7.802832303,0,9.414822032,0,108.686183036,11.426269531,2.987992976,1.712965495,2.752928874,1.345074734,0
2010-07-29,100.050563151,83.801174687,82.103368118,65.534074219,91.307849346,57.975481303,65.440476955,21.759035029,8.957264269,0,0.070628916,0,44.973087798,4.276371663,1.037855149,7.583046875,4.279447835,1.165034451,0
2010-07-30,103.418908963,77.815302060,79.080156719,79.192079514,93.293460286,47.114494994,62.875639555,41.111968085,8.307091743,0,21.091507568,0,17.253147321,0.718677775,4.487793899,2.460501302,6.303114827,1.730307617,0
2010-07-31,89.655288086,84.447789330,80.254145416,70.496171788,95.724629876,45.731696295,64.528440568,46.688419186,8.677306586,0,21.623462830,0,4.042574405,0.032710368,0.507892679,0.562643229,5.805210775,2.224635010,0
---------
