Day,[SDSC TRESTLES] XSEDE Utilization (%),[NICS KRAKEN] XSEDE Utilization (%),[TACC LONESTAR4] XSEDE Utilization (%),[PSC BLACKLIGHT] XSEDE Utilization (%),[TACC RANGER] XSEDE Utilization (%),[PURDUE STEELE] XSEDE Utilization (%),[NCSA FORGE] XSEDE Utilization (%),[SDSC GORDON] XSEDE Utilization (%),[NICS NAUTILUS] XSEDE Utilization (%),[TACC LONGHORN] XSEDE Utilization (%),[PURDUE CONDOR] XSEDE Utilization (%),[LONI QUEENBEE] XSEDE Utilization (%),[TACC SPUR] XSEDE Utilization (%),[GATECH KEENELAND] XSEDE Utilization (%),[SDSC DASH] XSEDE Utilization (%)
2012-06-19,126.357846889,52.392960848,87.473863160,84.945031840,81.228403850,75.045103059,35.623831019,32.286922473,16.610224202,47.453762614,15.768128631,0,2.639612630,0,0
2012-06-20,135.556268314,66.484787633,68.638340423,77.913009338,85.684231625,70.679409644,45.547358941,29.280975729,72.421984049,64.379629924,16.957347113,0,0,0,0
2012-06-21,111.568777213,63.439016001,104.792020740,83.152041423,85.846277127,74.769082972,49.693502604,29.570417553,49.263563639,40.106029460,5.895993423,0,3.127893880,0,0
2012-06-22,126.986373767,93.315960530,107.772778596,87.643939209,84.804467846,67.485209208,48.452138310,29.201677577,31.405707601,39.040993042,3.953625357,0,4.888743490,0,0
2012-06-23,132.520556784,98.101748781,102.576719697,86.112219238,80.866190334,75.779169408,38.964819878,31.845781333,33.586543783,51.600866292,4.955539524,0,0,0,0
2012-06-24,124.522626396,97.389490361,92.182712361,87.264462992,75.187208050,74.202639511,26.555248119,29.101682684,58.148682048,51.580055542,5.802532113,0,1.447337240,0,0
2012-06-25,108.528861182,95.105896492,118.194911714,81.729636536,83.272851483,69.678661872,60.809912471,33.981074286,8.938395182,27.298222453,6.204415744,0,1.567421875,0,0
2012-06-26,126.606140919,90.344583359,107.813232606,48.906217957,82.774534896,80.148760265,55.397696759,40.512391380,22.321894124,43.293664754,1.950572321,0,0,0,0
2012-06-27,109.835761478,53.189869939,87.427586971,15.071171265,79.775809826,79.035138928,58.758590856,49.026785071,39.303692627,36.632243245,10.399197381,0,0,0,0
2012-06-28,115.718026104,55.709700875,98.045181464,73.157945557,83.678107189,72.557919000,47.244678096,44.486435581,62.885126953,19.552322795,1.154247798,0,0.069733073,0,0
2012-06-29,98.078442483,97.693361586,81.795219947,75.684945475,84.282480059,65.817178518,39.375854311,43.595415225,57.556234131,27.701004842,7.488184792,0,0.383391927,0,0
2012-06-30,94.972421898,95.179628312,55.798793458,78.262216390,79.418371880,74.906477055,20.507939091,33.414049847,55.154667562,32.785603841,13.474474851,0,1.782988281,0,0
2012-07-01,72.741172931,88.055970381,68.760254596,77.563819885,76.568276447,77.836764418,32.674835069,19.106912418,44.532868652,16.238385417,1.329483780,0,0.503759766,0,0
2012-07-02,97.440517354,88.469068003,78.432618797,76.899580790,71.871541632,75.208113452,46.495039786,45.460428306,30.082718506,37.834504395,27.732479762,0,0.388020833,0,0
2012-07-03,126.733714428,95.296262331,92.222660526,78.502146606,81.777765134,64.606347109,74.439341725,44.999584520,42.904477539,43.342045695,1.697989226,0,0,0,0
2012-07-04,127.636989903,96.143682368,81.280187276,60.563607890,80.508751118,62.666047207,55.436469907,64.281559752,62.349961751,48.250099487,17.990820149,0,0.730611979,0,0
2012-07-05,118.743471154,95.849556114,100.801332934,70.619474894,77.447524699,70.451968493,47.417353877,38.385037944,38.644440511,46.312228800,3.584235119,0,13.174332682,0,0
2012-07-06,132.054669760,88.302042031,61.994349915,59.030567729,79.277574969,62.134882419,60.138893953,51.585970202,25.473597819,29.219500529,2.673850833,0,14.586227214,0,0
2012-07-07,126.279366629,93.962779645,72.696232050,63.391493123,74.608557532,55.014688025,77.071730324,32.134709044,0.245315755,22.609131063,1.010770506,0,1.025462240,0,0
2012-07-08,124.359389812,93.403908247,55.178766616,83.306803182,46.246031742,26.785602254,72.861105324,25.968125616,3.305437826,24.013006999,0.839216280,0,0.470195313,0,0
2012-07-09,129.530586959,90.240521800,68.202081034,74.528003743,67.575543501,31.569437698,24.063939525,34.909654978,21.065808919,23.679976807,0.754601518,0,0.619501953,0,0
2012-07-10,126.030465937,93.115392205,69.520137050,79.388047689,77.078261447,10.152822007,45.626220341,54.769623349,24.903971761,12.997712402,3.162113244,0,14.115885417,0,0
2012-07-11,128.500528756,95.508841471,68.859979742,87.481815796,80.473560490,9.324615645,32.677460214,62.283388263,12.300718180,11.286385905,6.663405238,0,28.232350260,0,0
2012-07-12,131.845067986,94.238626693,68.763693576,65.543927307,81.062847871,6.440464609,17.461877170,65.661432577,29.207410075,10.159762980,3.684555208,0,34.266061198,1.025099037,0
2012-07-13,131.566289361,80.444503112,79.199488684,83.136515198,72.952884995,19.294611446,2.590342159,68.775842938,12.338478190,3.183833415,1.714183571,0,21.912180990,1.482840613,0
2012-07-14,134.473078738,94.910720298,69.517141109,75.376994324,68.949487821,41.267554825,5.377764757,57.744345549,18.185954183,3.987151082,2.592503333,0,21.252320964,1.547637804,0
2012-07-15,132.760307126,95.670517530,107.876443878,65.156128235,67.338927799,53.134592199,13.878761574,66.737629608,3.231481527,6.483262736,1.304580000,0,0.109375000,1.591207189,0
2012-07-16,123.591007817,97.003554577,94.250690582,79.872169393,78.095543779,61.716043183,24.047710503,59.966248821,17.803131917,8.493304240,1.460793423,0,19.143375651,5.548435724,0
2012-07-17,125.755995669,98.726970929,85.420360133,66.193847555,81.391466590,55.223590601,29.931391059,70.171758608,33.594456380,5.721313477,3.380168720,0,25.757379557,0.622838640,0
2012-07-18,128.922558709,94.513946471,109.594889047,49.859072469,79.414697100,50.252183359,57.027520978,64.818150621,5.578061117,4.800121257,5.494533810,0,24.778212891,0.428359079,0
2012-07-19,135.376140356,95.377672910,58.415303663,68.725226237,82.746977374,45.160108949,45.034903791,55.700541596,15.685430094,5.374082235,2.152152738,0,18.260416667,0,0
2012-07-20,129.805087081,97.484761897,86.108243723,67.766063741,85.586791145,46.821191734,36.705939670,72.797543425,26.732295329,5.584332479,1.633909405,0,0.588251953,0,0
2012-07-21,134.945744576,94.081673111,118.705867927,74.434836833,77.133598520,44.666295784,42.010000723,69.172111575,2.305013021,13.342004598,2.214270833,0,0.052373047,0,0
2012-07-22,128.175064530,94.868453078,93.697343557,82.794415588,79.578220929,46.953984288,63.705296586,32.726211824,2.502323405,3.103773397,1.789970208,0,0,0,0
2012-07-23,126.248757222,97.947251936,91.061680727,63.393516134,89.909287288,48.131767509,42.936153067,47.317883634,10.087294515,4.807933553,2.744090625,0,4.296005859,0,0
2012-07-24,133.132132064,97.455716364,35.636566472,70.686826375,84.947974658,45.420786324,54.201456163,69.199418193,9.888563639,6.690329997,3.706589345,0,0.094619141,0,0
2012-07-25,125.239210219,97.245261022,113.764335698,85.922810974,84.307136330,44.544367476,64.599147859,78.001648179,4.401033122,5.210530599,3.278091458,0,5.075087891,0,0
2012-07-26,119.060883247,63.583317843,123.431026411,77.956700846,84.301059656,35.832575238,52.161376591,64.575370388,2.329616699,3.890177409,8.174908304,0,0.129628906,0,0
2012-07-27,123.466819667,95.336262364,125.536438103,84.157264404,85.225701458,38.932379736,56.803195168,82.845086212,2.371609701,6.181084595,1.620997262,0,6.968170573,0,0
2012-07-28,99.816182519,97.893498729,106.491351307,74.973740946,88.865131472,43.244194662,67.110981626,63.448156170,0.521882324,10.276294963,11.385104792,0,0,0.003630051,0
2012-07-29,87.967358241,98.656908423,107.447874000,63.601806844,86.625746898,36.566375397,60.801914786,43.076168909,3.911792806,2.393179728,3.706448988,0,0.146845703,2.957022569,0
2012-07-30,82.848832718,96.750245934,105.936847257,84.062382711,62.981476515,46.143948243,72.425813802,54.530537459,1.432309570,0.962036133,3.371014107,0,5.062067057,8.648555871,0
2012-07-31,83.969292650,92.999440156,73.921608009,69.913017985,30.422461348,44.622704776,60.424822772,69.479720653,23.287633464,3.330579834,4.003945387,0,0.516927083,3.849778153,0
