Day,[SDSC TRESTLES] XSEDE Utilization (%),[SDSC GORDON] XSEDE Utilization (%),[NICS DARTER] XSEDE Utilization (%),[TACC STAMPEDE] XSEDE Utilization (%),[GATECH KEENELAND] XSEDE Utilization (%),[PSC BLACKLIGHT] XSEDE Utilization (%),[TACC MAVERICK2] XSEDE Utilization (%),[NICS NAUTILUS] XSEDE Utilization (%),[CCT LSU SUPERMIC] XSEDE Utilization (%),[GATECH KIDS] XSEDE Utilization (%),[OSG] XSEDE Utilization (%),[TACC LONESTAR4] XSEDE Utilization (%)
2015-01-10,42.609351749,89.815788756,12.044652934,67.984426446,0,26.289740499,53.380453598,5.671901855,3.626443519,0,0.000000000,0
2015-01-11,44.091612356,95.376553575,4.111756949,55.476067184,0,43.667019246,42.850255682,11.401367188,2.059908681,0,0.000000000,0
2015-01-12,124.105869422,96.724024879,13.271402401,41.582406426,0,45.996582133,48.336157513,11.035771484,6.293759664,0,0.000000000,0
2015-01-13,117.402664563,92.480855796,49.007951593,17.127556731,0,48.204833883,3.023972222,8.263346354,5.768168171,0,0.000000000,0
2015-01-14,60.524216339,101.383642901,9.397508633,84.420093655,0,45.918588257,29.129137942,14.442816569,3.829147396,0,0.000000000,0
2015-01-15,72.577831227,102.082386428,14.614624878,86.059566253,0,38.086760254,60.808291035,32.683612061,4.020556771,0,0.000000000,0
2015-01-16,85.451175205,100.954147420,7.699086851,88.523308115,0,24.305501404,34.773551768,15.288258057,4.298665741,0,0.000000000,0
2015-01-17,85.249168343,99.511790136,4.102273898,90.375758436,0,23.354003703,9.117371843,11.029549967,6.783892708,0,0.000000000,0
2015-01-18,73.797080474,91.989156239,3.513556450,70.087963985,0,27.636162720,17.413615215,34.017397461,11.305172975,0,0.000000000,0
2015-01-19,98.339335375,92.364029322,4.788421422,79.090871541,0,40.112729797,20.443795770,26.855939128,16.183040683,0,0.000000000,0
2015-01-20,89.825551548,82.293859138,27.973839959,86.336726544,0,40.177707214,15.146500000,0.000036214,12.072045428,0,0.000000000,0.000000000
2015-01-21,113.344138042,89.518854463,17.669966189,91.549987580,0,37.612159831,5.786090278,0.000036214,11.673923843,0,0.000000000,0.000000000
2015-01-22,104.586010584,98.573388271,53.624152747,93.117038411,0,41.564995728,27.164789773,1.807002360,17.792582928,0,0.000000000,0.000000000
2015-01-23,103.207712088,93.109457850,14.174618223,95.454141832,0,46.689575094,78.281303662,2.480739746,18.662361690,0,0.000000000,0.000000000
2015-01-24,109.428647383,99.136993342,7.376007136,97.883708473,0,46.875931396,45.933115530,0.603624268,13.390776042,0,0.000000000,0
2015-01-25,95.153657028,97.870573382,6.975563421,93.234704563,0,45.440180868,64.350291035,0.000036214,8.163020775,0,0.000000000,0
2015-01-26,94.394355572,97.728679604,13.588477714,90.103268876,0,36.177671305,39.095012942,0.000036214,15.025967650,0,0.000000000,0
2015-01-27,118.874082341,93.312367728,79.231052997,95.047772610,0,46.438060404,42.079649937,0.000036214,12.082166319,0,0.000000000,0.000000000
2015-01-28,119.234952154,97.643340362,46.789169472,94.634363001,0,48.569901123,29.591680556,0,10.759828299,0,0.000000000,0.000000000
2015-01-29,111.114321711,78.079471576,62.784933169,93.408631755,0,48.167448527,39.177275884,0.123570964,12.698595023,0,0.000000000,0.000000000
