title
"XSEDE Utilization (%): by Resource"
parameters

start,end
2011-02-01,2011-07-31
---------
Day,"[NICS ATHENA] XSEDE Utilization (%)","[TACC LONESTAR4] XSEDE Utilization (%)","[NICS KRAKEN] XSEDE Utilization (%)","[PSC POPLE] XSEDE Utilization (%)","[TACC RANGER] XSEDE Utilization (%)","[SDSC TRESTLES] XSEDE Utilization (%)","[NCSA LINCOLN] XSEDE Utilization (%)","[PSC BLACKLIGHT] XSEDE Utilization (%)","[TACC LONGHORN] XSEDE Utilization (%)","[LONI QUEENBEE] XSEDE Utilization (%)","[NCAR FROST] XSEDE Utilization (%)","[PURDUE STEELE] XSEDE Utilization (%)","[NICS NAUTILUS] XSEDE Utilization (%)","[NCSA ABE] XSEDE Utilization (%)","[SDSC DASH] XSEDE Utilization (%)","[IU BIGRED*] XSEDE Utilization (%)","[NCSA EMBER*] XSEDE Utilization (%)","[TACC SPUR] XSEDE Utilization (%)","[PURDUE CONDOR] XSEDE Utilization (%)","[ORNL NSTG] XSEDE Utilization (%)"
2011-02-11,97.887685293,16.671294994,0,105.009031033,82.005991396,40.379954117,86.871256782,21.580444336,81.392745565,53.735752401,30.777063446,19.419967514,13.420976156,67.598914931,11.585340983,9.738711073,4.273565267,1.001591797,4.131537768,0
2011-02-12,98.636376330,20.654493107,0.004235218,98.806859809,88.456189964,46.025137327,86.387008192,23.097448120,78.338378906,47.658955059,61.125732473,20.792305256,11.494147542,61.794556337,8.685511068,9.679613851,2.870888672,0,3.790957143,0
2011-02-13,99.604023530,20.468276432,0.006602932,93.311589627,76.564031119,24.266301590,88.185631510,28.511731974,53.010877482,37.591766779,60.193440806,19.224353012,8.368611654,56.298215842,0,9.937991401,2.840760362,0.959345703,3.598056756,0
2011-02-14,99.723086191,14.884288470,0.016369048,96.577785916,81.904349805,14.880222571,82.712324219,27.829653219,68.017451579,56.170719265,60.110369568,21.101699853,2.040916341,65.897332031,6.197536621,9.911581760,3.560709093,0.623264974,3.667198006,0
2011-02-15,99.759263146,12.359213757,3.683838924,101.416509874,74.295269971,15.977024487,89.768241645,21.306238505,75.959626465,68.867934444,49.821379598,20.767002613,0,82.593174392,12.964084473,9.567054172,2.099331597,1.103587240,2.926742470,0
2011-02-16,98.973225196,38.167705621,67.309416413,93.788198242,77.481801665,22.878540599,70.305863444,10.381401672,73.413818156,54.550934537,28.752441457,18.730166748,0.002778320,68.899471571,14.694969076,9.194552544,2.891719293,1.641637370,2.466758542,0
2011-02-17,98.574837955,39.546957484,96.813136268,110.872732747,88.060383413,30.943981137,91.986322700,28.659428202,76.431021322,65.224758608,20.981092682,16.727860792,0.092068278,65.633620399,13.421404622,7.972282308,3.787467990,0.263453776,2.431305030,0
2011-02-18,98.109795407,33.213354998,91.508350624,112.771701931,87.066330401,21.113496255,89.720330132,20.072875977,74.190976766,68.060076098,39.273654531,49.137461040,5.619976807,62.702426563,12.500723470,1.311732992,5.297810059,2.378183594,2.527214464,0
2011-02-19,97.648761705,48.319926105,92.594608471,112.860194770,86.486482575,23.414811141,61.428047689,13.998254700,74.321135050,60.158109016,70.609004161,43.510128663,2.249348958,78.341781684,13.397244466,8.918068169,3.144380968,2.688802083,3.082506875,0
2011-02-20,97.337989874,51.920313879,97.802659446,84.593897027,80.466779620,21.723786961,22.491717394,12.826307475,69.378322957,52.433800836,60.472167969,45.443492150,7.195141195,75.147995790,6.499240723,8.918116184,2.209674208,2.741897786,3.351234435,0
2011-02-21,97.427213172,22.484678819,96.791594912,96.665233290,84.059439800,19.511119780,56.263774143,26.757563680,63.392708944,73.744244090,58.625596822,43.304346071,8.149649251,78.522846224,5.336588542,8.710126546,5.836822645,1.499127604,2.797996250,0
2011-02-22,99.666541999,8.861821970,96.709248397,113.999045681,79.651852121,15.644785007,72.662488878,29.055610046,55.925374349,72.725692833,66.068359375,41.652625338,0.383463135,69.044194358,9.657787272,8.680074870,6.339356825,4.007376302,2.516809107,0
2011-02-23,99.294104079,63.509864063,65.230730078,103.478667535,80.789767378,20.964960237,71.524136285,7.778392843,64.900733846,52.101623160,49.340341085,47.836660076,4.284632975,62.627507813,5.136429850,1.791659071,7.586969672,0,3.088811310,0
2011-02-24,93.254445068,50.353234381,98.614868242,103.956433377,83.035798208,30.824305613,26.524609375,20.246509603,60.873349406,56.682407841,39.491626892,38.766638088,3.632559001,66.097702734,7.091940918,3.133452827,7.088787706,2.310908203,2.835170149,0
2011-02-25,90.817864029,60.058644233,89.475074050,99.020573459,84.514488833,36.315726732,13.103153754,29.583116455,55.586887004,29.008058414,27.517740885,28.601188352,2.741165365,72.287396050,4.724121094,5.723980984,5.655317925,0,3.497633036,0
2011-02-26,54.388007028,75.830356933,84.305169518,102.001314562,84.887181559,41.837287235,22.132688802,47.272913106,52.497404785,40.084449227,59.607892049,33.510454927,7.382650146,69.750461892,2.788266602,4.408404948,5.009380425,0,2.799792917,0
2011-02-27,60.875091354,80.355076746,59.940513958,95.476463759,83.563342795,30.471546723,26.108723687,39.593464864,54.987539673,78.137721120,55.017822266,30.619245112,3.575231527,57.381571354,8.421223145,2.973361545,4.195977105,1.093460286,2.504340268,0
2011-02-28,41.773450313,55.911283665,36.106372738,87.576708442,86.915814503,27.750147030,33.968264974,22.916011251,51.300315552,63.861842331,39.534215851,44.220590414,2.284125570,66.403185938,5.002043457,1.291322835,3.487378472,0.677516276,2.494955982,0
2011-03-01,99.676394776,33.912633289,93.754277776,94.627494032,86.022341302,48.208708400,47.628404405,45.769124247,29.412864380,35.798581665,43.312056885,68.799128814,12.868516846,72.432200738,0.053765462,4.185815430,2.609531521,0.961953125,3.246561310,0
2011-03-02,96.733498195,85.361777095,91.368807380,85.608701172,84.546250371,54.750349863,50.644419759,37.361612956,59.990668538,38.084589493,53.607928263,69.060416958,3.526791992,65.335217839,4.039532878,15.409786919,6.168105197,0.595921224,4.152551577,0
2011-03-03,99.291374506,65.582115205,93.280775747,95.241022135,78.395473150,78.163250420,36.018307834,32.487593689,60.888590495,45.891517278,32.475920410,29.090590414,3.014070231,46.643536024,0.874493815,11.644647217,4.519799805,0.404658203,4.212395952,0
2011-03-04,94.351483498,43.358527221,94.346128564,72.051544596,82.326702401,69.878383809,42.722138129,38.561478170,53.337556152,49.797609702,40.954210154,36.273132057,6.830431315,41.007301519,4.332248535,8.824746094,4.278601888,1.772135417,3.597049792,0
2011-03-05,99.249436179,20.042864703,98.597303396,58.509367405,87.505087520,48.388028584,28.356819119,41.170233663,44.306400960,41.054900589,68.913935903,24.691896463,10.041060791,38.866310720,2.526800944,8.813898655,3.926702474,0.644098307,2.338214881,0
2011-03-06,98.178645048,23.569901553,94.423515769,61.010538194,85.476797159,59.068940490,30.378152398,35.414207357,59.027610474,24.124105929,71.398980052,20.943435225,11.566486816,50.767981944,9.362123210,9.727770996,3.458125814,0.398294271,3.226033185,0
2011-03-07,98.467819057,33.981026181,90.325902826,87.902055122,83.798971308,33.998374348,27.238450792,31.462519938,67.248679606,37.346937999,60.183629964,23.309022840,4.210340576,60.410375130,6.329788411,9.270210910,3.089217665,3.673899740,2.665689524,0
2011-03-08,99.021742737,32.801433119,86.766758289,86.749982639,85.298897530,27.390408503,35.224902344,26.110107524,75.990799967,39.835983970,71.358199463,27.449032755,9.230034993,43.315146528,6.246202799,9.491515164,1.946314562,4.403502604,4.280463244,0
2011-03-09,97.844223806,37.270529146,69.818309776,109.994922418,84.479721547,23.755261324,46.161970215,8.315637410,72.217805176,36.943163907,67.327871857,28.064365552,43.869140218,50.759377127,6.352647298,9.611429036,0.439765082,0.685475260,3.754005506,0
2011-03-10,96.183735617,53.575610214,35.543313835,79.014532878,80.369744023,23.898615589,29.508321940,35.916540324,32.898202311,44.458908355,51.969400940,26.311933674,11.054759521,31.046768273,5.304326172,8.824096544,3.020457628,2.276621094,4.579127619,0
2011-03-11,99.599309734,48.747607652,70.755049013,104.075045573,40.553465685,40.900092202,48.685564779,41.866486613,12.034650065,67.006168132,51.149432170,29.048860057,3.206371663,34.706068967,0,6.698590224,5.754109701,2.468460286,2.803275774,0
2011-03-12,98.209178071,30.572836942,97.419741148,52.613346897,5.940920767,21.951855354,72.887586806,7.982403666,0,83.500873331,77.833306224,40.056701544,0.595757243,53.722164844,0,1.002165527,8.930623372,0,2.956317798,0
2011-03-13,91.141444072,53.195829255,96.699001663,55.804324049,53.422634751,11.620439563,25.847361017,27.376018916,28.134661812,71.917838372,71.723363833,43.765146733,3.544685802,42.716413225,0.295422045,9.136062755,7.527553216,0,2.945728416,0
2011-03-14,85.798319920,55.571531088,93.887409146,95.272639974,78.199433098,20.385294668,45.596625977,24.760895793,40.450511678,69.191998113,59.621437276,69.893327093,9.307002360,25.404716667,0.479492188,8.855128309,5.129008247,0.402919922,3.334541012,0
2011-03-15,95.423375374,70.795991864,95.945454581,85.633493381,12.200559075,43.438295431,49.963181424,28.977394511,53.251048991,74.494743482,26.785997213,71.728008177,0,39.262503602,3.276367188,8.711023220,3.019289280,0,3.161134762,0
2011-03-16,99.622286749,86.096082577,97.439333527,67.794039171,82.262971701,56.405537012,56.151216905,11.004335632,51.424487915,81.025922218,41.948884226,60.383674237,9.710376790,18.548635460,2.155708008,7.814635281,3.155942383,5.384547526,2.484080744,0
2011-03-17,99.481827811,95.519443295,96.173442947,76.317372504,82.702050603,92.157549213,73.047002224,62.068391215,57.724803874,73.143795846,57.811921285,44.594987285,15.360469157,10.941372352,1.136538086,6.989664714,3.786421441,4.313802083,2.479644018,0
2011-03-18,99.176946938,66.956540992,95.316937465,97.691653103,87.784066483,75.253159906,71.321120063,58.613715108,49.195628866,89.476914140,15.334960988,22.829487857,6.117685140,19.980119054,3.660264486,7.201732449,2.423473307,7.592304688,3.145942589,0
2011-03-19,92.002743448,54.146071865,98.068890483,97.927298720,88.369139454,59.894787131,73.994954698,42.802517395,46.845838623,80.747586624,25.814552511,18.745176547,10.970187581,11.865409983,11.346499023,5.685925022,3.474168837,14.910156250,3.817194345,0
2011-03-20,69.635343251,83.649980414,95.700959785,90.216531576,87.463358998,66.508037896,38.722680393,30.844116211,46.788085734,57.746094608,52.569453481,16.834862414,10.836154378,31.113401085,18.188657227,4.344384630,2.940958116,4.198496094,2.950929077,0
2011-03-21,39.882473681,61.684012375,91.990481409,92.421710612,86.263586644,71.749587616,59.254737956,46.076361796,49.400734049,85.662445812,45.028546397,21.821021720,2.527977295,36.433133290,24.949001465,3.371371121,5.063590766,0.709055990,3.661647619,0
2011-03-22,68.741079367,32.894784586,93.209747360,83.831574978,89.889853959,78.052682590,76.301110569,49.873819885,20.507559814,83.994190213,18.713849131,25.698713839,0.289071452,36.952804818,38.267325033,2.286618110,5.332905545,0,3.137232381,0
2011-03-23,95.106204658,60.333193010,35.319337539,39.229848633,89.723279642,79.342325861,70.715626899,16.440832011,25.942998047,59.508397970,21.619583689,29.316708368,0,28.250663932,27.001627604,1.289907769,5.951127387,0.254195964,5.106514435,0
2011-03-24,83.347690949,74.605647832,94.848527110,106.343833550,89.318299709,62.714620938,66.024604221,40.449123840,42.138030192,67.086241034,27.854763387,28.005127438,0.593939616,42.349624609,26.108253581,0.682049018,5.710814345,1.269964193,4.076210804,0
2011-03-25,82.789794391,71.566863129,96.668873214,100.511127930,89.299001041,79.003602718,80.007908800,52.008495076,60.501071777,46.404432307,16.879557292,25.021249650,13.565709229,32.890319705,13.535372721,0.689691569,7.084486491,2.366464844,2.630840387,0
2011-03-26,63.595840559,62.537252503,94.297758782,111.691000977,88.165519265,53.222300359,75.605757921,32.232706604,42.313458455,45.821814730,29.650236918,26.626383212,5.658139648,30.767622005,33.561451009,0.660049235,8.184563260,0.394098307,2.383574494,0
2011-03-27,23.589465407,49.721302764,94.237963716,108.320187174,89.300329623,42.141907908,78.612485080,25.171829834,9.508111165,59.010070094,31.122377726,25.252578621,7.055944010,26.884744054,17.342591960,0.419191081,7.457850206,3.317561849,2.303121875,0
2011-03-28,85.078781652,42.005254357,94.703294895,114.324170464,86.305009197,28.716623092,64.677210015,42.937694295,16.498191528,60.970002495,35.876754252,22.099508329,2.897551270,22.461477995,15.211607259,0.639247640,11.094632975,14.860244141,2.386240804,0
2011-03-29,83.903909251,54.276303141,84.127326252,110.264901259,89.395798962,31.892681063,42.460074870,62.374561666,15.690212402,62.212839789,33.056161397,5.913977872,9.103189697,12.667042839,41.259493815,0.606284044,9.140247667,7.365742188,2.285763125,0
2011-03-30,89.571529509,82.104679040,88.064516712,93.013671332,92.643819372,36.596336484,81.686849772,13.516886495,22.438870239,49.132800571,38.317825928,30.242882605,12.236111247,17.914165495,41.891962891,0.442785102,5.783019206,5.923323568,2.362912470,0
2011-03-31,88.379625813,64.522396201,93.657062067,114.741910807,91.109861925,69.247571109,87.312138129,53.008838501,16.591476034,46.076101469,24.576226095,25.076434129,7.588198242,12.690148394,40.959797363,0.536400960,4.491273600,0.873554688,2.286731726,0
2011-04-01,91.745914806,13.359056238,73.186913546,111.898684896,86.384563312,56.823902472,79.088204210,50.465924276,29.229089559,27.930089508,26.137758586,28.663439250,3.055781250,9.808957248,30.453015951,0.622390001,4.236739095,6.654225260,2.399873423,0
2011-04-02,90.943650751,0,78.800113106,95.870434570,85.128604554,41.626500611,83.415141873,34.865858358,51.922146200,15.830519508,49.731716512,27.831314215,1.155752767,9.358338932,208.967194824,1.779738363,4.007702908,3.238860677,2.285771488,0
2011-04-03,89.517537077,22.271136233,96.577922631,98.576545139,78.224278574,32.467441487,88.217556695,17.786851603,41.484510498,19.155207086,35.147741241,29.919293871,1.063982747,8.312388064,55.623409017,0.610075819,4.166642524,0.907262370,2.285748274,0
2011-04-04,92.236474078,43.338717301,93.178448111,114.456867947,81.705840565,28.637606957,87.503798014,25.312847900,25.914501343,30.705828109,35.648781077,29.415316583,5.621645508,10.876592144,32.145000814,0.220165066,3.632945964,6.216871745,2.531470595,0
2011-04-05,91.948904380,27.546803597,91.019495694,108.650224609,86.626053913,39.099294131,89.565556641,38.789772237,22.019757487,56.034618341,52.143618011,37.732257897,7.873869629,15.544513932,34.722076823,0.803001166,4.814692112,1.953414714,3.282407708,0
