title
"XSEDE Utilization (%): by Resource"
parameters

start,end
2010-08-01,2011-01-31
---------
Day,"[NICS ATHENA] XSEDE Utilization (%)","[PSC POPLE] XSEDE Utilization (%)","[NICS KRAKEN] XSEDE Utilization (%)","[TACC RANGER] XSEDE Utilization (%)","[NCSA ABE] XSEDE Utilization (%)","[NCAR FROST] XSEDE Utilization (%)","[LONI QUEENBEE] XSEDE Utilization (%)","[PURDUE STEELE] XSEDE Utilization (%)","[NCSA LINCOLN] XSEDE Utilization (%)","[TACC LONESTAR] XSEDE Utilization (%)","[SDSC TRESTLES] XSEDE Utilization (%)","[TACC LONGHORN] XSEDE Utilization (%)","[SDSC DASH] XSEDE Utilization (%)","[IU BIGRED*] XSEDE Utilization (%)","[TACC SPUR] XSEDE Utilization (%)","[PSC BLACKLIGHT] XSEDE Utilization (%)","[PURDUE CONDOR] XSEDE Utilization (%)","[NCSA COBALT] XSEDE Utilization (%)","[NCSA EMBER*] XSEDE Utilization (%)","[NICS NAUTILUS] XSEDE Utilization (%)","[ORNL NSTG] XSEDE Utilization (%)"
2010-09-15,99.449076167,97.693323025,48.413282280,90.571421401,83.754465712,33.023057709,57.346402663,21.568362029,32.453620334,51.498326127,0,8.542253825,21.807869466,3.130885010,11.275169271,0,9.570358631,5.487391764,0,0,0.015409226
2010-09-16,88.253493808,86.622416450,80.516486899,86.521651085,49.411636762,16.532579193,42.960343142,31.009326649,28.442575684,48.420127426,0,4.471656698,13.099446615,2.763949110,2.170139974,0,2.141193452,3.284752197,0,0,0.015580357
2010-09-17,90.308752540,71.135295681,82.070358228,89.235252444,20.147559896,16.766239929,49.789261789,36.819933277,15.735918240,42.834495006,0,0.347412313,0,2.611162381,1.579427083,0,4.093320744,0.899907227,0,0,0.794717262
2010-09-18,96.727312814,67.562536350,80.870791602,80.930331806,9.134566927,9.545166016,46.337100253,29.723602090,22.556007487,47.458973459,0,1.216615804,0,3.014632026,0,0,4.737143542,0.634230143,0,0,0.015617560
2010-09-19,91.525299341,77.238805881,82.228377718,81.814486325,7.803012240,6.464129384,48.217828250,48.269050602,23.336974555,44.676894620,0,0.212596842,0,3.209311388,2.544560547,0,1.375443125,0.460011800,0,0,0.015252976
2010-09-20,98.272286010,85.088590495,84.067862347,82.231494769,9.941221267,10.242015737,52.263570047,31.748275009,28.834798177,38.734689355,0,7.069928182,0,3.130336643,3.149596354,0,6.870618393,1.642203369,0,0,0.010997024
2010-09-21,97.957355478,88.902510851,83.779110494,85.210729048,24.443105729,54.845956217,51.006710407,35.831405375,28.234956326,53.653054723,0,6.540875244,0,2.947802192,1.182145182,0,6.344932738,3.761623535,0,0,0.004717262
2010-09-22,93.547598187,82.279541558,63.288163454,85.451589772,67.153314931,50.378146820,57.617565026,34.952378978,30.227868110,43.932192851,0,5.861088460,0,2.987643365,4.427083333,0,4.544184286,4.127483724,0,0,0.395922619
2010-09-23,92.101785978,90.035519206,79.438669590,83.977943774,68.060158203,20.672155304,55.827402617,32.559172732,26.218738064,52.506422874,0,4.780797729,0,2.981526557,17.972799479,0,1.927647173,9.151028646,0,0,1.234538690
2010-09-24,98.910606184,77.718088108,81.884221252,81.557314883,74.116624089,19.128219045,31.868986012,29.263286732,29.271858181,50.858700771,0,0.001876221,0,2.564418403,7.068427734,0,2.181606280,9.040133057,0,0,1.543400298
2010-09-25,93.302904454,77.102991536,83.385111212,84.203947483,64.737915625,14.575846354,31.154931465,30.915904197,24.855275608,48.479275614,0,0,0,2.644597711,0,0,2.664697083,7.549068197,0,0,0.009464286
2010-09-26,83.579676349,51.838041450,73.488949025,73.965690316,66.673794141,8.784622701,40.350850331,32.464799074,18.541660156,50.153233876,0,0,0,2.605887858,6.365016276,0,0.968230149,5.171069743,0,0,0.008266369
