title
"XSEDE Utilization (%): by Resource"
parameters

start,end
2010-08-01,2011-01-31
---------
Day,"[NICS ATHENA] XSEDE Utilization (%)","[PSC POPLE] XSEDE Utilization (%)","[NICS KRAKEN] XSEDE Utilization (%)","[TACC RANGER] XSEDE Utilization (%)","[NCSA ABE] XSEDE Utilization (%)","[NCAR FROST] XSEDE Utilization (%)","[LONI QUEENBEE] XSEDE Utilization (%)","[PURDUE STEELE] XSEDE Utilization (%)","[NCSA LINCOLN] XSEDE Utilization (%)","[TACC LONESTAR] XSEDE Utilization (%)","[SDSC TRESTLES] XSEDE Utilization (%)","[TACC LONGHORN] XSEDE Utilization (%)","[SDSC DASH] XSEDE Utilization (%)","[IU BIGRED*] XSEDE Utilization (%)","[TACC SPUR] XSEDE Utilization (%)","[PSC BLACKLIGHT] XSEDE Utilization (%)","[PURDUE CONDOR] XSEDE Utilization (%)","[NCSA COBALT] XSEDE Utilization (%)","[NCSA EMBER*] XSEDE Utilization (%)","[NICS NAUTILUS] XSEDE Utilization (%)","[ORNL NSTG] XSEDE Utilization (%)"
2010-09-27,54.235137642,36.789045681,83.892646658,49.043332162,78.871748438,17.348795573,34.263059038,41.446330429,25.356258952,36.554000785,0,6.007758179,0,2.767348904,8.570022786,0,2.432348690,3.932491048,0,0,0.008928571
2010-09-28,90.124591321,81.816202257,84.812895500,40.824588388,70.096740755,54.804669444,40.612273734,47.962622305,11.993972711,46.624376498,0,0,0,2.473024089,0,0,1.261579673,7.204035238,0,0,0.400632440
2010-09-29,95.262629654,90.299449327,61.034711881,78.742432448,73.212661155,63.417787933,35.305889939,41.317451766,15.847794596,41.828073131,0,3.835173340,0.024378255,3.217686089,4.600696615,0,1.209899107,7.187684733,0,0,0.009427083
2010-09-30,91.856213893,95.562757704,85.029676900,81.215079600,59.135928863,51.015416972,42.634539983,44.549789742,22.535584581,47.519237586,0,0.688404134,0,2.869226617,1.589117839,0,0.020044970,6.674629720,0,0,1.269345238
2010-10-01,93.091253324,94.438277452,82.582886986,83.579976076,50.545892014,29.347384949,39.804314964,41.872356523,20.138442925,49.223629852,0,12.523568522,0.007559408,2.287837185,3.965999349,0,0.000082024,4.174403483,0,0,0.009010417
2010-10-02,94.631953910,55.629225260,81.415051851,80.135145585,46.196615365,43.316116892,29.143236028,40.692832855,13.064428711,40.272426513,0,12.172969157,0,1.421373155,4.183450521,0,0.029142798,4.849401449,0,0,0.008883929
2010-10-03,91.421254248,29.073885634,77.262976777,70.974529748,65.238503168,29.879367371,39.696412799,38.126062955,7.064163683,52.056942708,0,14.517912598,0,1.317563612,0.581741536,0,0.000009911,3.676661784,0,0,0.009129464
2010-10-04,91.526519005,81.015474175,85.872103640,78.578548151,58.849603733,51.169659627,28.020356786,34.337850352,4.694275445,44.740004352,0,32.751446940,0.051685384,0.989138726,0.940540365,0,0.315936429,5.481290283,0,0,0.008802083
2010-10-05,86.328134719,65.039484049,83.323732432,82.909143272,73.379091233,39.222791951,35.052670752,33.322843237,10.106205241,40.171630280,0,38.237865194,0.082067057,1.697318658,0.869794922,0,0.524821339,4.180817057,0.130062120,0,0.009010417
2010-10-06,90.179556207,47.997576497,79.063346398,89.123250947,78.056450477,51.394422709,36.474141950,14.569261093,17.399841851,47.136435146,0,24.309434611,0.054344076,6.473465305,2.348525391,0,0.935494196,4.985360921,0.127364638,0,0.009129464
