,[CCT LSU SUPERMIC] XSEDE Utilization (%),[GATECH KEENELAND] XSEDE Utilization (%),[GATECH KIDS] XSEDE Utilization (%),[IU BIGRED*] XSEDE Utilization (%),[LONI QUEENBEE] XSEDE Utilization (%),[NCAR FROST] XSEDE Utilization (%),[NCSA ABE] XSEDE Utilization (%),[NCSA COBALT] XSEDE Utilization (%),[NCSA DTF] XSEDE Utilization (%),[NCSA EMBER*] XSEDE Utilization (%),[NCSA FORGE] XSEDE Utilization (%),[NCSA LINCOLN] XSEDE Utilization (%),[NICS ATHENA] XSEDE Utilization (%),[NICS DARTER] XSEDE Utilization (%),[NICS KRAKEN] XSEDE Utilization (%),[NICS NAUTILUS] XSEDE Utilization (%),[ORNL NSTG] XSEDE Utilization (%),[OSG] XSEDE Utilization (%),[PSC BIGBEN] XSEDE Utilization (%),[PSC BLACKLIGHT] XSEDE Utilization (%),[PSC BRIDGES LARGE] XSEDE Utilization (%),[PSC BRIDGES] XSEDE Utilization (%),[PSC GREENFIELD] XSEDE Utilization (%),[PSC POPLE] XSEDE Utilization (%),[PURDUE CONDOR] XSEDE Utilization (%),[PURDUE STEELE] XSEDE Utilization (%),[SDSC COMET] XSEDE Utilization (%),[SDSC DASH] XSEDE Utilization (%),[SDSC GORDON] XSEDE Utilization (%),[SDSC TRESTLES] XSEDE Utilization (%),[Stanford XSTREAM] XSEDE Utilization (%),[TACC LONESTAR4] XSEDE Utilization (%),[TACC LONESTAR] XSEDE Utilization (%),[TACC LONGHORN] XSEDE Utilization (%),[TACC MAVERICK2] XSEDE Utilization (%),[TACC RANGER] XSEDE Utilization (%),[TACC SPUR] XSEDE Utilization (%),[TACC STAMPEDE] XSEDE Utilization (%)
2010-02-01,,,,1.7663814290000002,0.0,47.410472768000005,57.507605773,4.843100993,74.193163496,,,24.159498969,0.0,,84.50047352600001,,4.34375,,26.493138955,,,,,77.81890191,8.096133868999999,41.810137178000005,,0.0,,,,,16.24815625,0.08526835099999999,,79.980365582,5.315390625,
2010-02-02,,,,1.043434245,7.88565572,41.310112712,67.952962891,4.775467529,76.059411026,,,32.510905219,0.0,,82.704816568,,6.889791667000001,,32.475141746,,,,,79.575435113,18.295042975999998,34.681322322,,0.0,,,,,27.284037456999997,0.120284424,,79.407642991,6.496816406000001,
2010-02-03,,,,2.665047879,59.92082460100001,39.727195384,56.53734375,4.214051513999999,71.464649004,,,24.346342230999998,0.0,,56.335123702,,5.556912202,,92.728956539,,,,,82.452668186,10.973366369,33.084611854,,0.0,,,,,33.153189355,0.0,,74.059240359,21.731910807,
2010-02-04,,,,2.534910482,58.029307245,42.414152934,59.56140447,4.318035889,72.504434289,,,30.722626139000003,0.0,,84.600129267,,3.822373512,,88.93778319399999,,,,,91.085852865,14.640208005999998,35.606307916,,0.0,,,,,23.311701555,0.005976766,,78.636903106,7.349970702999999,
2010-02-05,,,,3.124957818,51.804017122,21.348777517000002,62.603496137,5.1318469239999995,71.70422616100001,,,24.766541341,0.0,,84.877549053,,3.348296131,,71.69101684600001,,,,,91.20050238700001,11.58841753,36.225994832,,0.0,,,,,33.637825770999996,0.182535807,,81.35021604800001,6.743632813,
2010-02-06,,,,2.6926329210000004,46.801206493,32.184787291999996,61.259774478999994,5.732661947,76.752644104,,,40.256173231,0.0,,74.792980819,,0.01078869,,17.767692285,,,,,86.672068142,8.980260655,19.61282014,,0.0,,,,,38.816314926,0.0,,80.682968029,0.772858073,
2010-02-07,,,,2.498532172,43.592708723,17.447012430999997,61.75627895,5.824314372000001,79.61491600800001,,,36.127923448000004,0.0,,79.455413375,,0.008221726,,77.01963476899999,,,,,84.972126194,7.86348622,15.093169618,,0.0,,,,,21.974166809,0.0,,70.799556809,0.0,
2010-02-08,,,,3.726331787,46.240442474,23.751166381999997,56.49992296,7.077438965,77.92659317399999,,,26.851694878000004,0.0,,78.052963188,,5.068697917,,86.023258971,,,,,87.273196072,6.406675237999999,18.257613557,,0.0,,,,,9.776436073,0.198698934,,77.08662386600001,0.38874349,
2010-02-09,,,,3.277471924,49.066271675,21.203504892999998,52.519765408000005,5.987587484,76.92579133699999,,,28.423110623000003,0.0,,59.891575595,,3.564270833,,84.115270036,,,,,92.37758680600001,5.268130506,22.078367395,,0.0,,,,,16.020710688,0.055550944000000005,,71.55875039,4.961370443,
2010-02-10,,,,1.872621935,58.069563841000004,29.494936422,58.502913715,5.938023275,74.38500926399999,,,29.779013671999998,0.0,,64.726661666,,3.251116071,,92.609757775,,,,,81.978116319,5.000565208,35.92054218,,0.0,,,,,39.527920091,0.049393107,,75.85712098,4.922744141,
2010-02-11,,,,1.934142117,61.852537893000004,32.416603394,63.888090365,5.980489095,73.025057436,,,44.9784375,0.0,,75.550063761,,5.44250744,,60.645963616,,,,,87.874384766,4.844009613,41.999880961,,0.0,,,,,30.850548516,0.38307027200000004,,76.671428587,2.106337891,
2010-02-12,,,,2.252114258,58.353767933,25.509349771999997,59.116529818000004,5.512791748,75.42707880399999,,,32.488865831,0.0,,80.164235207,,3.537075893,,97.315406699,,,,,88.07834092899999,4.517926339,49.428680128,,0.0,,,,,26.101963399000002,0.350952352,,84.6909069,1.47063151,
2010-02-13,,,,1.896068387,46.718098646,12.03738973,75.520336415,7.884591471,75.17226511,,,33.589518229,0.0,,67.087831921,,0.017775298000000002,,84.83948126,,,,,91.45826117600001,3.4194336310000004,52.693745217,,0.0,,,,,37.034332334,0.0,,79.19233931699999,5.37789388,
2010-02-14,,,,2.86440701,36.259255941,1.5602032469999998,60.685233376999996,7.944640706,79.310380435,,,40.454348687,0.0,,75.498161043,,0.018355655,,41.477731958,,,,,91.321296115,3.281079524,47.806757186000006,,0.0,,,,,31.668419378000003,0.0,,78.748549705,5.72077474,
2010-02-15,,,,3.945353054,56.746415061,24.176604055,64.231914627,5.714909668,76.799452816,,,41.137062446,0.0,,73.120786672,,3.393846726,,29.264522428000003,,,,,91.384663086,3.4100490480000003,41.788531168,,0.0,,,,,24.282713041999997,0.028754272,,65.418990588,2.361979167,
2010-02-16,,,,3.180760634,47.764810613,20.363127492,64.655350955,6.974174805,78.068399004,,,60.96489746100001,0.0,,27.090358257,,3.458504464,,45.963037879,,,,,98.913811306,3.257133423,44.89342531,,0.0,,,,,26.410559432,15.637844442,,63.65102778600001,4.591435547,
2010-02-17,,,,2.038899604,2.513348381,22.673385110999998,66.764474523,6.193490397000001,59.743576868999995,,,37.781076118,0.0,,63.167013852,,3.795967262,,84.245529904,,,,,103.221214193,5.82611369,40.384304953000004,,0.0,,,,,25.234296804,33.963604533,,81.511426139,1.761575521,
2010-02-18,,,,2.352156169,0.0,52.124430288,58.463948698,6.199392497000001,65.699066411,,,62.992584635,0.0,,70.48277972300001,,5.615818452,,87.844323465,,,,,105.230540365,8.732911845,46.89186251899999,,0.0,,,,,27.968160815999997,23.65980367,,81.97251975,4.168548177,
2010-02-19,,,,2.9431091310000004,0.0,27.500560556999996,66.928083637,6.243255615,73.651089427,,,77.53906168600001,0.0,,83.868805036,,2.5535714290000002,,90.502241128,,,,,107.35509928399999,7.994003006,45.968095488,,0.0,,,,,29.003974956999997,0.853429769,,83.21822308600001,0.259404297,
2010-02-20,,,,1.56083469,0.0,41.718216502,55.705661848999995,6.59237915,78.804742877,,,75.045675456,0.0,,86.611194521,,0.018102679,,85.110157297,,,,,105.607445204,7.644367917,43.294340297,,0.0,,,,,24.705491795,0.0,,83.32299638,0.0,
2010-02-21,,,,1.7553409830000002,3.4310000000000003e-06,22.333197734000002,68.78296862,6.025918783,61.063893692,,,64.356077203,0.0,,85.015378689,,0.018355655,,73.744712121,,,,,101.79330023899999,7.411582946,41.023382209,,0.0,,,,,26.79182042,0.0,,84.483325837,3.627747396,
2010-02-22,,,,1.6047319880000002,3.7880609869999997,21.389232432,63.908702516999995,3.52381958,65.598880105,,,53.256510417,0.0,,80.858941087,,12.627105655,,90.56463447,,,,,104.868941515,6.687243362999999,40.196431446,,0.0,,,,,32.955911815,1.686220703,,87.339020381,5.127167968999999,
2010-02-23,,,,2.198011475,35.410061907,44.637948507,65.090050955,6.470184326,78.461543149,,,46.047037489,0.0,,77.27609114100001,,3.4478348210000003,,87.865251794,,,,,106.61211751299999,5.824165565,37.562418346,,0.0,,,,,38.209544449,0.187030029,,77.625694875,5.351126302,
2010-02-24,,,,2.178231879,50.244185457,39.857575581999996,55.162974436000006,7.90181193,75.961920084,,,57.285470378,0.0,,66.283755137,,3.337254464,,96.429587919,,,,,105.57704698399999,6.193237917,31.42511554,,0.0,,,,,35.749230094,0.7655841059999999,,84.03803796300001,1.980035807,
2010-02-25,,,,4.16937812,66.006592986,20.612358957999998,49.291848741,9.37535319,77.998002923,,,51.603702528,0.0,,77.65888295100001,,4.237217262,,96.662876096,,,,,103.65783745700001,4.62983253,28.286789205,,0.0,,,,,32.803341538000005,0.920112101,,77.962593925,2.087239583,
2010-02-26,,,,4.7292945689999994,92.21336530100001,26.063087819,45.784590972,6.86134847,77.339871953,,,47.532051866,0.0,,80.713700238,,3.37983631,,94.67130502399999,,,,,98.49251302100001,4.135615298,28.309654489,,0.0,,,,,36.395869649,0.6773048909999999,,65.470533437,0.0,
2010-02-27,,,,1.98402832,91.23724956299999,34.285635426999995,40.167056466999995,4.392357178,73.937593462,,,45.748366428000004,0.0,,74.613811864,,0.01843006,,87.057711822,,,,,98.261790365,5.09913625,25.101264931,,0.0,,,,,36.043729309,0.21115458199999998,,77.00536506600001,6.193720702999999,
2010-02-28,,,,2.088335368,65.09892730199999,42.607412923000005,32.687283681,3.74029541,73.597682189,,,56.980306261,0.0,,75.88077189399999,,0.018184524,,91.68546800200001,,,,,97.75078938799999,4.229789673,22.751256765999997,,0.0,,,,,32.949939212,1.335756632,,71.01718058600001,5.665797526,
2010-03-01,,,,3.1709181039999996,94.939555031,48.87918655399999,61.449856727,3.291919352,53.199527956000004,,,74.90825141100001,0.0,,84.99695245699999,,3.4790848210000003,,93.87334190600001,,,,,97.296694878,5.8937164289999995,32.109998075,,0.0,,,,,29.095634346,0.10826721199999999,,70.926631978,7.010849609,
2010-03-02,,,,0.54051378,87.28349738,40.738697255,63.759762587,5.738552246,49.523210021000004,,,75.91520752,0.0,,66.807169751,,3.8263020830000003,,95.484510666,,,,,94.24663085899999,9.753445744,35.555874627,,0.0,,,,,26.592754351999996,0.053136597,,76.4417621,7.146699218999999,
2010-03-03,,,,1.069289415,77.33358798,45.402479451000005,59.620819184,5.370377604,64.482126565,,,71.525848524,0.0,,66.47159689,,3.387566964,,83.446567883,,,,,97.180710178,25.743836905,37.266195875,,0.0,,,,,30.59045869,1.93127889,,75.539798204,9.711227213999999,
2010-03-04,,,,1.147170003,79.002068753,21.590476634,58.077592405,7.973068848,64.143955863,,,52.385067546,0.0,,84.127991939,,5.4090625,,84.616611045,,,,,96.806864692,22.378980326999997,27.501209465,,0.0,,,,,36.334736086999996,2.255574748,,76.32574696399999,6.947770182,
2010-03-05,,,,2.180226644,84.84959768,22.210440216,65.608733767,8.909639486,64.153170907,,,48.88906385600001,0.0,,77.323479382,,3.500372024,,90.29522258799999,,,,,96.07456326,18.744002827,23.451325646,,0.0,,,,,33.269999215,3.070298665,,77.604260393,11.586083984000002,
2010-03-06,,,,3.36580268,89.942467565,36.733136139,61.120900694,8.903433838,72.506515975,,,54.297115885,0.0,,85.846457754,,0.018519345,,79.848496611,,,,,68.902314996,13.721531369000001,31.678599524000003,,0.0,,,,,40.938346604,0.150408732,,74.93084991399999,0.0,
2010-03-07,,,,2.703522949,83.588174198,18.363299357,47.792817925,8.966512451,66.60732748699999,,,28.955499946,0.0,,83.032999505,,0.018482143,,44.760325857,,,,,90.97750271299999,8.854234732,31.325924785,,0.0,,,,,46.629460188,0.079730021,,75.958093645,3.6838834639999996,
2010-03-08,,,,1.5417268880000001,75.015361543,16.130045573,70.10543303,7.333695068,71.570927619,,,19.532835558,0.0,,76.632574833,,9.373005952,,93.135105662,,,,,81.841981879,8.933532708,45.27738918399999,,0.0,,,,,38.832263984,0.21589274100000003,,73.530232205,10.001302082999999,
2010-03-09,,,,2.227388238,71.565442241,26.738009898,67.328568967,6.188505859,64.362336957,,,16.65312717,0.0,,40.601690811,,7.129464286,,82.19001874,,,,,84.406335178,10.592291548,47.332452641,,0.0,,,,,44.051081478,4.565249023,,77.09356919,9.06741862,
2010-03-10,,,,2.01468004,78.16006011399999,32.021828054000004,62.493602386999996,7.940480957,71.299027503,,,17.685758192,0.0,,65.805018066,,7.12594494,,92.62095953,,,,,102.101277669,9.498493512000001,23.164501446,,0.0,,,,,37.106368579,12.201845703,,74.712263104,7.653209635,
2010-03-11,,,,1.628564046,90.112930623,16.037941182,66.90999231800001,6.9489440920000005,59.690105196000005,,,21.719963108,0.0,,85.10963765,,8.880625,,75.576893541,,,,,99.507993164,8.966421071000001,26.391743946,,0.0,,,,,33.910365439,22.83197286,,79.442903547,4.576389974,
2010-03-12,,,,1.348854302,77.855112665,19.010055033,56.762394748,6.976507161000001,70.867519351,,,7.823240831000001,0.0,,71.72797653399999,,3.544486607,,87.764276515,,,,,99.87581977,9.109956875,32.133179766,,0.0,,,,,30.177488513000004,20.933607178,,74.422737485,2.8822363280000003,
2010-03-13,,,,1.65723565,59.463162268999994,22.09999822,62.666468273,4.997209066,69.640679142,,,6.379937066,0.0,,37.815663686,,0.0184375,,69.67799800600001,,,,,74.228413628,9.356529821,17.428192306,,0.0,,,,,23.328275899,10.440696818,,40.923149163000005,0.0,
2010-03-14,,,,2.748713627,67.190824818,0.665506114,59.245146467,7.584047639,67.17441764,,,18.67450351,0.0,,45.933295665,,0.018936335,,51.111884751000005,,,,,93.16588202,8.456717888,36.629628451,,0.0,,,,,27.590573705,23.108586956999996,,49.897622828,0.0,
2010-03-15,,,,1.6141764319999998,85.806882797,2.409161631,67.508640408,8.888506673,69.24698266600001,,,33.284275987,0.0,,65.74586110199999,,3.440848214,,78.565605064,,,,,95.24247612799999,10.580630625,34.414969205,,0.0,,,,,40.921500143,9.928507487000001,,53.949027275,2.8793391930000003,
2010-03-16,,,,2.131615804,91.629397611,10.493598175,55.46481210899999,7.606028646,70.81550992300001,,,24.984309082,0.0,,53.862638103,,7.811800595,,79.73657725300001,,,,,96.150313043,13.795459048,26.061882699,,0.0,,,,,38.948308433,20.729031169000002,,38.696609581,1.3187207029999999,
2010-03-17,,,,2.3208161080000003,93.46803939,21.76109492,16.53742487,8.37024292,69.62692379,,,5.877845323,0.0,,59.761616388,,3.658028274,,85.782527313,,,,,81.15650553399999,8.430770536,26.95519976,,0.0,,,,,38.419667023,0.01638916,,86.41896447299999,15.70905599,
2010-03-18,,,,3.302200928,90.70996546,36.022994486,66.591417535,8.596928711,67.10993638800001,,,11.833802083,0.0,,80.65791464,,3.803779762,,50.979625,,,,,91.518826497,9.329252112999999,38.392037490999996,,0.0,,,,,42.139841467,0.073707886,,82.24609169899999,16.671585286,
2010-03-19,,,,3.387767741,81.102929376,16.94404658,75.673540061,8.547671712,63.930950263999996,,,18.192298448,0.0,,75.061099607,,3.749627976,,66.778611742,,,,,93.292203234,11.205965149,44.070237086999995,,0.0,,,,,37.641196561,0.099306437,,87.735351576,22.697050780999998,
2010-03-20,,,,2.414053277,81.07513278100001,16.034686025,84.403461458,6.569628498999999,63.96444664,,,18.771507975,0.0,,70.193078748,,0.019308036,,63.139571073,,,,,103.888135851,8.096408214,38.409002543,,0.0,,,,,38.827702412,0.0,,86.61698841,34.919996745,
2010-03-21,,,,2.604169651,72.784377495,45.565104167,83.644382726,7.216446126,64.82276803399999,,,17.422755263,0.0,,56.815402996,,0.012239583,,80.1879064,,,,,70.845600586,7.9398326489999995,34.054589457,,0.0,,,,,36.124381635,0.0,,83.358463383,15.680696615,
2010-03-22,,,,2.18505995,73.810810566,14.500940399000001,82.14499987,7.6855017089999995,67.674203104,,,13.694890137,0.0,,70.291757923,,3.63438244,,91.24052272700001,,,,,89.559498698,9.822252917,40.848591125,,0.0,,,,,28.416258918,0.185384115,,80.649442565,6.305263672000001,
2010-03-23,,,,1.9358182780000002,69.05336748399999,34.822256622,70.753357422,7.573042806,68.315728549,,,10.209376085,0.0,,71.920121166,,3.319486607,,88.892405502,,,,,92.380129666,8.169950982000001,30.352511606,,0.0,,,,,37.632310501999996,0.0,,83.62803235199999,16.000722656,
2010-03-24,,,,1.943503961,77.366607098,28.824010773,68.260996311,6.436541748,70.29967906,,,15.144766980999998,0.0,,57.184856095,,3.698779762,,94.90139623200001,,,,,100.841603733,8.983238392999999,42.35494885,,0.0,,,,,35.258829623000004,7.32333252,,85.2200324,12.652197265999998,
2010-03-25,,,,1.850338813,91.64608993,25.668791555,71.93681514800001,7.007204183,65.732375247,,,12.834907498,0.0,,86.634271933,,3.440394345,,95.37776784299999,,,,,103.013773329,9.125237917,30.951498869,,0.0,,,,,53.300320561999996,4.056224772,,78.899338769,0.0,
2010-03-26,,,,1.89192844,84.812109999,20.638925018,82.426791059,7.659384359,69.682390481,,,15.843033312000001,0.0,,78.668246288,,5.625,,94.001273026,,,,,103.246616753,10.8206225,43.182234276,,0.0,,,,,45.16162022,6.524640096000001,,71.815345621,2.064671224,
2010-03-27,,,,1.922456462,86.133365223,23.444254556999997,82.799709939,5.818793132000001,65.10793643,,,13.005654567999999,0.0,,81.034139455,,0.023608631,,94.985109848,,,,,101.455765516,8.334147917000001,42.95509081,,0.0,,,,,35.493355665,0.065678304,,70.188709144,0.896702474,
2010-03-28,,,,1.905916748,73.34882142,24.99727829,79.251439193,6.134939372000001,66.36964653300001,,,10.465986598999999,0.0,,66.382517638,,0.023355655,,88.640575857,,,,,91.040816515,9.825992738,34.606898971,,0.0,,,,,29.267281820999997,0.218605347,,79.713980677,0.0,
2010-03-29,,,,1.672984077,85.036742453,24.711751302,79.229694271,5.473362223,46.962071187,,,7.2211406789999995,0.0,,75.44506043199999,,0.272738095,,86.34119637200001,,,,,97.13894422700001,10.904999524,42.07654232,,0.0,,,,,37.952739583,11.68777181,,81.460931863,9.85546875,
2010-03-30,,,,1.9245168730000002,71.200165762,36.401557058,85.724797483,3.6747521969999997,57.70701931,,,16.764268663,0.0,,68.947122687,,3.4329910710000004,,94.90282376399999,,,,,99.64750922299999,11.333465833,38.265302818,,0.0,,,,,38.802411886,7.139996541,,79.506868867,15.111546224000001,
2010-03-31,,,,2.88814738,77.191133202,33.796838836999996,81.42971224,6.119737549,35.250563447,,,25.998818631,0.0,,47.162164868999994,,3.5942038689999998,,38.249585825,,,,,100.614654948,6.994468839,36.130960771,,0.0,,,,,32.402511558,3.200389608,,80.134196996,13.631653645999998,
2010-04-01,,,,2.145489638,74.642167618,16.249683584,80.85073493899999,4.084211019,0.460606884,,,22.338685980999998,15.750511505999999,,75.195008385,,3.6694345239999997,,0.0,,,,,104.26852322,11.094975952,33.551422289,,0.0,,,,,33.689944278,2.808168742,,80.978260667,12.702981771,
2010-04-02,,,,1.865691054,71.256615285,17.711244914,35.410369314,2.843276367,0.0,,,6.930362412999999,91.10679235,,75.481810955,,0.013891368999999999,,0.0,,,,,105.78996582,9.302577321000001,36.380398703000004,,0.0,,,,,27.695121575,0.17741333,,82.11401075399999,4.310185547,
2010-04-03,,,,1.393152398,55.082047546000005,30.093361155,18.026722569,3.9429410810000003,0.0,,,6.25,89.232003246,,65.597627584,,0.008348214,,0.0,,,,,97.306628689,7.054047887,36.569149053000004,,0.0,,,,,28.817676227,2.019512939,,82.368010856,3.368776042,
2010-04-04,,,,2.0366859269999997,84.881670721,26.791531016,12.210038628,4.428939616,0.0,,,6.25,90.934475911,,58.994387792,,0.008311012,,0.0,,,,,96.608731011,7.03879878,33.550354318000004,,0.0,,,,,28.022205908000004,1.026602173,,74.520930374,0.0,
2010-04-05,,,,2.243323568,71.741080573,3.062237803,30.877483464,6.9933992510000005,0.0,,,7.919427626,91.362198512,,51.582866945,,3.384590774,,0.0,,,,,96.596094293,8.109556339,29.30171665,,0.0,,,,,23.214701555,4.15110494,,79.730002111,4.780234375,
2010-04-06,,,,1.962501628,61.78083614,0.985957438,87.928681467,8.33875651,0.0,,,17.106016981,87.00250794200001,,47.908784538,,3.759672619,,0.0,,,,,106.64859863299999,8.651354554,29.645304275999997,,0.0,,,,,15.562043522,0.816184692,,82.30169221199999,11.770250651,
2010-04-07,,,,3.5056104869999998,65.306146379,2.112946676,68.139429818,7.690933024,0.0,,,19.727176920999998,74.98818147,,87.553357367,,3.975982143,,0.0,,,,,96.245751411,8.612966488,32.95700757,,0.0,,,,,24.883049871999997,7.268532104,,78.93267689300001,10.132089844,
2010-04-08,,,,2.597596029,60.953564121999996,1.356436259,57.970037934,7.658574626,0.0,,,18.880654297,91.92048800399999,,86.389490826,,5.19610119,,0.0,,,,,91.64597819,8.451550238,35.178897968,,0.0,,,,,30.870421019000002,5.755918172,,70.211531212,11.285875651,
2010-04-09,,,,2.794535862,55.02507142,0.001853638,56.497609115,5.65771932,0.0,,,16.184889594,92.99829468600001,,72.235729831,,3.722098214,,0.0,,,,,103.556141493,7.190423929,33.99106348,,0.0,,,,,26.21030458,9.190058797,,71.731009829,13.912467448,
2010-04-10,,,,2.793515625,47.545577595,0.0,46.735109808999994,7.401129557000001,0.0,,,9.88534451,92.15343830799999,,71.398508853,,0.020379464,,0.0,,,,,106.735773112,7.224269464,30.829473218,,0.0,,,,,27.46268379,14.30524821,,61.535630326,9.436634115,
2010-04-11,,,,3.995311415,40.490548278,0.00272171,26.716409288,7.064162597999999,0.0,,,6.691611328,90.267778724,,55.328223166,,0.020126488,,0.0,,,,,103.46886556,7.046890625,34.284640666,,0.0,,,,,37.41684639,1.877784831,,58.721756456,4.847513021,
2010-04-12,,,,4.233040228999999,48.199349738,0.003517456,16.114807030999998,6.994145915,0.0,,,3.275170627,43.576335536,,67.92089340300001,,4.2442485119999995,,0.0,,,,,102.00095106299999,8.416751161,33.106713443000004,,0.0,,,,,35.109468964,1.372752889,,66.389387657,0.9962402340000001,
2010-04-13,,,,4.025135768999999,46.486706977,0.174099375,81.03540208300001,6.546628825,0.0,,,42.887357856,58.460068381999996,,50.937209296999995,,3.438950893,,0.0,,,,,99.54207628,7.725332262,35.054921961999995,,0.0,,,,,39.163901755,27.905757039,,73.59689194399999,10.485677082999999,
2010-04-14,,,,2.720994466,46.704272159,0.014286753000000001,82.776122613,5.817755941000001,0.0,,,73.082091743,83.424549188,,64.855829694,,3.0687797619999997,,0.0,,,,,99.829217122,11.116175,34.091338303,,0.0,,,,,34.716171376,45.1181368,,79.26952628800001,8.901910807,
2010-04-15,,,,2.198502875,42.355283651,0.0092954,64.235836111,4.66381958,0.0,,,72.834150933,73.111717249,,70.753351289,,10.934315475999998,,0.0,,,,,84.598758681,9.939527679,33.575903555,,0.0,,,,,37.287691638000005,65.393134359,,84.132627191,11.005498047,
2010-04-16,,,,2.663653971,44.837489864,0.019558411,77.957811285,6.479705404,0.0,,,63.714311251999995,84.270419068,,84.478559297,,14.935141369,,0.0,,,,,44.150933701999996,11.698170357,30.083045563000002,,0.0,,,,,37.801243365,58.796354574,,78.69194609899999,10.166520182000001,
2010-04-17,,,,2.8921774630000003,47.700465241,0.027443186,85.22066428,6.933404134,0.0,,,83.955277235,90.72184413299999,,78.867521015,,0.00843006,,0.0,,,,,0.0,13.863373333,33.819624918,,0.0,,,,,39.435103382,33.447130534,,71.349925534,6.370517577999999,
2010-04-18,,,,4.840112169,43.95657310399999,0.044786224000000006,84.132242405,6.009383545,0.0,,,74.719835069,90.704968833,,64.02083898800001,,0.008311012,,0.0,,,,,18.040551758,14.098125923,35.815859812,,0.0,,,,,32.265991581,29.184995117,,79.70286893,6.788916016,
2010-04-19,,,,4.840797662,47.604163392,0.161801961,86.701884722,5.594353433999999,0.0,,,87.655249295,90.345517139,,61.195363177,,3.4881398810000004,,0.0,,,,,99.702401259,13.799548036,33.266960328,,0.0,,,,,25.482799729,17.357557575999998,,83.67691221,8.911308594,
2010-04-20,,,,5.222103136,63.349913064,1.267496745,89.776687847,6.422824707,0.0,,,88.625898166,87.621982122,,36.066748239,,3.57313244,,0.0,,,,,79.158673503,14.285271875,34.896972401,,0.0,,,,,36.943914312,10.922526245,,87.320020735,30.07624349,
2010-04-21,,,,3.615119765,65.418464945,23.206362101,91.053730512,5.201238607,0.0,,,87.09850640200001,99.33636330899999,,50.385184768,,3.6590625,,0.0,,,,,72.079131402,12.70366253,35.974028205,,0.0,,,,,38.364975599,25.128901774000003,,84.91668283,42.290940755,
2010-04-22,,,,2.746523438,60.797682759,12.266212769000001,85.56860434,5.711635335,0.0,,,85.284697808,97.141270132,,64.06831003,,5.711272321,,0.0,,,,,104.561413303,11.261543304000002,31.039474267,,0.0,,,,,35.765212614,25.408433634,,79.080939478,36.682871094,
2010-04-23,,,,2.88966173,56.600586795,12.82424586,89.617823872,6.6437516279999995,0.0,,,69.58968126100001,89.96774931200001,,77.18039144800001,,3.6915476189999996,,0.0,,,,,96.990989041,10.404087321,31.682561998,,0.020327148,,,,,39.553748716,25.357358601999998,,75.176274096,8.629342448,
2010-04-24,,,,2.987582058,49.658018962,18.420084686,84.334077127,6.684978841,0.0,,,77.28742865699999,81.48684785,,78.128410104,,0.020706845,,0.0,,,,,86.384879557,10.534709524,34.061267031,,0.0,,,,,41.553113299,20.205019328,,76.470473203,3.72757487,
2010-04-25,,,,3.0568741860000004,45.280581103,13.42979599,87.40888033899999,6.265007731,0.0,,,80.01444987,92.092615456,,69.744501935,,0.020171131000000002,,0.0,,,,,88.98914333799999,10.896782262,32.288837194,,0.0,,,,,32.837190496999995,23.410734863000002,,75.576661453,3.9063964839999996,
2010-04-26,,,,2.904836561,49.611137101000004,5.3449073789999995,82.036025217,5.984736735,0.0,,,89.27055013,88.559212701,,82.589016931,,0.018638393,,0.0,,,,,87.570179579,10.286372857,33.139857281,,0.0,,,,,35.7252378,40.801902873,,81.80235063800001,12.061634115,
2010-04-27,,,,3.005857747,57.228818223000005,15.166567179000001,88.68687235200001,6.625026855,0.0,,,82.151367459,94.894352214,,50.463894373,,11.97578125,,0.0,,,,,93.874874674,12.527857320999999,31.112007046,,0.12268554699999999,,,,,26.85818222,38.840585124,,76.239913929,16.212669271,
2010-04-28,,,,2.78810262,44.397269523,29.700801239,79.362989019,6.194200438999999,0.0,,,86.115137804,91.51269175700001,,63.73111647,,19.41688244,,0.0,,,,,102.873903537,9.44920119,24.670340379000002,,7.232421061,,,,,31.695051941,39.036824748,,72.890792365,7.114586589,
2010-04-29,,,,2.9109490289999997,36.907268666,37.375994568,86.52970507799999,8.017259521,0.0,,,82.645206163,94.10129677299999,,69.87987594399999,,5.568162202000001,,0.0,,,,,110.59738389799999,9.310013929,32.261741788,,15.608145345,,,,,43.099191495,28.381433511999997,,78.887984682,16.824365234000002,
2010-04-30,,,,2.313532172,43.85667727,16.365143941,81.03878567699999,6.83178182,0.0,,,16.49445421,97.121534681,,75.988406605,,24.130200893,,0.0,,,,,111.766722005,6.474468006,32.491263356,,14.034287922999999,,,,,37.856895049,27.775987549,,83.65165217,6.328414714,
2010-05-01,,,,2.639571398,31.122849769000002,32.111219635,91.34230798600001,4.542817383,0.0,,,12.382329102,88.35787670399999,,85.98782888299999,,0.008266369,,0.0,,,,,109.175583225,5.013209315,24.452564798,,12.5,,,,,39.216630636,25.181866659,,83.400116552,4.042825521,
2010-05-02,,,,2.469934489,15.057062983,44.516149445,91.417274436,3.405758057,0.0,,,74.965929091,91.571597153,,70.071103409,,0.008556548,,0.0,,,,,100.934558377,4.864899702,27.836541853000003,,12.5,,,,,43.103180651,25.190194702,,76.865361361,3.923180339,
