,[100] Number of Jobs Started,[108] Number of Jobs Started,[10] Number of Jobs Started,[114] Number of Jobs Started,[11] Number of Jobs Started,[120] Number of Jobs Started,[126] Number of Jobs Started,[128] Number of Jobs Started,[12] Number of Jobs Started,[13] Number of Jobs Started,[14] Number of Jobs Started,[15] Number of Jobs Started,[16] Number of Jobs Started,[17] Number of Jobs Started,[18] Number of Jobs Started,[19] Number of Jobs Started,[1] Number of Jobs Started,[20] Number of Jobs Started,[21] Number of Jobs Started,[22] Number of Jobs Started,[23] Number of Jobs Started,[24] Number of Jobs Started,[25] Number of Jobs Started,[26] Number of Jobs Started,[27] Number of Jobs Started,[28] Number of Jobs Started,[29] Number of Jobs Started,[2] Number of Jobs Started,[30] Number of Jobs Started,[31] Number of Jobs Started,[32] Number of Jobs Started,[33] Number of Jobs Started,[34] Number of Jobs Started,[35] Number of Jobs Started,[36] Number of Jobs Started,[38] Number of Jobs Started,[3] Number of Jobs Started,[40] Number of Jobs Started,[42] Number of Jobs Started,[43] Number of Jobs Started,[44] Number of Jobs Started,[45] Number of Jobs Started,[46] Number of Jobs Started,[47] Number of Jobs Started,[48] Number of Jobs Started,[4] Number of Jobs Started,[50] Number of Jobs Started,[52] Number of Jobs Started,[55] Number of Jobs Started,[56] Number of Jobs Started,[57] Number of Jobs Started,[59] Number of Jobs Started,[5] Number of Jobs Started,[60] Number of Jobs Started,[62] Number of Jobs Started,[63] Number of Jobs Started,[64] Number of Jobs Started,[65] Number of Jobs Started,[6] Number of Jobs Started,[72] Number of Jobs Started,[7] Number of Jobs Started,[86] Number of Jobs Started,[8] Number of Jobs Started,[90] Number of Jobs Started,[96] Number of Jobs Started,[99] Number of Jobs Started,[9] Number of Jobs Started
2016-02-09,0.0,0.0,4.0,,0.0,,,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,109.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,,0.0,,0.0,21.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,,16.0,0.0,0.0,0.0,15.0,0.0,,,0.0
2016-02-10,0.0,0.0,4.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,318.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,0.0,,0.0,13.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,2.0,,2.0,0.0,0.0,0.0,5.0,0.0,,,2.0
2016-02-11,0.0,0.0,2.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,197.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,14.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,1.0,,10.0,0.0,0.0,0.0,8.0,0.0,,,1.0
2016-02-12,0.0,0.0,17.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,254.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,73.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,34.0,0.0,0.0,0.0,0.0,,,106.0,0.0,,0.0,7.0,,6.0,0.0,0.0,0.0,13.0,0.0,,,0.0
2016-02-13,0.0,0.0,20.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,24.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,4.0,,16.0,0.0,0.0,0.0,5.0,0.0,,,1.0
2016-02-14,0.0,0.0,13.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,175.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,4.0,,0.0,0.0,0.0,0.0,5.0,0.0,,,1.0
2016-02-15,0.0,0.0,9.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,223.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,13.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,4.0,,8.0,0.0,0.0,0.0,2.0,0.0,,,0.0
2016-02-16,0.0,0.0,1.0,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,460.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,32.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,8.0,,5.0,0.0,0.0,0.0,7.0,0.0,,,1.0
2016-02-17,0.0,0.0,4.0,,0.0,,,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,98.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,6.0,,6.0,0.0,0.0,0.0,7.0,0.0,,,1.0
2016-02-18,0.0,0.0,5.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,807.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,30.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,5.0,,7.0,0.0,0.0,0.0,14.0,0.0,,,0.0
2016-02-19,0.0,0.0,6.0,,0.0,,,0.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,785.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,41.0,0.0,0.0,0.0,0.0,,,2.0,0.0,,0.0,3.0,,15.0,0.0,0.0,0.0,20.0,0.0,,,1.0
2016-02-20,0.0,0.0,0.0,,0.0,,,0.0,3.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,0.0,,0.0,10.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,,1.0,0.0,0.0,0.0,14.0,0.0,,,1.0
2016-02-21,0.0,0.0,2.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,112.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,4.0,,8.0,0.0,0.0,0.0,15.0,0.0,,,0.0
2016-02-22,0.0,0.0,2.0,,0.0,,,0.0,0.0,2.0,0.0,0.0,17.0,0.0,1.0,0.0,445.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,57.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,47.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,3.0,,16.0,0.0,0.0,0.0,35.0,0.0,,,1.0
2016-02-23,0.0,0.0,2.0,,0.0,,,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,574.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,126.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,3.0,,12.0,0.0,0.0,0.0,46.0,0.0,,,1.0
2016-02-24,0.0,0.0,10.0,,0.0,,,0.0,2.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,401.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,119.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,59.0,0.0,0.0,0.0,0.0,,,3.0,0.0,,0.0,2.0,,14.0,0.0,0.0,0.0,16.0,0.0,,,1.0
2016-02-25,0.0,0.0,23.0,,0.0,,,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,478.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,56.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,,0.0,67.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,2.0,,7.0,0.0,1.0,0.0,22.0,0.0,,,2.0
2016-02-26,0.0,0.0,9.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1417.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,62.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,20.0,0.0,0.0,0.0,0.0,,,2.0,0.0,,0.0,3.0,,14.0,0.0,0.0,0.0,16.0,0.0,,,0.0
2016-02-27,0.0,0.0,4.0,,0.0,,,0.0,2.0,5.0,0.0,2.0,7.0,0.0,0.0,0.0,712.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,52.0,1.0,0.0,16.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,19.0,0.0,0.0,0.0,0.0,,,5.0,0.0,,0.0,1.0,,3.0,0.0,0.0,0.0,8.0,0.0,,,0.0
2016-02-28,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,9.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,16.0,0.0,0.0,0.0,0.0,,,11.0,0.0,,0.0,4.0,,5.0,0.0,0.0,0.0,16.0,0.0,,,1.0
2016-02-29,0.0,0.0,10.0,,2.0,,,0.0,2.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,268.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,81.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,31.0,0.0,0.0,0.0,0.0,,,2.0,0.0,,0.0,1.0,,7.0,0.0,0.0,0.0,12.0,0.0,,,2.0
2016-03-01,0.0,0.0,5.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,436.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,106.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,19.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,2.0,,3.0,0.0,0.0,0.0,10.0,0.0,,,2.0
2016-03-02,0.0,0.0,4.0,,0.0,,,0.0,2.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,1378.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,62.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,0.0,,0.0,158.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,2.0,,20.0,0.0,0.0,0.0,40.0,0.0,,,0.0
2016-03-03,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,17.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,,0.0,22.0,0.0,0.0,0.0,0.0,,,2.0,0.0,,0.0,3.0,,4.0,0.0,0.0,0.0,10.0,0.0,,,0.0
2016-03-04,0.0,0.0,9.0,,0.0,,,0.0,0.0,1.0,2.0,0.0,8.0,0.0,2.0,0.0,460.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,98.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,2.0,,20.0,0.0,0.0,0.0,18.0,0.0,,,0.0
2016-03-05,0.0,0.0,3.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,47.0,1.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,4.0,,7.0,0.0,0.0,0.0,11.0,0.0,,,2.0
2016-03-06,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,0.0,,0.0,32.0,0.0,0.0,0.0,0.0,,,2.0,0.0,,0.0,1.0,,10.0,0.0,0.0,0.0,9.0,0.0,,,0.0
2016-03-07,0.0,0.0,1.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,458.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,16.0,0.0,0.0,0.0,0.0,,,2.0,0.0,,0.0,2.0,,16.0,0.0,0.0,0.0,12.0,0.0,,,1.0
2016-03-08,0.0,0.0,12.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1212.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,17.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,11.0,,14.0,0.0,0.0,0.0,21.0,0.0,,,0.0
2016-03-09,0.0,0.0,25.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1678.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,25.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,6.0,,16.0,0.0,3.0,0.0,15.0,0.0,,,0.0
2016-03-10,0.0,0.0,2.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,561.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,57.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,,0.0,,0.0,14.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,3.0,,14.0,0.0,2.0,0.0,9.0,0.0,,,0.0
2016-03-11,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,435.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,15.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,,8.0,0.0,1.0,0.0,9.0,0.0,,,0.0
2016-03-12,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,10.0,0.0,6.0,0.0,168.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,20.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,8.0,0.0,1.0,0.0,8.0,0.0,,,0.0
2016-03-13,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,22.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,,1.0,0.0,0.0,0.0,7.0,0.0,,,0.0
2016-03-14,0.0,0.0,6.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,14.0,0.0,5.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,0.0,,0.0,11.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,3.0,,28.0,0.0,0.0,0.0,2.0,0.0,,,0.0
2016-03-15,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,,0.0,23.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,2.0,,56.0,0.0,0.0,0.0,10.0,0.0,,,0.0
2016-03-16,0.0,0.0,6.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,30.0,0.0,5.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,,0.0,,0.0,66.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,2.0,,43.0,0.0,5.0,0.0,8.0,0.0,,,0.0
2016-03-17,0.0,0.0,2.0,,0.0,,,0.0,2.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0,0.0,0.0,,0.0,,0.0,45.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,,14.0,0.0,0.0,0.0,8.0,0.0,,,0.0
2016-03-18,0.0,0.0,8.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,17.0,0.0,5.0,0.0,444.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,,0.0,,0.0,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,,20.0,1.0,0.0,0.0,16.0,0.0,,,0.0
2016-03-19,0.0,0.0,2.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,10.0,0.0,5.0,0.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,,0.0,,0.0,31.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,,2.0,1.0,0.0,0.0,9.0,0.0,,,0.0
2016-03-20,0.0,0.0,0.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,346.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,,0.0,,0.0,39.0,0.0,0.0,0.0,0.0,,,7.0,0.0,,0.0,2.0,,5.0,1.0,0.0,0.0,8.0,0.0,,,0.0
2016-03-21,0.0,0.0,0.0,,0.0,,,0.0,3.0,1.0,0.0,0.0,18.0,0.0,5.0,0.0,635.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,,0.0,,0.0,17.0,0.0,0.0,0.0,0.0,,,3.0,0.0,,0.0,2.0,,24.0,1.0,2.0,0.0,8.0,0.0,,,0.0
2016-03-22,0.0,0.0,0.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,13.0,0.0,5.0,0.0,626.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,3.0,,0.0,,0.0,31.0,0.0,0.0,0.0,0.0,,,4.0,0.0,,0.0,1.0,,2.0,1.0,11.0,0.0,13.0,0.0,,,0.0
2016-03-23,0.0,0.0,4.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,16.0,0.0,5.0,0.0,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,,0.0,,0.0,31.0,0.0,0.0,0.0,0.0,,,2.0,0.0,,0.0,0.0,,13.0,1.0,2.0,0.0,33.0,0.0,,,0.0
2016-03-24,0.0,0.0,3.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,1.0,753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,20.0,0.0,0.0,0.0,0.0,,,8.0,0.0,,0.0,0.0,,7.0,1.0,1.0,0.0,28.0,0.0,,,0.0
2016-03-25,0.0,0.0,2.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,,0.0,,0.0,17.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,0.0,,4.0,1.0,10.0,0.0,24.0,0.0,,,1.0
2016-03-26,0.0,0.0,0.0,,0.0,,,0.0,4.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,33.0,0.0,0.0,0.0,1.0,,,3.0,0.0,,0.0,0.0,,13.0,0.0,0.0,0.0,25.0,0.0,,,1.0
2016-03-27,0.0,0.0,12.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,25.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,27.0,0.0,,,1.0
2016-03-28,0.0,0.0,18.0,,0.0,,,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,40.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,18.0,0.0,,,2.0
2016-03-29,0.0,0.0,35.0,,0.0,,,1.0,2.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,65.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,2.0,,2.0,0.0,4.0,0.0,15.0,0.0,,,1.0
2016-03-30,0.0,0.0,29.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,,0.0,,0.0,28.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,4.0,0.0,1.0,0.0,14.0,0.0,,,1.0
2016-03-31,0.0,0.0,1.0,,0.0,,,2.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,,0.0,,0.0,27.0,0.0,0.0,0.0,1.0,,,5.0,0.0,,0.0,2.0,,15.0,0.0,1.0,0.0,60.0,0.0,,,0.0
2016-04-01,0.0,0.0,0.0,,0.0,,,2.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,0.0,,2.0,29.0,0.0,0.0,0.0,5.0,,,0.0,0.0,,0.0,7.0,,2.0,0.0,1.0,0.0,25.0,0.0,,,0.0
2016-04-02,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,524.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,2.0,11.0,0.0,0.0,2.0,0.0,,,4.0,0.0,,0.0,0.0,,2.0,0.0,0.0,0.0,9.0,0.0,,,0.0
