,[CCT LSU SUPERMIC] Number of Jobs Running,[GATECH KEENELAND] Number of Jobs Running,[GATECH KIDS] Number of Jobs Running,[IU BIGRED*] Number of Jobs Running,[LONI QUEENBEE] Number of Jobs Running,[NCAR FROST] Number of Jobs Running,[NCSA ABE] Number of Jobs Running,[NCSA COBALT] Number of Jobs Running,[NCSA DTF] Number of Jobs Running,[NCSA EMBER*] Number of Jobs Running,[NCSA FORGE] Number of Jobs Running,[NCSA LINCOLN] Number of Jobs Running,[NICS ATHENA] Number of Jobs Running,[NICS DARTER] Number of Jobs Running,[NICS KRAKEN] Number of Jobs Running,[NICS NAUTILUS] Number of Jobs Running,[ORNL NSTG] Number of Jobs Running,[OSG] Number of Jobs Running,[PSC BIGBEN] Number of Jobs Running,[PSC BLACKLIGHT] Number of Jobs Running,[PSC BRIDGES LARGE] Number of Jobs Running,[PSC BRIDGES] Number of Jobs Running,[PSC GREENFIELD] Number of Jobs Running,[PSC POPLE] Number of Jobs Running,[PURDUE CONDOR] Number of Jobs Running,[PURDUE STEELE] Number of Jobs Running,[SDSC COMET] Number of Jobs Running,[SDSC DASH] Number of Jobs Running,[SDSC GORDON] Number of Jobs Running,[SDSC TRESTLES] Number of Jobs Running,[Stanford XSTREAM] Number of Jobs Running,[TACC LONESTAR4] Number of Jobs Running,[TACC LONESTAR] Number of Jobs Running,[TACC LONGHORN] Number of Jobs Running,[TACC MAVERICK2] Number of Jobs Running,[TACC RANGER] Number of Jobs Running,[TACC SPUR] Number of Jobs Running,[TACC STAMPEDE] Number of Jobs Running
2013-07-01,,160.0,2.0,,,,,,,,,,,,6340.0,46.0,,,,431.0,,,,,228.0,2925.0,,,1933.0,1132.0,,551.0,,27.0,,0.0,,6969.0
2013-07-02,,104.0,5.0,,,,,,,,,,,,6347.0,50.0,,,,271.0,,,,,1502.0,2943.0,,,1018.0,1210.0,,614.0,,25.0,,0.0,,4263.0
2013-07-03,,138.0,37.0,,,,,,,,,,,,5516.0,52.0,,,,647.0,,,,,1863.0,1651.0,,,1523.0,1395.0,,780.0,,34.0,,0.0,,3719.0
2013-07-04,,129.0,27.0,,,,,,,,,,,,4347.0,29.0,,,,128.0,,,,,1340.0,3826.0,,,1456.0,941.0,,880.0,,20.0,,0.0,,3141.0
2013-07-05,,127.0,28.0,,,,,,,,,,,,4788.0,52.0,,,,226.0,,,,,376.0,3517.0,,,2343.0,810.0,,652.0,,308.0,,0.0,,4437.0
2013-07-06,,53.0,29.0,,,,,,,,,,,,2549.0,42.0,,,,364.0,,,,,2542.0,3500.0,,,1323.0,511.0,,1197.0,,20.0,,0.0,,4797.0
2013-07-07,,87.0,24.0,,,,,,,,,,,,2672.0,15.0,,,,191.0,,,,,773.0,3553.0,,,724.0,334.0,,1513.0,,16.0,,0.0,,4843.0
2013-07-08,,137.0,30.0,,,,,,,,,,,,3905.0,59.0,,,,133.0,,,,,861.0,2991.0,,,1439.0,618.0,,931.0,,70.0,,0.0,,5240.0
2013-07-09,,86.0,115.0,,,,,,,,,,,,3103.0,33.0,,,,65.0,,,,,659.0,3040.0,,,1217.0,888.0,,473.0,,60.0,,0.0,,4372.0
2013-07-10,,158.0,34.0,,,,,,,,,,,,3007.0,24.0,,,,41.0,,,,,1723.0,3384.0,,,790.0,1060.0,,439.0,,92.0,,0.0,,3773.0
2013-07-11,,124.0,49.0,,,,,,,,,,,,4027.0,38.0,,,,288.0,,,,,1227.0,3873.0,,,617.0,1365.0,,511.0,,21.0,,0.0,,3290.0
2013-07-12,,147.0,66.0,,,,,,,,,,,,5049.0,34.0,,,,148.0,,,,,625.0,3866.0,,,573.0,1108.0,,464.0,,6.0,,0.0,,3770.0
2013-07-13,,129.0,30.0,,,,,,,,,,,,3964.0,26.0,,,,127.0,,,,,2588.0,2370.0,,,1060.0,390.0,,450.0,,4.0,,0.0,,4617.0
2013-07-14,,82.0,0.0,,,,,,,,,,,,3804.0,28.0,,,,132.0,,,,,3659.0,2381.0,,,845.0,547.0,,644.0,,4.0,,0.0,,3672.0
2013-07-15,,34.0,19.0,,,,,,,,,,,,4168.0,31.0,,,,208.0,,,,,2991.0,2159.0,,,1081.0,1487.0,,419.0,,46.0,,0.0,,5012.0
2013-07-16,,93.0,17.0,,,,,,,,,,,,3138.0,60.0,,,,200.0,,,,,850.0,1298.0,,,955.0,1729.0,,380.0,,16.0,,0.0,,6071.0
2013-07-17,,200.0,32.0,,,,,,,,,,,,3523.0,59.0,,,,207.0,,,,,235.0,1764.0,,,832.0,2203.0,,451.0,,56.0,,0.0,,9030.0
2013-07-18,,666.0,19.0,,,,,,,,,,,,3456.0,41.0,,,,73.0,,,,,210.0,2638.0,,,855.0,1208.0,,528.0,,45.0,,0.0,,6888.0
2013-07-19,,409.0,2.0,,,,,,,,,,,,3332.0,39.0,,,,94.0,,,,,36.0,4567.0,,,823.0,1134.0,,572.0,,17.0,,0.0,,7997.0
2013-07-20,,38.0,15.0,,,,,,,,,,,,1873.0,28.0,,,,46.0,,,,,4371.0,7767.0,,,524.0,1043.0,,651.0,,10.0,,0.0,,7876.0
2013-07-21,,182.0,31.0,,,,,,,,,,,,3056.0,27.0,,,,94.0,,,,,8449.0,1977.0,,,701.0,1316.0,,539.0,,10.0,,0.0,,7360.0
2013-07-22,,201.0,17.0,,,,,,,,,,,,2993.0,71.0,,,,193.0,,,,,4092.0,4882.0,,,769.0,1988.0,,613.0,,10.0,,0.0,,8295.0
2013-07-23,,38.0,8.0,,,,,,,,,,,,1801.0,100.0,,,,136.0,,,,,30.0,2034.0,,,447.0,847.0,,530.0,,37.0,,0.0,,1653.0
2013-07-24,,22.0,8.0,,,,,,,,,,,,2328.0,19.0,,,,165.0,,,,,24.0,1671.0,,,1036.0,838.0,,630.0,,59.0,,0.0,,3766.0
2013-07-25,,62.0,31.0,,,,,,,,,,,,1342.0,50.0,,,,238.0,,,,,24.0,3236.0,,,1130.0,1373.0,,582.0,,32.0,,0.0,,7205.0
2013-07-26,,144.0,52.0,,,,,,,,,,,,1918.0,66.0,,,,352.0,,,,,28.0,3392.0,,,832.0,1013.0,,429.0,,32.0,,0.0,,8766.0
2013-07-27,,212.0,29.0,,,,,,,,,,,,2672.0,21.0,,,,154.0,,,,,36.0,5151.0,,,1186.0,961.0,,314.0,,30.0,,0.0,,7086.0
2013-07-28,,167.0,26.0,,,,,,,,,,,,2821.0,21.0,,,,155.0,,,,,36.0,4879.0,,,1128.0,475.0,,515.0,,20.0,,0.0,,6408.0
2013-07-29,,144.0,10.0,,,,,,,,,,,,3012.0,29.0,,,,207.0,,,,,24.0,5699.0,,,1630.0,948.0,,584.0,,34.0,,0.0,,15291.0
2013-07-30,,30.0,0.0,,,,,,,,,,,,2967.0,8.0,,,,251.0,,,,,29.0,3681.0,,,1837.0,3981.0,,450.0,,36.0,,0.0,,8215.0
2013-07-31,,43.0,0.0,,,,,,,,,,,,3308.0,22.0,,,,260.0,,,,,77.0,5452.0,,,2021.0,1770.0,,373.0,,36.0,,0.0,,28454.0
2013-08-01,,175.0,0.0,,,,,,,,,,,,1861.0,65.0,,,,221.0,,,,,84.0,2477.0,,,2251.0,1578.0,,286.0,,20.0,,,,18076.0
2013-08-02,,218.0,0.0,,,,,,,,,,,,2209.0,19.0,,,,503.0,,,,,80.0,1366.0,,,2282.0,847.0,,452.0,,12.0,,,,15080.0
2013-08-03,,189.0,0.0,,,,,,,,,,,,1876.0,10.0,,,,257.0,,,,,60.0,101.0,,,2323.0,544.0,,393.0,,23.0,,,,16274.0
2013-08-04,,177.0,0.0,,,,,,,,,,,,1662.0,12.0,,,,147.0,,,,,40.0,77.0,,,1290.0,539.0,,299.0,,7.0,,,,14084.0
2013-08-05,,693.0,0.0,,,,,,,,,,,,2187.0,21.0,,,,330.0,,,,,253.0,136.0,,,1498.0,887.0,,379.0,,3.0,,,,8165.0
2013-08-06,,282.0,0.0,,,,,,,,,,,,2418.0,13.0,,,,266.0,,,,,127.0,39.0,,,2499.0,1503.0,,544.0,,31.0,,,,1293.0
2013-08-07,,220.0,0.0,,,,,,,,,,,,2850.0,15.0,,,,195.0,,,,,185.0,36.0,,,2113.0,3212.0,,629.0,,145.0,,,,4875.0
2013-08-08,,130.0,0.0,,,,,,,,,,,,394.0,30.0,,,,427.0,,,,,196.0,44.0,,,1664.0,1374.0,,556.0,,363.0,,,,3586.0
2013-08-09,,105.0,0.0,,,,,,,,,,,,1874.0,29.0,,,,506.0,,,,,983.0,36.0,,,2249.0,1214.0,,621.0,,85.0,,,,4251.0
2013-08-10,,87.0,0.0,,,,,,,,,,,,2987.0,19.0,,,,447.0,,,,,465.0,30.0,,,2407.0,392.0,,422.0,,179.0,,,,3177.0
2013-08-11,,79.0,0.0,,,,,,,,,,,,3389.0,1.0,,,,415.0,,,,,175.0,29.0,,,1865.0,394.0,,341.0,,245.0,,,,4039.0
2013-08-12,,461.0,1.0,,,,,,,,,,,,2509.0,37.0,,,,213.0,,,,,90.0,13.0,,,2412.0,1323.0,,486.0,,465.0,,,,5052.0
2013-08-13,,301.0,515.0,,,,,,,,,,,,2246.0,22.0,,,,243.0,,,,,75.0,10.0,,,1171.0,1780.0,,127.0,,48.0,,,,1106.0
2013-08-14,,223.0,146.0,,,,,,,,,,,,1866.0,21.0,,,,152.0,,,,,382.0,9.0,,,712.0,1179.0,,426.0,,267.0,,,,12553.0
2013-08-15,,88.0,14.0,,,,,,,,,,,,2687.0,14.0,,,,213.0,,,,,9.0,5.0,,,1072.0,1522.0,,610.0,,137.0,,,,15119.0
2013-08-16,,155.0,18.0,,,,,,,,,,,,3216.0,20.0,,,,237.0,,,,,22.0,5.0,,,1714.0,1893.0,,737.0,,138.0,,,,12284.0
2013-08-17,,268.0,10.0,,,,,,,,,,,,2607.0,4.0,,,,47.0,,,,,0.0,5.0,,,1483.0,2491.0,,512.0,,140.0,,,,18496.0
2013-08-18,,376.0,0.0,,,,,,,,,,,,3070.0,8.0,,,,165.0,,,,,38.0,4.0,,,2205.0,1304.0,,600.0,,314.0,,,,23220.0
2013-08-19,,317.0,14.0,,,,,,,,,,,,4252.0,34.0,,,,783.0,,,,,319.0,53.0,,,112.0,1629.0,,791.0,,270.0,,,,18935.0
2013-08-20,,198.0,28.0,,,,,,,,,,,,5664.0,28.0,,,,508.0,,,,,72.0,4.0,,,1.0,1511.0,,720.0,,28.0,,,,20179.0
2013-08-21,,235.0,36.0,,,,,,,,,,,,8103.0,32.0,,,,620.0,,,,,332.0,4.0,,,170.0,1332.0,,936.0,,261.0,,,,13815.0
2013-08-22,,316.0,21.0,,,,,,,,,,,,2228.0,33.0,,,,581.0,,,,,240.0,3.0,,,1198.0,1862.0,,988.0,,28.0,,,,3221.0
2013-08-23,,195.0,18.0,,,,,,,,,,,,4730.0,45.0,,,,291.0,,,,,558.0,0.0,,,2037.0,1013.0,,622.0,,194.0,,,,8854.0
2013-08-24,,96.0,1.0,,,,,,,,,,,,2986.0,17.0,,,,551.0,,,,,121.0,0.0,,,1516.0,611.0,,509.0,,282.0,,,,9864.0
2013-08-25,,127.0,0.0,,,,,,,,,,,,2283.0,35.0,,,,405.0,,,,,120.0,0.0,,,1640.0,686.0,,524.0,,317.0,,,,10024.0
2013-08-26,,279.0,9.0,,,,,,,,,,,,2710.0,24.0,,,,21.0,,,,,336.0,0.0,,,970.0,1067.0,,714.0,,45.0,,,,9579.0
2013-08-27,,309.0,6.0,,,,,,,,,,,,3726.0,25.0,,,,162.0,,,,,50.0,0.0,,,1599.0,1133.0,,660.0,,214.0,,,,6132.0
2013-08-28,,437.0,9.0,,,,,,,,,,,,3290.0,60.0,,,,185.0,,,,,73.0,0.0,,,3424.0,1118.0,,512.0,,141.0,,,,4920.0
2013-08-29,,425.0,2.0,,,,,,,,,,,,2483.0,91.0,,,,282.0,,,,,0.0,0.0,,,2802.0,908.0,,570.0,,41.0,,,,3694.0
2013-08-30,,403.0,1.0,,,,,,,,,,,,3734.0,134.0,,,,165.0,,,,,48.0,0.0,,,2271.0,1161.0,,601.0,,193.0,,,,3656.0
2013-08-31,,141.0,0.0,,,,,,,,,,,,1217.0,151.0,,,,29.0,,,,,0.0,0.0,,,1445.0,562.0,,777.0,,29.0,,,,3316.0
2013-09-01,,269.0,0.0,,,,,,,,,,,,1394.0,278.0,,,,16.0,,,,,9.0,0.0,,,1761.0,508.0,,421.0,,114.0,,,,3626.0
2013-09-02,,83.0,0.0,,,,,,,,,,,,2795.0,215.0,,,,123.0,,,,,33.0,0.0,,,2096.0,636.0,,513.0,,16.0,,,,4106.0
2013-09-03,,120.0,6.0,,,,,,,,,,,,3068.0,141.0,,,,178.0,,,,,24.0,0.0,,,1828.0,2489.0,,752.0,,26.0,,,,5515.0
2013-09-04,,171.0,21.0,,,,,,,,,,,,1945.0,28.0,,,,215.0,,,,,1.0,0.0,,,1143.0,1004.0,,1060.0,,33.0,,,,4820.0
2013-09-05,,460.0,0.0,,,,,,,,,,,,2443.0,135.0,,,,239.0,,,,,11.0,0.0,,,620.0,390.0,,5474.0,,14.0,,,,4249.0
2013-09-06,,179.0,0.0,,,,,,,,,,,,2678.0,151.0,,,,441.0,,,,,47.0,0.0,,,1420.0,1651.0,,2847.0,,13.0,,,,3685.0
2013-09-07,,147.0,0.0,,,,,,,,,,,,2632.0,171.0,,,,190.0,,,,,14.0,0.0,,,1657.0,811.0,,1372.0,,22.0,,,,2577.0
2013-09-08,,147.0,0.0,,,,,,,,,,,,2756.0,15.0,,,,194.0,,,,,0.0,0.0,,,1475.0,854.0,,1349.0,,11.0,,,,4143.0
2013-09-09,,107.0,0.0,,,,,,,,,,,,3039.0,22.0,,,,174.0,,,,,32.0,0.0,,,2421.0,916.0,,2436.0,,13.0,,,,4513.0
2013-09-10,,110.0,23.0,,,,,,,,,,,,2534.0,8.0,,,,156.0,,,,,4.0,0.0,,,1650.0,1207.0,,1814.0,,31.0,,,,1367.0
2013-09-11,,239.0,14.0,,,,,,,,,,,,2288.0,18.0,,,,177.0,,,,,1.0,0.0,,,1776.0,1552.0,,1838.0,,77.0,,,,2172.0
2013-09-12,,289.0,6.0,,,,,,,,,,,,2969.0,64.0,,,,148.0,,,,,111.0,0.0,,,1340.0,1580.0,,2487.0,,172.0,,,,3659.0
2013-09-13,,236.0,10.0,,,,,,,,,,,,2964.0,44.0,,,,174.0,,,,,12.0,0.0,,,1552.0,1435.0,,2489.0,,153.0,,,,3907.0
2013-09-14,,184.0,0.0,,,,,,,,,,,,3941.0,35.0,,,,166.0,,,,,4.0,0.0,,,1290.0,1356.0,,1042.0,,415.0,,,,4045.0
2013-09-15,,72.0,0.0,,,,,,,,,,,,3455.0,16.0,,,,93.0,,,,,1.0,0.0,,,1255.0,2680.0,,7306.0,,281.0,,,,4067.0
2013-09-16,,176.0,12.0,,,,,,,,,,,,6572.0,11.0,,,,128.0,,,,,7.0,0.0,,,1449.0,1351.0,,693.0,,63.0,,,,6059.0
2013-09-17,,339.0,6.0,,,,,,,,,,,,3296.0,20.0,,,,145.0,,,,,5.0,0.0,,,1305.0,1618.0,,499.0,,21.0,,,,4542.0
2013-09-18,,184.0,18.0,,,,,,,,,,,,2162.0,25.0,,,,157.0,,,,,0.0,0.0,,,1106.0,2062.0,,515.0,,35.0,,,,5013.0
2013-09-19,,216.0,16.0,,,,,,,,,,,,2284.0,2.0,,,,218.0,,,,,0.0,0.0,,,1087.0,1369.0,,638.0,,17.0,,,,5538.0
2013-09-20,,260.0,2.0,,,,,,,,,,,,2218.0,20.0,,,,191.0,,,,,89.0,0.0,,,736.0,1339.0,,761.0,,33.0,,,,4458.0
2013-09-21,,266.0,9.0,,,,,,,,,,,,2810.0,4.0,,,,177.0,,,,,12.0,0.0,,,593.0,1867.0,,1001.0,,14.0,,,,5282.0
2013-09-22,,151.0,5.0,,,,,,,,,,,,2199.0,3.0,,,,138.0,,,,,2.0,0.0,,,899.0,2946.0,,745.0,,23.0,,,,3658.0
2013-09-23,,309.0,11.0,,,,,,,,,,,,3332.0,9.0,,,,212.0,,,,,10.0,0.0,,,1219.0,2829.0,,814.0,,26.0,,,,5411.0
2013-09-24,,115.0,3.0,,,,,,,,,,,,1272.0,7.0,,,,149.0,,,,,10.0,0.0,,,695.0,1262.0,,480.0,,39.0,,,,5133.0
2013-09-25,,269.0,4.0,,,,,,,,,,,,778.0,28.0,,,,164.0,,,,,0.0,0.0,,,1083.0,1310.0,,728.0,,49.0,,,,4283.0
2013-09-26,,263.0,2.0,,,,,,,,,,,,1357.0,24.0,,,,128.0,,,,,18.0,0.0,,,1335.0,1517.0,,606.0,,47.0,,,,5408.0
2013-09-27,,127.0,0.0,,,,,,,,,,,,1998.0,15.0,,,,173.0,,,,,47.0,0.0,,,1430.0,1366.0,,624.0,,47.0,,,,4263.0
2013-09-28,,187.0,0.0,,,,,,,,,,,,2233.0,15.0,,,,177.0,,,,,7.0,0.0,,,1255.0,1251.0,,478.0,,50.0,,,,4246.0
2013-09-29,,183.0,0.0,,,,,,,,,,,,2229.0,20.0,,,,137.0,,,,,0.0,0.0,,,1512.0,770.0,,471.0,,24.0,,,,3917.0
2013-09-30,,128.0,111.0,,,,,,,,,,,,2334.0,32.0,,,,208.0,,,,,68.0,0.0,,,1361.0,864.0,,577.0,,68.0,,,,3569.0
2013-10-01,,19.0,6.0,,,,,,,,,,,,3282.0,8.0,,,,197.0,,,,,0.0,0.0,,,2433.0,995.0,,650.0,,137.0,,,,4047.0
2013-10-02,,63.0,8.0,,,,,,,,,,,,4366.0,5.0,,,,391.0,,,,,0.0,0.0,,,1364.0,1235.0,,1384.0,,116.0,,,,3702.0
2013-10-03,,169.0,76.0,,,,,,,,,,,,4487.0,5.0,,,,244.0,,,,,2.0,0.0,,,1144.0,1479.0,,1907.0,,30.0,,,,4440.0
2013-10-04,,423.0,92.0,,,,,,,,,,,,4796.0,9.0,,,,228.0,,,,,2.0,0.0,,,862.0,1742.0,,1432.0,,58.0,,,,3661.0
2013-10-05,,147.0,54.0,,,,,,,,,,,,6462.0,5.0,,,,122.0,,,,,2.0,0.0,,,965.0,876.0,,547.0,,24.0,,,,2759.0
2013-10-06,,150.0,107.0,,,,,,,,,,,,6664.0,1.0,,,,122.0,,,,,10.0,0.0,,,1280.0,548.0,,441.0,,27.0,,,,2939.0
2013-10-07,,368.0,123.0,,,,,,,,,,,,5103.0,14.0,,,,220.0,,,,,10.0,0.0,,,1388.0,1189.0,,2290.0,,19.0,,,,4049.0
2013-10-08,,203.0,88.0,,,,,,,,,,,,3755.0,1.0,,,,332.0,,,,,0.0,0.0,,,1099.0,1525.0,,1117.0,,17.0,,,,3065.0
2013-10-09,,220.0,131.0,,,,,,,,,,,,2972.0,0.0,,,,423.0,,,,,0.0,0.0,,,1412.0,1107.0,,2731.0,,27.0,,,,4315.0
2013-10-10,,403.0,172.0,,,,,,,,,,,,2704.0,0.0,,,,264.0,,,,,0.0,0.0,,,1917.0,1414.0,,618.0,,16.0,,,,4610.0
2013-10-11,,632.0,96.0,,,,,,,,,,,,3050.0,0.0,,,,180.0,,,,,0.0,0.0,,,1444.0,1174.0,,671.0,,7.0,,,,4821.0
2013-10-12,,33.0,0.0,,,,,,,,,,,,23.0,0.0,,,,102.0,,,,,0.0,0.0,,,1855.0,576.0,,617.0,,21.0,,,,5042.0
2013-10-13,,132.0,3.0,,,,,,,,,,,,1135.0,0.0,,,,66.0,,,,,0.0,0.0,,,1179.0,671.0,,477.0,,5.0,,,,5139.0
2013-10-14,,210.0,30.0,,,,,,,,,,,,3210.0,0.0,,,,151.0,,,,,0.0,0.0,,,1442.0,1388.0,,584.0,,93.0,,,,5051.0
2013-10-15,,267.0,24.0,,,,,,,,,,,,3836.0,0.0,,,,307.0,,,,,0.0,0.0,,,1363.0,1335.0,,319.0,,12.0,,,,2944.0
2013-10-16,,187.0,26.0,,,,,,,,,,,,3540.0,0.0,,,,486.0,,,,,4.0,0.0,,,1109.0,1159.0,,669.0,,54.0,,,,5499.0
2013-10-17,,128.0,43.0,,,,,,,,,,,,3956.0,0.0,,,,247.0,,,,,2.0,0.0,,,1052.0,1132.0,,953.0,,60.0,,,,4240.0
2013-10-18,,101.0,75.0,,,,,,,,,,,,5302.0,0.0,,,,305.0,,,,,0.0,0.0,,,1241.0,922.0,,779.0,,27.0,,,,3435.0
2013-10-19,,93.0,34.0,,,,,,,,,,,,3514.0,0.0,,,,267.0,,,,,0.0,0.0,,,1185.0,644.0,,744.0,,32.0,,,,3959.0
2013-10-20,,179.0,19.0,,,,,,,,,,,,3354.0,0.0,,,,140.0,,,,,0.0,0.0,,,988.0,566.0,,526.0,,137.0,,,,2564.0
2013-10-21,,196.0,6.0,,,,,,,,,,,,2737.0,0.0,,,,99.0,,,,,0.0,0.0,,,1486.0,1139.0,,694.0,,119.0,,,,4227.0
2013-10-22,,68.0,20.0,,,,,,,,,,,,2411.0,4.0,,,,102.0,,,,,0.0,0.0,,,2129.0,1457.0,,1136.0,,33.0,,,,4000.0
2013-10-23,,310.0,23.0,,,,,,,,,,,,3889.0,0.0,,,,177.0,,,,,1.0,0.0,,,885.0,1164.0,,964.0,,12.0,,,,4927.0
2013-10-24,,216.0,1.0,,,,,,,,,,,,4271.0,0.0,,,,186.0,,,,,0.0,0.0,,,1008.0,972.0,,1249.0,,17.0,,,,4189.0
2013-10-25,,184.0,0.0,,,,,,,,,,,,2170.0,0.0,,,,568.0,,,,,0.0,0.0,,,2664.0,1119.0,,1145.0,,65.0,,,,4096.0
2013-10-26,,61.0,3.0,,,,,,,,,,,,1115.0,0.0,,,,153.0,,,,,0.0,0.0,,,1738.0,793.0,,859.0,,235.0,,,,2512.0
2013-10-27,,90.0,19.0,,,,,,,,,,,,2443.0,0.0,,,,142.0,,,,,0.0,0.0,,,630.0,633.0,,2179.0,,200.0,,,,2141.0
2013-10-28,,196.0,29.0,,,,,,,,,,,,2263.0,0.0,,,,457.0,,,,,0.0,0.0,,,796.0,1345.0,,2586.0,,120.0,,,,4982.0
2013-10-29,,210.0,9.0,,,,,,,,,,,,1503.0,0.0,,,,481.0,,,,,0.0,0.0,,,849.0,1077.0,,1069.0,,301.0,,,,1194.0
2013-10-30,,304.0,13.0,,,,,,,,,,,,1562.0,0.0,,,,488.0,,,,,0.0,0.0,,,769.0,1310.0,,1070.0,,584.0,,,,4829.0
2013-10-31,,207.0,3.0,,,,,,,,,,,,3282.0,0.0,,,,189.0,,,,,0.0,0.0,,,923.0,1246.0,,1739.0,,125.0,,,,5224.0
2013-11-01,,117.0,3.0,,,,,,,,,,,,3350.0,0.0,,,,196.0,,,,,0.0,0.0,,,1030.0,995.0,,1828.0,,527.0,,,,4260.0
2013-11-02,,162.0,1.0,,,,,,,,,,,,3607.0,0.0,,,,141.0,,,,,0.0,0.0,,,1742.0,878.0,,1256.0,,424.0,,,,2772.0
2013-11-03,,152.0,1.0,,,,,,,,,,,,3184.0,0.0,,,,492.0,,,,,0.0,0.0,,,880.0,1868.0,,1428.0,,3.0,,,,2921.0
2013-11-04,,486.0,0.0,,,,,,,,,,,,2357.0,0.0,,,,111.0,,,,,0.0,0.0,,,2475.0,2110.0,,1375.0,,8.0,,,,3860.0
2013-11-05,,81.0,1.0,,,,,,,,,,,,970.0,0.0,,,,247.0,,,,,0.0,0.0,,,1165.0,2021.0,,1247.0,,49.0,,,,4285.0
2013-11-06,,310.0,3.0,,,,,,,,,,,,2645.0,0.0,,,,348.0,,,,,0.0,0.0,,,919.0,958.0,,1389.0,,51.0,,,,3565.0
2013-11-07,,180.0,2.0,,,,,,,,,,,,3675.0,0.0,,,,290.0,,,,,0.0,0.0,,,1061.0,1305.0,,2058.0,,73.0,,,,3567.0
2013-11-08,,479.0,4.0,,,,,,,,,,,,3379.0,0.0,,,,276.0,,,,,0.0,0.0,,,692.0,1250.0,,1405.0,,25.0,,,,4473.0
2013-11-09,,194.0,4.0,,,,,,,,,,,,4009.0,0.0,,,,66.0,,,,,0.0,0.0,,,706.0,636.0,,3863.0,,150.0,,,,3506.0
2013-11-10,,132.0,5.0,,,,,,,,,,,,3956.0,5.0,,,,168.0,,,,,0.0,0.0,,,767.0,863.0,,7221.0,,248.0,,,,2668.0
2013-11-11,,687.0,3.0,,,,,,,,,,,,3289.0,2.0,,,,374.0,,,,,0.0,0.0,,,1735.0,1253.0,,2621.0,,104.0,,,,4596.0
2013-11-12,,307.0,6.0,,,,,,,,,,,,2692.0,0.0,,,,309.0,,,,,7.0,0.0,,,1640.0,807.0,,941.0,,36.0,,,,3729.0
2013-11-13,,208.0,148.0,,,,,,,,,,,,3817.0,0.0,,,,329.0,,,,,0.0,0.0,,,970.0,1298.0,,2563.0,,298.0,,,,3693.0
2013-11-14,,253.0,104.0,,,,,,,,,,,,3737.0,0.0,,,,309.0,,,,,0.0,0.0,,,1033.0,2390.0,,878.0,,252.0,,,,5291.0
2013-11-15,,287.0,191.0,,,,,,,,,,,,3692.0,1.0,,,,275.0,,,,,0.0,0.0,,,900.0,1022.0,,4683.0,,296.0,,,,6879.0
2013-11-16,,261.0,4.0,,,,,,,,,,,,4125.0,0.0,,,,183.0,,,,,0.0,0.0,,,956.0,1284.0,,2950.0,,142.0,,,,3675.0
2013-11-17,,297.0,7.0,,,,,,,,,,,,3278.0,0.0,,,,104.0,,,,,0.0,0.0,,,718.0,922.0,,1785.0,,53.0,,,,4284.0
2013-11-18,,389.0,247.0,,,,,,,,,,,,3666.0,0.0,,,,238.0,,,,,0.0,0.0,,,830.0,940.0,,1093.0,,26.0,,,,4140.0
2013-11-19,,50.0,141.0,,,,,,,,,,,,4010.0,6.0,,,,173.0,,,,,0.0,0.0,,,1938.0,791.0,,985.0,,37.0,,,,4093.0
2013-11-20,,183.0,9.0,,,,,,,,,,,,3499.0,13.0,,,,176.0,,,,,0.0,0.0,,,1719.0,2671.0,,613.0,,168.0,,,,4363.0
2013-11-21,,360.0,3.0,,,,,,,,,,,,2322.0,0.0,,,,170.0,,,,,1.0,0.0,,,2243.0,2190.0,,858.0,,414.0,,,,21445.0
2013-11-22,,276.0,5.0,,,,,,,,,,,,4323.0,0.0,,,,235.0,,,,,0.0,0.0,,,1287.0,814.0,,659.0,,215.0,,,,4454.0
2013-11-23,,141.0,3.0,,,,,,,,,,,,2564.0,0.0,,,,130.0,,,,,0.0,0.0,,,892.0,560.0,,2393.0,,169.0,,,,3846.0
2013-11-24,,90.0,20.0,,,,,,,,,,,,4215.0,0.0,,,,110.0,,,,,0.0,0.0,,,682.0,739.0,,3286.0,,132.0,,,,7047.0
2013-11-25,,358.0,2.0,,,,,,,,,,,,3822.0,3.0,,,,185.0,,,,,0.0,0.0,,,1269.0,959.0,,2291.0,,29.0,,,,5004.0
2013-11-26,,182.0,2.0,,,,,,,,,,,,3243.0,4.0,,,,199.0,,,,,0.0,0.0,,,1155.0,1282.0,,2035.0,,41.0,,,,4388.0
2013-11-27,,368.0,148.0,,,,,,,,,,,,3329.0,0.0,,,,115.0,,,,,0.0,0.0,,,1108.0,1688.0,,749.0,,94.0,,,,3250.0
2013-11-28,,163.0,1.0,,,,,,,,,,,,2779.0,0.0,,,,84.0,,,,,0.0,0.0,,,1079.0,892.0,,671.0,,306.0,,,,2648.0
2013-11-29,,163.0,1.0,,,,,,,,,,,,2756.0,0.0,,,,28.0,,,,,0.0,0.0,,,1260.0,647.0,,598.0,,285.0,,,,3124.0
2013-11-30,,163.0,2.0,,,,,,,,,,,,3716.0,0.0,,,,15.0,,,,,0.0,0.0,,,1401.0,447.0,,790.0,,283.0,,,,2426.0
2013-12-01,,417.0,46.0,,,,,,,,,,,,2557.0,0.0,,,,222.0,,,,,0.0,0.0,,,1348.0,644.0,,873.0,,104.0,,,,3456.0
