,[10] Number of Jobs Started,[11] Number of Jobs Started,[12] Number of Jobs Started,[13] Number of Jobs Started,[14] Number of Jobs Started,[15] Number of Jobs Started,[16] Number of Jobs Started,[17] Number of Jobs Started,[18] Number of Jobs Started,[19] Number of Jobs Started,[1] Number of Jobs Started,[20] Number of Jobs Started,[21] Number of Jobs Started,[22] Number of Jobs Started,[23] Number of Jobs Started,[24] Number of Jobs Started,[25] Number of Jobs Started,[26] Number of Jobs Started,[27] Number of Jobs Started,[28] Number of Jobs Started,[29] Number of Jobs Started,[2] Number of Jobs Started,[30] Number of Jobs Started,[31] Number of Jobs Started,[32] Number of Jobs Started,[33] Number of Jobs Started,[34] Number of Jobs Started,[35] Number of Jobs Started,[36] Number of Jobs Started,[37] Number of Jobs Started,[38] Number of Jobs Started,[39] Number of Jobs Started,[3] Number of Jobs Started,[40] Number of Jobs Started,[41] Number of Jobs Started,[42] Number of Jobs Started,[43] Number of Jobs Started,[44] Number of Jobs Started,[45] Number of Jobs Started,[46] Number of Jobs Started,[47] Number of Jobs Started,[48] Number of Jobs Started,[49] Number of Jobs Started,[4] Number of Jobs Started,[50] Number of Jobs Started,[51] Number of Jobs Started,[52] Number of Jobs Started,[53] Number of Jobs Started,[54] Number of Jobs Started,[55] Number of Jobs Started,[56] Number of Jobs Started,[57] Number of Jobs Started,[58] Number of Jobs Started,[59] Number of Jobs Started,[5] Number of Jobs Started,[60] Number of Jobs Started,[61] Number of Jobs Started,[62] Number of Jobs Started,[63] Number of Jobs Started,[64] Number of Jobs Started,[65] Number of Jobs Started,[66] Number of Jobs Started,[67] Number of Jobs Started,[68] Number of Jobs Started,[6] Number of Jobs Started,[70] Number of Jobs Started,[71] Number of Jobs Started,[72] Number of Jobs Started,[7] Number of Jobs Started,[8] Number of Jobs Started,[9] Number of Jobs Started
2016-03-09,1.0,2.0,83.0,0.0,0.0,10.0,44.0,2.0,8.0,0.0,986.0,6.0,1.0,11.0,0.0,5.0,13.0,1.0,0.0,0.0,0.0,335.0,1.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,215.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,83.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,,11.0,0.0,30.0,6.0
2016-03-10,10.0,0.0,17.0,0.0,1.0,3.0,13.0,1.0,3.0,0.0,677.0,18.0,0.0,14.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,611.0,0.0,0.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,81.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,21.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,,5.0,0.0,70.0,17.0
2016-03-11,2.0,0.0,41.0,0.0,0.0,2.0,16.0,1.0,0.0,0.0,640.0,19.0,0.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,182.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,32.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,5.0,0.0,45.0,39.0
2016-03-12,0.0,1.0,29.0,3.0,0.0,2.0,7.0,0.0,0.0,0.0,254.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,216.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,89.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,115.0,3.0
2016-03-13,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,145.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,9.0,0.0
2016-03-14,28.0,3.0,17.0,9.0,0.0,29.0,36.0,0.0,6.0,0.0,944.0,0.0,0.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,302.0,2.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,57.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,2.0,0.0,11.0,0.0
2016-03-15,16.0,1.0,17.0,8.0,1.0,4.0,17.0,0.0,9.0,0.0,1280.0,11.0,0.0,7.0,0.0,5.0,9.0,0.0,0.0,1.0,0.0,480.0,2.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,104.0,1.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,,2.0,2.0,35.0,4.0
2016-03-16,27.0,1.0,62.0,0.0,0.0,8.0,22.0,0.0,6.0,0.0,1441.0,3.0,0.0,15.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,558.0,4.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,121.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,,2.0,2.0,28.0,6.0
2016-03-17,18.0,4.0,78.0,0.0,0.0,18.0,20.0,0.0,3.0,0.0,642.0,17.0,2.0,8.0,0.0,1.0,0.0,11.0,0.0,2.0,0.0,427.0,7.0,1.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,103.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,34.0,5.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,11.0,5.0,,8.0,1.0,34.0,10.0
2016-03-18,8.0,3.0,28.0,0.0,0.0,16.0,19.0,0.0,6.0,0.0,838.0,7.0,2.0,1.0,0.0,6.0,0.0,5.0,6.0,0.0,0.0,891.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,4.0,5.0,11.0,12.0
2016-03-19,1.0,0.0,5.0,0.0,0.0,16.0,17.0,0.0,3.0,0.0,629.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,2.0,1.0,17.0,5.0
2016-03-20,3.0,0.0,2.0,0.0,0.0,7.0,23.0,0.0,2.0,0.0,1777.0,8.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,6.0,4.0
2016-03-21,7.0,0.0,16.0,0.0,1.0,5.0,23.0,1.0,2.0,0.0,1982.0,4.0,0.0,1.0,0.0,8.0,13.0,0.0,1.0,1.0,0.0,351.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,3.0,,1.0,1.0,14.0,5.0
2016-03-22,12.0,5.0,18.0,0.0,0.0,7.0,41.0,0.0,0.0,0.0,2751.0,14.0,1.0,2.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,446.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,,2.0,12.0,27.0,1.0
2016-03-23,3.0,1.0,13.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,1807.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,488.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,382.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0,3.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,,0.0,12.0,26.0,2.0
2016-03-24,13.0,1.0,10.0,0.0,0.0,10.0,25.0,0.0,0.0,0.0,3302.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,318.0,0.0,0.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,357.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2115.0,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,24.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,,5.0,0.0,19.0,3.0
2016-03-25,11.0,0.0,6.0,0.0,0.0,5.0,33.0,0.0,3.0,0.0,1077.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,309.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,5107.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,2.0,28.0,6.0
2016-03-26,4.0,0.0,17.0,0.0,0.0,2.0,9.0,0.0,4.0,0.0,886.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,209.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1128.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,7.0,9.0,6.0
2016-03-27,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2323.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,1.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,10.0,26.0,5.0
2016-03-28,6.0,1.0,10.0,0.0,0.0,3.0,24.0,0.0,6.0,0.0,825.0,2.0,3.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,360.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,1100.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,,0.0,1.0,50.0,3.0
2016-03-29,9.0,0.0,13.0,0.0,1.0,1.0,15.0,0.0,12.0,0.0,698.0,4.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,9.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,3.0,0.0,75.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,,2.0,2.0,36.0,2.0
2016-03-30,12.0,1.0,6.0,0.0,0.0,7.0,23.0,0.0,36.0,0.0,1127.0,11.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,380.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,71.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,,0.0,4.0,12.0,1.0
2016-03-31,25.0,7.0,10.0,7.0,8.0,14.0,18.0,5.0,22.0,0.0,1062.0,4.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,102.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,,4.0,11.0,69.0,10.0
2016-04-01,7.0,0.0,35.0,0.0,0.0,4.0,13.0,0.0,3.0,0.0,1633.0,4.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,308.0,4.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,171.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,,4.0,20.0,23.0,1.0
2016-04-02,7.0,0.0,5.0,0.0,0.0,10.0,11.0,0.0,27.0,0.0,1342.0,6.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,181.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,103.0,2.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,,2.0,0.0,20.0,0.0
2016-04-03,4.0,0.0,6.0,0.0,0.0,7.0,7.0,0.0,19.0,0.0,505.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,0.0,5.0,17.0,1.0
2016-04-04,10.0,9.0,37.0,7.0,8.0,8.0,24.0,5.0,18.0,0.0,636.0,9.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,308.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,32.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,25.0,0.0,,0.0,7.0,34.0,11.0
2016-04-05,7.0,1.0,36.0,2.0,2.0,5.0,32.0,2.0,35.0,0.0,728.0,2.0,0.0,4.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,418.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,127.0,4.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,7.0,0.0,56.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,37.0,0.0,,1.0,3.0,31.0,3.0
2016-04-06,5.0,0.0,79.0,0.0,0.0,7.0,17.0,5.0,9.0,0.0,671.0,1.0,0.0,7.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,492.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,40.0,3.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,53.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,19.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,10.0,1.0,,5.0,0.0,36.0,1.0
2016-04-07,8.0,2.0,11.0,2.0,0.0,6.0,9.0,1.0,32.0,1.0,988.0,8.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,628.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,38.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,19.0,3.0,,1.0,4.0,19.0,4.0
2016-04-08,7.0,0.0,7.0,0.0,0.0,6.0,11.0,0.0,16.0,1.0,652.0,2.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,477.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1.0,,1.0,14.0,155.0,6.0
2016-04-09,14.0,2.0,5.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,848.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,7.0,1.0,,0.0,0.0,92.0,125.0
2016-04-10,2.0,2.0,10.0,0.0,1.0,7.0,13.0,0.0,2.0,0.0,3044.0,1.0,0.0,3.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,300.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,0.0,42.0,12.0
2016-04-11,14.0,1.0,11.0,0.0,0.0,6.0,26.0,0.0,1.0,1.0,1642.0,3.0,0.0,6.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,382.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,4.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,5.0,6.0,,7.0,8.0,41.0,14.0
2016-04-12,19.0,5.0,9.0,0.0,3.0,6.0,14.0,0.0,2.0,0.0,477.0,2.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,27.0,1.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,10.0,3.0,,8.0,1.0,42.0,11.0
2016-04-13,57.0,3.0,63.0,0.0,11.0,3.0,26.0,0.0,9.0,0.0,1271.0,6.0,3.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,0.0,457.0,0.0,0.0,13.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,114.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,62.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,4.0,,7.0,3.0,31.0,22.0
2016-04-14,32.0,1.0,43.0,0.0,1.0,0.0,24.0,0.0,39.0,0.0,967.0,3.0,2.0,6.0,0.0,6.0,0.0,0.0,4.0,5.0,0.0,336.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,26.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,104.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,31.0,0.0,,1.0,7.0,23.0,6.0
2016-04-15,35.0,2.0,23.0,0.0,3.0,11.0,19.0,0.0,65.0,0.0,1058.0,8.0,2.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,32.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,90.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,21.0,1.0,,5.0,3.0,25.0,3.0
2016-04-16,2.0,0.0,27.0,2.0,0.0,41.0,4.0,0.0,104.0,0.0,666.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,169.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,,0.0,2.0,21.0,19.0
2016-04-17,25.0,0.0,136.0,0.0,2.0,27.0,5.0,0.0,1.0,0.0,309.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,1.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,318.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,0.0,10.0,34.0,82.0
2016-04-18,25.0,1.0,31.0,0.0,0.0,20.0,11.0,1.0,0.0,0.0,985.0,2.0,0.0,1.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,569.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,,3.0,0.0,63.0,0.0
2016-04-19,22.0,0.0,142.0,0.0,1.0,5.0,13.0,0.0,5.0,0.0,477.0,16.0,1.0,0.0,0.0,2.0,9.0,0.0,3.0,0.0,0.0,714.0,2.0,0.0,13.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,30.0,0.0,,1.0,1.0,18.0,5.0
2016-04-20,51.0,2.0,182.0,0.0,0.0,1.0,9.0,0.0,11.0,0.0,896.0,9.0,0.0,1.0,0.0,7.0,8.0,0.0,0.0,1.0,0.0,899.0,0.0,0.0,3.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,2.0,0.0,83.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,,3.0,7.0,77.0,4.0
2016-04-21,24.0,0.0,21.0,0.0,0.0,0.0,19.0,0.0,8.0,0.0,646.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,676.0,1.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,77.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,,8.0,3.0,68.0,3.0
2016-04-22,22.0,0.0,17.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,693.0,3.0,0.0,6.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,587.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,96.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,,0.0,10.0,45.0,11.0
