,[CCT LSU SUPERMIC] Wall Hours: Per Job,[NICS DARTER] Wall Hours: Per Job,[OSG] Wall Hours: Per Job,[PSC BLACKLIGHT] Wall Hours: Per Job,[PSC BRIDGES LARGE] Wall Hours: Per Job,[PSC BRIDGES] Wall Hours: Per Job,[PSC GREENFIELD] Wall Hours: Per Job,[SDSC COMET] Wall Hours: Per Job,[SDSC GORDON] Wall Hours: Per Job,[Stanford XSTREAM] Wall Hours: Per Job,[TACC LONESTAR4] Wall Hours: Per Job,[TACC MAVERICK2] Wall Hours: Per Job,[TACC STAMPEDE] Wall Hours: Per Job
2016-01-24,1.82396947,5.10853975,1.00137583,0.0,,,3.69024815,4.94745282,8.12484597,,0.0,4.75819912,1.54268557
2016-01-25,2.585825,6.51125406,1.13310233,0.0,,,5.7608375,3.37989986,5.95233958,,0.0,3.2254449,1.590654
2016-01-26,7.50615149,5.78727793,0.80853075,0.0,,,2.964404,3.61491505,7.87584136,,0.0,4.98617301,3.34714245
2016-01-27,7.00905909,3.73678296,0.86760471,0.0,,,5.76754762,4.50829677,5.77069092,,0.00053333,4.50997215,2.69129213
2016-01-28,5.43979338,3.31757363,1.36478736,0.0,,,7.1019871,4.4716376,5.67447094,,0.000475,4.344792,2.83826235
2016-01-29,5.59021667,4.86201635,1.2684035,0.0,,,5.49295172,5.52058191,8.0164281,,0.00063333,4.26252609,2.60888516
2016-01-30,3.02115714,4.98931786,0.87700984,0.0,,,2.53533889,5.97907822,8.69957504,,0.0,5.23700182,1.2136886
2016-01-31,5.18957687,4.88831685,1.12686764,0.0,,,1.5850234,5.70801183,7.30058426,,0.0,1.98409928,0.8793504
2016-02-01,2.87237367,2.08287834,1.35654067,,0.0,0.0,2.41460758,4.93239337,7.87909563,0.0,0.0007,2.99154121,3.1119863
2016-02-02,3.6018219,2.66384659,1.37740481,,0.0,0.0,3.76754516,5.06264098,8.31281226,0.0,0.00091452,3.96380163,4.1016199
2016-02-03,6.25137216,1.81032557,1.24000661,,0.0,0.0,4.49092105,5.15485333,6.63490141,0.0,0.0,4.84651607,3.67580616
2016-02-04,2.64388191,0.0,1.24377335,,0.0,0.0,4.62213125,4.98830785,6.45971049,0.0,0.00073333,3.55924485,3.09254505
2016-02-05,4.30035417,0.0,1.16285065,,0.0,0.0,10.50620667,8.93295025,7.30178596,0.0,0.0,3.56700852,4.09832939
2016-02-06,6.85213985,0.0,0.91605716,,0.0,0.0,12.23365789,4.42689537,12.16434579,0.0,0.0,4.92831375,4.46024221
2016-02-07,8.36545976,0.0,0.83220267,,0.0,0.0,8.00915556,6.02919678,9.52116667,0.0,0.0,5.41659583,4.23547061
2016-02-08,2.54752969,0.0,0.67009327,,0.0,0.0,4.87316829,2.53568495,8.1241592,0.0,0.00083333,4.05934795,2.58935514
2016-02-09,3.22833478,1.31158553,0.56381776,,0.0,0.0,12.44854706,1.37994165,4.43839659,0.0,0.0013,4.55135347,3.06291916
2016-02-10,11.53391385,2.5906875,0.39257345,,0.0,0.0,5.24770606,6.18492228,7.96036921,0.0,0.0059,4.03302168,3.61828956
2016-02-11,3.74181268,1.97774167,0.34443186,,0.0,0.0,6.38371304,6.41634602,8.72391351,0.0,0.0,4.26136471,3.50118445
2016-02-12,3.67567672,2.04959236,0.64125432,,0.0,0.0,3.12951316,2.78866668,4.53268504,0.0,0.0,3.30062688,3.17391179
2016-02-13,5.76508182,2.8853866,0.60060656,,0.0,0.0,5.33846538,4.23419256,6.24379962,0.0,0.0,5.11302012,4.11561653
2016-02-14,4.97572903,3.42211524,0.51979734,,0.0,0.0,6.7455875,6.36041464,9.97716528,0.0,0.0,4.5150236,2.84225578
2016-02-15,6.04226383,2.68382088,0.27705367,,0.0,0.0,1.68809167,5.54068754,8.28528656,0.0,0.0,3.03872903,2.68785493
2016-02-16,3.56337727,2.87149914,0.77062556,,0.0,0.0,4.87185385,6.77707992,6.80551795,0.0,0.0,2.08000106,3.24103087
2016-02-17,10.11128222,2.90943684,1.17322531,,0.0,0.0,9.25846,6.76137865,8.20420741,0.0,0.0,4.11801458,3.29562856
2016-02-18,4.74516835,3.83664833,0.75927743,,0.0,0.0,5.70545909,5.42323404,6.98329073,0.0,0.0,2.86119056,4.00123648
2016-02-19,4.08280909,5.00599881,0.92093644,,0.0,0.0,9.3025,5.10163392,5.80317433,0.0,0.0,5.05368816,3.67085782
2016-02-20,4.3366297,6.11167748,1.32934913,,0.0,0.0,12.39286429,8.16891191,8.19079906,0.0,0.0,3.94930214,3.39815433
2016-02-21,10.91602203,7.13334911,0.7799763,,0.0,0.0,5.66760588,4.27166663,5.70882655,0.0,0.0,5.05979304,2.77182858
2016-02-22,4.40343438,5.62322619,0.54378224,,0.0,0.0,1.12252656,4.49887393,5.17819292,0.0,0.0,4.86389762,3.00578426
2016-02-23,3.445538,3.83011218,0.91182441,,0.0,0.0,2.34757941,2.5656431,5.96270359,0.0,0.0,4.68161244,3.4283885
2016-02-24,3.20010351,5.24531915,0.84463937,,0.0,0.0,5.04375,1.96949908,5.03062545,0.0,0.0,4.54976723,2.61775877
2016-02-25,3.91757702,4.62916311,0.70144527,,0.0,0.0,5.02022683,3.31691837,4.84087464,0.0,0.0,4.91021915,2.82521509
2016-02-26,4.27903169,2.89097357,0.57419609,,0.0,0.0,7.79904231,5.50487725,3.37793918,0.0,0.0,5.34016555,2.70042921
2016-02-27,8.90917981,5.68647284,0.46324544,,0.0,0.0,14.93888889,8.45214552,4.9045745,0.0,0.0,4.56127532,2.80188145
2016-02-28,3.84876018,5.33628382,0.51572896,,0.0,0.0,5.5300875,6.64444279,7.24587081,0.0,0.0,6.48841622,1.94177641
2016-02-29,6.10858247,2.65774759,0.70523191,,0.0,0.0,3.21547381,4.67808267,6.58853918,0.0,0.0,6.90578817,2.17464126
2016-03-01,5.16184742,3.13488771,0.82103281,,0.0,0.0,6.52638235,6.13448532,6.95269032,0.0,0.0,3.38536695,2.24657293
2016-03-02,6.77738378,2.8272545,0.87293379,,0.0,0.0,3.60009,5.28352752,3.38077529,0.0,0.0,5.0885014,3.35034583
2016-03-03,5.85132667,2.98176783,1.21929632,,0.0,0.0,3.22296852,4.00218226,7.92432641,0.0,0.0,6.37463958,3.15756665
2016-03-04,8.10017333,3.77256995,0.60076339,,0.0,0.0,7.06892273,6.49138904,6.08384507,0.0,0.0,5.95326944,2.44208372
2016-03-05,4.01413824,2.97659751,1.4731235,,0.0,0.0,6.052484,8.01439794,5.70094345,0.0,0.0,4.14374211,2.50955956
2016-03-06,3.19701818,1.96376844,1.31562565,,0.0,0.0,8.72826667,7.75915929,4.23548238,0.0,0.0,7.115124,2.99560078
2016-03-07,4.92631509,1.85159091,0.79149711,,0.0,0.0,5.64649091,5.24718471,5.89122838,0.0,0.0,4.35345977,2.95132643
2016-03-08,5.66072063,5.33450142,0.64311666,,0.0,0.0,4.28437857,5.94480174,4.46022856,0.0,0.0,2.86097081,2.98518821
2016-03-09,3.37009766,4.13525548,2.17986615,,0.0,0.0,4.18723846,2.98767826,3.29433891,0.0,0.0,1.7352134,2.86309845
2016-03-10,1.85257963,3.34249641,1.69953534,,0.0,0.0,4.63910968,4.75089624,4.81765122,0.0,0.0,2.16251421,2.45881781
2016-03-11,3.9817264,2.4813896,0.93683164,,0.0,0.0,5.50758947,5.07357331,5.77707844,0.0,0.0,2.23086966,2.62382995
2016-03-12,4.42433544,3.61980758,0.75631456,,0.0,0.0,8.70631667,5.84466155,6.6966477,0.0,0.0,2.37283054,3.74844312
2016-03-13,4.83704658,2.94571944,0.67079023,,0.0,0.0,2.2054125,10.45388345,8.22959597,0.0,0.0,3.81056783,2.86992437
2016-03-14,5.21991707,3.38007978,0.59109278,,0.0,0.0,20.650825,2.64614364,6.3418037,0.0,0.0,5.4761953,2.13657244
2016-03-15,3.85076486,3.14013162,0.58652525,,0.0,0.0,4.01018333,2.13537298,5.97125963,0.0,0.0,6.14906976,1.84507842
2016-03-16,3.71971215,6.05662951,0.54172206,,0.0,0.0,4.79191364,1.44701768,5.23474541,0.0,0.0,5.56129365,2.5435848
2016-03-17,3.01200842,3.87250943,1.12615089,,0.0,0.0,5.11837778,1.8746177,6.51972232,0.0,0.0,2.69739612,2.77669863
2016-03-18,4.59828478,1.56445973,1.60743391,,0.0,0.0,6.27875862,4.57301383,6.04421298,0.0,0.0,3.1656634,2.89831329
2016-03-19,6.84847222,1.24658304,0.91456256,,0.0,0.0,6.70609167,5.9010014,6.30805335,0.0,0.0,4.9796006,3.17404564
2016-03-20,4.47076634,3.5537691,0.88356603,,0.0,0.0,6.17583333,4.85822919,6.81084274,0.0,0.0,6.51388908,3.87322019
2016-03-21,5.24377574,2.93669416,0.87483475,,0.0,0.0,4.47362381,2.6716063,5.59658202,0.0,0.0,4.80387808,3.50000554
2016-03-22,9.42671684,1.41801935,0.90254102,,0.0,0.0,4.66638333,2.52761527,5.88018543,0.0,0.0,3.16579259,4.10802782
2016-03-23,4.88328473,1.57403333,0.62644864,,0.0,0.0,7.78553529,4.52476554,5.92715582,0.0,0.0,2.92062111,3.16131174
2016-03-24,6.69298765,0.74389485,0.43182474,,0.0,0.0,2.50837143,3.99999086,5.95864146,0.0,0.0,3.34290245,3.83687934
2016-03-25,7.09728939,2.02532771,2.05665952,,0.0,0.0,4.57294167,1.95236091,7.63397294,0.0,0.0,3.11204737,4.1247631
2016-03-26,6.426776,3.40691297,2.84731138,,0.0,0.0,18.46735556,1.10051506,11.29663405,0.0,0.0,2.95951136,4.31368285
2016-03-27,2.39826667,3.49549858,2.18779119,,0.0,0.0,5.45380857,4.09747311,9.07957515,0.0,0.0,0.36534507,4.39011951
2016-03-28,5.80825054,0.56188216,1.90360411,,0.0,0.0,3.84065965,3.53005765,5.9033986,0.0,0.0,4.51062222,3.39748038
2016-03-29,5.67835385,1.03253845,1.09897525,,0.0,0.0,11.80808824,2.01982012,4.04697819,0.0,0.0,4.22074911,4.41857258
2016-03-30,7.08189021,1.82530858,0.92483788,,0.0,0.0,8.53108696,1.22187508,5.44255924,0.0,0.0,2.86815772,4.27558031
2016-03-31,5.65389322,2.56696485,1.21416367,,0.0,0.0,4.53641042,1.63780545,3.85199876,0.0,0.0,2.31028226,4.03521846
2016-04-01,2.81724641,3.54031232,1.32385065,,0.0,0.0,5.99257568,2.8110916,5.97397101,0.0,0.0,2.98464125,3.29269853
2016-04-02,3.09652354,7.12253738,1.50933168,,0.0,0.0,6.09901071,2.30338624,7.12511363,0.0,0.0,2.46399722,4.43580535
2016-04-03,2.53649485,5.66747692,1.06208422,,0.0,0.0,6.412075,4.95909646,7.32180771,0.0,0.0,2.37463333,3.23060331
2016-04-04,4.84097692,5.5839112,1.08986876,,0.0,0.0,4.21117778,5.66498896,4.65632835,0.0,0.0,1.40574795,3.3786274
2016-04-05,7.72281092,7.85422174,0.99762182,,0.0,0.0,5.43575814,4.9114769,4.21326338,0.0,0.0,4.49268056,3.34680497
2016-04-06,4.58895083,5.16650969,0.97912016,,0.0,0.0,6.43850426,5.28573002,7.49417984,0.0,0.0,1.73201688,3.22388232
2016-04-07,6.2253352,3.60503929,0.56018051,,0.0,0.0,3.91293818,2.53233132,7.74023829,0.0,0.0,1.69878523,2.55397363
2016-04-08,3.39529474,3.235825,0.69314627,,0.0,0.0,2.89649211,1.97145455,6.57649886,0.0,0.0,0.67997072,3.41481066
2016-04-09,6.54572273,6.82242308,0.86035788,,0.0,0.0,1.11915455,2.72505104,7.76674733,0.0,0.0,1.80130714,4.88365306
2016-04-10,6.01866193,4.66429806,0.60938936,,0.0,0.0,0.39246,2.14838083,5.60546408,0.0,0.0,0.68846512,4.04376291
2016-04-11,7.14382686,5.55435462,0.78004411,,0.0,0.0,2.87937576,1.77073338,3.26937891,0.0,0.0,0.81294654,4.33725443
2016-04-12,5.415,3.68290625,1.0095865,,0.0,0.0,4.51952143,2.35087648,5.28606468,0.0,0.0,0.55639943,4.67389034
2016-04-13,6.67577541,2.66092874,1.00694105,,0.0,0.0,3.34095082,2.94619679,5.21085911,0.0,0.0,1.08336654,4.1783989
2016-04-14,4.88676682,2.29888511,0.90195839,,0.0,0.0,4.12215957,2.24791855,6.60832502,0.0,0.0,1.5521415,4.14296097
2016-04-15,4.32129538,3.88996296,0.94845991,,0.0,0.0,3.85181695,2.60534343,6.89138953,0.0,0.0,2.54607813,4.31794848
2016-04-16,8.22156522,6.42916933,0.94699207,,0.0,0.0,8.17855,2.83984286,12.39699891,0.0,0.0,2.73236735,5.98055467
2016-04-17,9.45793462,6.64727041,0.95297357,,0.0,0.0,2.3431375,0.65111627,11.43182949,0.0,0.0,2.55413462,3.64867627
2016-04-18,0.0,4.89318273,1.01136071,,0.0,0.0,1.41089765,1.28737863,6.69327257,0.0,0.0,4.07293137,3.0157204
2016-04-19,5.5917241,1.62509844,0.81356779,,0.0,0.0,3.58137627,5.98043361,5.63649163,0.0,0.0,2.70374052,2.47676511
2016-04-20,2.75322717,1.24553436,0.79194207,,0.0,0.0,3.19682364,4.65200665,3.92583398,0.0,0.0,1.35097336,2.56254369
2016-04-21,7.08192193,1.01653519,0.85923887,,0.0,0.0,3.78927419,2.13800923,7.11327548,0.0,0.0,2.31666485,2.31823572
2016-04-22,2.77224956,0.44563239,0.72092859,,0.0,0.0,3.21976333,1.90168817,11.95947756,0.0,0.0,4.44270488,2.10920552
2016-04-23,3.37405313,0.0,0.53573652,,0.0,0.0,3.58758824,2.38881003,10.65260913,0.0,0.0,3.62608088,6.20217989
2016-04-24,5.99746027,0.0,0.56759442,,0.0,0.0,3.33647143,2.22516579,10.79698946,0.0,0.0,2.43443239,2.8348858
2016-04-25,5.43681212,4.39306522,0.63483243,,0.0,0.0,0.37593878,3.7412629,9.98207938,0.0,0.0,3.07768652,2.42343371
2016-04-26,3.64959641,0.70505892,0.66332402,,0.0,0.0,0.0,2.86931554,7.51830738,0.0,0.0,4.0344046,2.09086847
2016-04-27,3.38628062,1.77006147,0.6593323,,0.0,0.0,3.1381875,2.98713687,9.84771218,0.0,0.0,2.41779832,2.72768452
2016-04-28,5.77706364,2.83000351,0.6870937,,0.0,0.0,5.3099,1.93221869,8.80047708,0.0,0.0,4.01198358,2.27769304
2016-04-29,1.64262647,1.57237937,1.19291411,,0.0,0.0,4.39867692,1.88388054,10.73655324,0.0,0.0,2.577875,2.61427083
2016-04-30,3.13236895,2.68922611,0.88360704,,0.0,0.0,7.86778,1.39801419,9.37015622,0.0,0.0,4.4223375,3.95708076
2016-05-01,6.1013404,0.32684265,1.19672015,,0.0,0.0,0.0,1.20125953,12.19244478,0.0,0.0,3.72170909,2.15898061
2016-05-02,6.65461893,0.16800958,0.89268309,,0.0,0.0,0.18710952,1.07899434,8.32527562,0.0,0.0,2.74992778,1.05875842
2016-05-03,2.43727938,2.5393393,0.77780729,,0.0,0.0,0.95427778,1.84433545,10.15222972,0.0,0.0,2.69680962,0.6009249
2016-05-04,2.18346633,1.23539196,0.57670334,,0.0,0.0,2.20042143,2.02753441,8.68641276,0.0,0.0,2.24046087,2.94435575
2016-05-05,8.09730641,1.01678899,0.58015332,,0.0,0.0,4.58111724,2.20316205,8.41221683,0.0,0.0,3.82665652,2.5450619
2016-05-06,5.06692892,1.15107527,0.53593286,,0.0,0.0,23.34431,2.06062435,9.34693279,0.0,0.0,2.6916732,2.64457374
2016-05-07,6.96915663,1.64209157,0.60215482,,0.0,0.0,16.95573333,1.32731627,12.46874567,0.0,0.0,3.73781493,4.45638851
2016-05-08,5.88722179,0.77073075,0.56539316,,0.0,0.0,24.0,1.05626467,12.17881275,0.0,0.0,4.0590044,3.21110287
2016-05-09,4.37828632,0.61685089,0.54132355,,0.0,0.0,16.605,1.34834741,11.81864726,0.0,0.0,3.72809412,2.61566885
2016-05-10,4.80544607,0.77657352,0.67792799,,0.0,0.0,5.93686667,1.04196948,7.64284005,0.0,0.0,4.66571325,2.78860256
2016-05-11,9.476,0.84163368,0.70966955,,0.0,0.0,2.88555625,1.27782499,7.87110969,0.0,0.0,3.24504091,2.99891088
2016-05-12,5.49130694,1.0524823,0.5052629,,0.0,0.0,2.30843846,2.2567522,6.20838145,0.0,0.0,3.30729737,3.32859414
2016-05-13,9.53805882,0.69379851,0.47811018,,0.0,0.0,5.221325,2.08820386,5.92152165,0.0,0.0,3.07509804,2.64704136
2016-05-14,8.6595,3.047575,0.62526934,,0.0,0.0,6.33371875,4.05696691,7.5441814,0.0,0.0,4.58687407,4.60772616
2016-05-15,8.08499677,1.15517769,0.70910707,,0.0,0.0,5.86652308,2.97583902,5.50978259,0.0,0.0,2.83361333,3.23934485
2016-05-16,3.98295246,0.53447791,0.81180893,,0.0,0.0,12.13495714,2.5620468,4.83127642,0.0,0.0,4.32830889,2.32684504
2016-05-17,6.1624125,1.37203573,0.64783874,,0.0,0.0,4.81083529,2.3009495,6.51162905,0.0,0.0,1.76215256,2.32704355
2016-05-18,3.48237153,0.67891609,0.49415552,,0.0,0.0,5.53373333,2.33201569,6.82930417,0.0,0.0,3.76445208,3.35220596
2016-05-19,2.15491973,0.77967352,0.53447149,,0.0,0.0,6.05762857,2.0885568,4.39026927,0.0,0.0,2.03747197,2.62972677
2016-05-20,3.00783176,0.37209174,0.50787601,,0.0,0.0,3.61178,3.55764241,6.19387001,0.0,0.0,4.37245776,2.94023439
2016-05-21,7.58786032,10.0517,0.53945859,,0.0,0.0,9.94244,4.59567242,6.79851692,0.0,0.0,4.47562059,4.3984116
2016-05-22,2.42431765,1.30752403,0.56319965,,0.0,0.0,18.41805,2.6113868,7.80670771,0.0,0.0,5.37938421,3.17904968
2016-05-23,3.87750408,0.89549436,0.71780813,,0.0,0.0,3.0882,2.73178436,6.64707912,0.0,0.0,3.82840714,2.50743751
2016-05-24,1.72357569,0.95373684,0.911357,,0.0,0.0,0.29405,2.85348889,6.1087455,0.0,0.0,2.64933667,2.21867674
2016-05-25,2.94285659,1.16524145,1.10681187,,0.0,0.0,0.82821852,3.36595662,5.9166797,0.0,0.0,6.33724225,2.92507862
2016-05-26,2.25451824,1.12136099,1.00713449,,0.0,0.0,2.41671053,3.64321484,5.93304672,0.0,0.0,1.97480593,2.85647951
2016-05-27,4.7140125,1.77742271,0.66641621,,0.0,0.0,1.23777619,3.24150441,6.15824194,0.0,0.0,2.06208144,3.19798257
2016-05-28,5.45923492,4.45153761,1.38829034,,0.0,0.0,8.27335,3.88787838,10.49607556,0.0,0.0,4.04161667,4.38217873
2016-05-29,4.05528704,1.07818165,1.38211191,,0.0,0.0,6.40285,2.64507736,12.71169974,0.0,0.0,2.32749474,3.41138737
2016-05-30,1.7603168,0.96023462,1.28991751,,0.0,0.0,4.11331667,6.79468883,6.54754488,0.0,0.0,2.59083784,2.06642304
2016-05-31,5.80076951,0.88017677,1.31065235,,0.0,0.0,5.67932727,6.12373523,6.0544149,0.0,0.0,4.82732182,2.72034973
2016-06-01,1.47786442,1.40483216,1.06984427,,0.0,0.0,1.70883636,4.50406316,6.15668526,0.0,0.0,4.25141842,2.82819692
2016-06-02,3.70535833,0.66886276,0.69771916,,0.0,0.0,1.82429787,2.35340024,5.7809131,0.0,0.0,3.93970172,2.57615993
2016-06-03,2.07246923,1.21319147,0.57987569,,0.0,0.0,2.49183898,4.87914163,6.07770375,0.0,0.0,3.0961412,3.42390123
2016-06-04,7.01418654,4.78612197,0.81460812,,0.0,0.0,4.72931333,5.1843305,5.9237472,0.0,0.0,3.32949034,4.48749499
2016-06-05,2.01698857,3.42955043,1.05971901,,0.0,0.0,2.67675,2.82399413,5.16905808,0.0,0.0,4.24260508,3.82910228
2016-06-06,2.13041383,2.65208766,1.11636441,,0.0,0.0,1.28326,3.06805137,5.35358115,0.0,0.0,4.75799094,4.20371808
2016-06-07,2.36290816,2.42344732,0.82910041,,0.0,0.0,0.95624,3.46032342,4.71828787,0.0,0.0,3.76937632,3.79634033
2016-06-08,1.24628485,3.45012473,0.53295755,,0.0,0.0,1.63376842,5.43287194,6.27799148,0.0,0.0,5.92856556,4.4110018
2016-06-09,1.18771458,5.43313955,0.41832796,,0.0,0.0,2.66107222,4.18611267,8.01841469,0.0,0.0,5.33836316,4.79917137
2016-06-10,10.01294783,6.23992381,0.8566197,,0.0,0.0,1.49500526,5.14849311,7.47729071,0.0,0.0,5.17103023,3.49701121
2016-06-11,4.48449167,3.3741125,0.46785404,,0.0,0.0,0.69203333,8.73126924,11.78113271,0.0,0.0,5.1864871,4.61652723
2016-06-12,2.09449259,4.12653952,0.89044053,,15.245,0.0,1.48047143,3.49464671,9.09990689,0.0,0.0,6.58251667,3.91599546
2016-06-13,0.982525,4.86819144,0.52820451,,24.0,0.0,2.77438,2.35288312,5.01585891,0.0,0.0,5.57525431,3.06690944
2016-06-14,8.72982826,4.13768416,0.59543453,,24.0,0.0,1.0424,3.96782217,5.81882652,0.0,0.0,5.72441268,3.99927688
2016-06-15,3.15109595,0.81491872,0.58224614,,24.0,0.0,1.50894737,3.75324749,5.56679702,0.0,0.0,4.71638261,4.35382282
2016-06-16,6.20275248,0.49723552,0.59003471,,24.0,0.0,2.36438125,3.16265503,4.65640761,0.0,0.0,4.18903697,4.26200777
2016-06-17,3.42535797,1.66872466,0.64143284,,24.0,0.0,1.29978235,2.02110369,5.07594908,0.0,0.0,4.04650346,3.13449295
2016-06-18,4.737368,4.5907395,0.68278663,,24.0,0.0,1.9987,1.83097587,10.17614703,0.0,0.0,4.76577025,4.03514293
2016-06-19,3.56555833,0.96374822,0.54201272,,24.0,0.0,0.03156667,5.1114626,12.73844674,0.0,0.0,5.33200566,4.54664362
2016-06-20,2.76367262,0.6653607,0.42985314,,24.0,8.73856,1.43721,1.92966029,3.28377782,0.0,0.0,4.61219254,3.23641618
2016-06-21,2.25720032,0.90562862,0.57617171,,24.0,5.56119485,1.93575556,2.9315352,4.99453182,0.0,0.0,6.04316505,3.81400099
2016-06-22,2.92680704,1.64123451,0.71503549,,22.4364,6.04503462,1.99718333,1.92503803,7.0521001,0.0,0.0,7.45636737,3.12037423
2016-06-23,4.69485741,1.496569,0.60754942,,0.0,5.5769553,0.90839808,2.3181759,6.81228958,0.0,0.0,5.11239,3.9348597
2016-06-24,7.30507568,1.89911394,0.72980291,,1.23926667,3.2833828,0.75760435,2.14007284,4.34685468,0.0,0.0,6.43671508,4.08218334
2016-06-25,12.44945349,2.88866915,0.51003752,,3.03853,3.9309028,6.76995,2.16199641,8.52510016,0.0,0.0,4.22783246,6.05904567
2016-06-26,8.91707031,0.69069568,0.4741894,,6.3026,2.44978367,3.24793571,4.37959183,6.05569091,0.0,0.0,5.04106386,4.56501941
2016-06-27,4.10813182,0.577908,0.46067936,,9.193325,4.76734559,1.8712,3.22754975,3.94354352,0.0389,0.0,6.37000761,3.57471202
2016-06-28,6.26359219,0.55831743,1.23352356,,6.5393,5.69811625,1.41360345,4.51257902,5.28874509,0.0,0.0,5.56611786,3.83773297
2016-06-29,2.79138241,0.83244275,0.76457039,,2.78064444,4.99278967,0.67256316,3.67863438,4.15101341,0.0,0.0,4.83804019,4.06186482
2016-06-30,3.71194177,2.86271944,1.19462438,,3.07149091,6.98843695,1.17050938,3.50774144,5.38659584,0.0,0.0,6.66449167,3.68449064
2016-07-01,2.82320824,0.0,1.2775711,,4.21341,7.75758,1.89729474,1.94529886,6.38667513,0.9603,0.0,5.5347404,3.49537488
2016-07-02,4.51825238,0.0,1.2249759,,3.27002941,14.65527913,1.74465333,2.5528282,9.2888913,0.13065455,0.0,2.74226857,5.79166587
2016-07-03,4.25179118,0.0,1.22146403,,5.50381579,8.58602241,3.41025,2.62137182,7.89896164,0.0,0.0,2.30481176,4.42322688
2016-07-04,6.68010127,0.0,1.19292728,,5.50489,5.09164894,0.197625,3.77065679,5.92277974,0.0,0.0,5.57660256,4.68463691
2016-07-05,1.51828824,0.0,1.2786915,,12.35375,15.00153105,0.53484375,2.10191563,3.37089838,0.0,0.0,3.50148193,4.23862642
2016-07-06,0.1544,0.0,1.35389743,,24.0,13.38921733,1.78512667,3.06331745,5.41431089,0.0,0.0,6.36387179,4.8810442
2016-07-07,0.0,0.0,1.3937269,,24.0,0.0,2.12642353,3.33576857,7.37158482,0.0,0.0,5.74957413,4.04337998
2016-07-08,0.0,0.0,1.38989154,,2.662875,5.71455765,3.6813125,3.41706371,6.85784033,0.0,0.0,5.42232037,4.28068224
2016-07-09,0.0,0.0,1.37655126,,14.96603333,7.62865529,16.3921,1.81695706,9.58125055,0.0,0.0,6.58660244,6.08694053
2016-07-10,0.0,0.0,1.24414191,,10.33018,7.46122798,1.26504839,1.44433469,8.70855214,0.0,0.0,7.53107589,5.21228897
2016-07-11,0.0,0.0,1.27141556,,2.49006786,6.37837753,5.0447125,2.92165387,6.4081272,0.0,0.0,4.85762871,3.04018323
2016-07-12,0.0,0.0,1.23824376,,6.66365862,4.09398336,2.70112692,3.025301,7.80000297,0.00353333,0.0,5.51937712,3.62935683
2016-07-13,0.0,0.0,1.49691493,,8.14877273,4.44088179,2.20819167,2.61219134,5.57024638,0.0,0.0,4.16139394,3.24374591
2016-07-14,0.0,0.0,2.11512731,,5.9917,4.73720855,1.59718889,3.05798329,5.66868634,0.0,0.0,4.44611277,3.63436303
2016-07-15,0.0,0.0,1.52696149,,3.13812105,4.95257294,3.78763333,2.35467685,7.0723005,0.0,0.0,4.72162065,4.29424962
2016-07-16,0.0,0.0,1.28065619,,8.30068182,3.21542259,1.45542857,2.61197926,9.6046173,0.0,0.0,4.90176809,4.35637432
2016-07-17,0.0,0.0,1.25466602,,3.78142857,8.35836687,0.0,2.21826876,9.03806264,0.0,0.0,6.58686026,3.89553554
2016-07-18,0.0,0.0,1.26928741,,8.18902,7.68522765,7.22445,2.72528718,6.29663611,0.0,0.0,4.94026912,1.82768064
2016-07-19,0.0,0.0,0.62713723,,4.30225238,2.48087523,4.34735,14.80668054,6.79689489,0.0,0.0,2.8596245,0.94140622
2016-07-20,0.0,0.0,0.79332994,,3.76372333,4.91499593,4.61483333,4.68631526,4.56157617,0.0,0.0,2.86840094,3.67893337
2016-07-21,4.25748,0.0,1.31522325,,3.34731579,6.4599194,8.00308,2.67461196,3.65208879,0.0,0.0,5.09711,2.4084286
2016-07-22,3.12799111,0.0,0.9169932,,2.25033913,10.7784588,4.03428,4.07467905,5.73645103,0.0,0.0,4.56227568,0.91648358
2016-07-23,2.71022889,0.0,0.94659557,,1.77368,8.72587129,1.69409333,2.63783847,6.45164265,0.0,0.0,5.09053659,3.31943715
2016-07-24,3.11259158,0.0,1.21743474,,0.32217273,6.89580843,24.0,2.58948355,6.69247877,0.0,0.0,6.90624111,5.09912638
2016-07-25,0.74915413,0.0,1.17527448,,6.16100667,5.68274068,24.0,2.73802516,4.79550711,0.0,0.0,5.28649231,2.51244161
2016-07-26,0.98548715,0.0,1.17340115,,17.33013725,4.19930772,10.1089,2.47316654,7.16375301,0.0,0.0,6.42814516,1.89809924
2016-07-27,1.14916305,0.0,1.07978918,,9.31579333,11.40165335,7.31035,2.9588323,7.72637322,0.0,0.0,4.99665224,1.5190753
2016-07-28,2.88412896,0.0,1.0601948,,16.22053469,5.76048966,21.6878,1.67092399,6.16427459,0.0,0.0,4.64186463,3.04524716
2016-07-29,4.96007867,0.0,0.93207242,,0.0,3.09936697,2.41909,2.53433391,5.35512471,0.1058,0.0,6.16906133,2.72376268
2016-07-30,1.18160449,0.0,1.14844196,,7.8354,14.31350385,24.0,2.88671476,8.44749727,0.0,0.0,4.82883051,5.37848375
2016-07-31,0.74933357,0.0,1.29637884,,5.866125,2.63326191,16.78265,3.57776974,12.48949572,4.79903333,0.0,4.50661642,4.3186319
